Rank,Team,Won,Lost,Tied,PF,PA,Rating
571,CENTRAL ST. (OH),1,9,0,109,269,87.123
572,GEORGE FOX,4,5,0,181,191,87.103
573,ILLINOIS COL.,7,2,0,458,220,87.084
574,ST. OLAF,6,3,0,267,191,86.994
575,LANGSTON,0,1,0,0,72,86.830
576,HUSSON,5,3,0,265,255,86.814
577,CARLETON,4,5,0,183,234,86.611
578,FORT LEWIS,3,7,0,192,374,86.574
579,MISERICORDIA,3,6,0,131,240,86.496
580,MOREHOUSE,1,8,0,110,322,86.193
581,AUGSBURG,4,5,0,188,279,86.085
582,N.M. HIGHLANDS,2,8,0,259,437,85.937
583,WESTERN N.M.,2,8,0,186,346,85.919
584,CURRY,4,4,0,216,253,85.832
585,ROSE-HULMAN,5,4,0,273,247,85.762
586,ELMHURST,2,7,0,147,412,85.689
587,DAKOTA ST.,1,0,0,41,25,85.577
588,BLUEFIELD ST.,1,9,0,98,418,85.545
589,OLIVET,3,6,0,198,307,85.440
590,JUNIATA,2,7,0,217,455,85.184
591,CONCORDIA WISCONSIN,6,2,0,251,205,85.103
592,KALAMAZOO,4,5,0,229,266,85.033
593,CENTENARY (LA),4,5,0,209,268,84.885
594,SOUTHWEST MINN. ST.,0,10,0,67,371,84.790
595,ANNA MARIA,3,3,0,233,170,84.740
596,CARTHAGE,2,7,0,113,357,84.669
597,NORTHWESTERN-ST. PAUL,6,3,0,291,236,84.657
598,WIS. LUTHERAN,6,3,0,251,240,84.644
599,SEWANEE,2,7,0,199,265,84.615
600,CONCORD,1,9,0,168,360,84.566
601,LAGRANGE,5,4,0,221,266,84.541
602,AVERETT,3,6,0,158,336,84.518
603,VIRGINIA-LYNCHBURG,0,8,0,33,405,84.007
604,HUNTINGDON,4,5,0,280,226,83.956
605,UCHICAGO,6,3,0,277,164,83.864
606,SIMPSON,4,5,0,228,261,83.795
607,COAST GUARD,4,5,0,286,336,83.756
608,KENYON,5,5,0,133,223,83.754
609,GUILFORD,3,6,0,133,271,83.525
610,BREVARD,5,3,0,283,205,83.420
611,WAYLAND BAPTIST,0,1,0,51,52,83.412
612,BELHAVEN,4,5,0,233,265,83.281
613,REDLANDS,3,6,0,126,195,83.183
614,LINCOLN (MO),1,9,0,163,401,83.133
615,MIT,3,5,0,123,146,82.980
616,CAL LUTHERAN,1,8,0,175,252,82.942
617,KEYSTONE,1,9,0,248,463,82.790
618,WEST VA. WESLEYAN,0,10,0,178,467,82.581
619,KY. CHRISTIAN,0,2,0,7,98,82.558
620,OHIO WESLEYAN,4,5,0,234,183,82.508
621,ALBRIGHT,2,7,0,85,252,82.250
622,ERSKINE,1,7,0,111,309,82.238
623,ALVERNIA,0,9,0,144,294,82.117
624,JAMESTOWN,0,2,0,16,40,82.040
625,PUGET SOUND,2,7,0,240,431,82.019
626,LAKELAND,3,5,0,249,329,81.657
627,MADONNA,0,1,0,20,38,81.600
628,BENEDICTINE (IL),4,5,0,203,181,81.580
629,U NEW ENGLAND,3,6,0,227,239,81.441
630,MASS. MARITIME,5,4,0,155,150,81.177
631,WOOSTER,3,6,0,266,301,81.155
632,FRANKLIN,3,6,0,224,261,81.152
633,POINT U.,0,2,0,22,77,80.647
634,CORNELL COLLEGE,4,5,0,225,265,80.613
635,ARIZONA CHRISTIAN,0,1,0,12,17,80.455
636,WARNER,0,2,0,25,82,80.442
637,CALVIN,2,7,0,244,282,80.421
638,BLUFFTON,3,6,0,204,326,80.289
639,AUSTIN,1,8,0,169,332,80.148
640,GREENVILLE,6,3,0,300,255,79.931
641,DEFIANCE,1,1,0,60,32,79.869
642,N.C. WESLEYAN,4,5,0,208,272,79.787
643,ALFRED ST.,4,4,0,136,123,79.657
644,ADAMS ST.,0,10,0,134,493,79.554
645,PLYMOUTH ST.,6,3,0,205,185,79.481
646,MILLIKIN,0,9,0,128,442,79.480
647,WILMINGTON (OH),1,8,0,126,446,79.114
648,ROCKFORD,4,5,0,300,326,78.931
649,NICHOLS,3,6,0,305,376,78.812
650,AVE MARIA,0,2,0,10,90,78.696
651,ST. SCHOLASTICA,3,6,0,191,329,78.405
652,OTTERBEIN,1,8,0,102,310,78.361
653,BRIDGEWATER ST.,4,5,0,193,214,78.282
654,CAPITAL,0,8,0,138,376,78.106
655,LINCOLN (CA),0,7,0,56,383,78.101
656,WILLAMETTE,2,7,0,102,339,77.962
657,LORAS,2,7,0,192,334,77.853
658,NEB. WESLEYAN,3,6,0,176,289,77.738
659,HARTWICK,2,7,0,171,408,77.683
660,ARK. BAPTIST,0,1,0,0,73,77.488
661,MARTIN LUTHER,6,3,0,204,167,77.464
662,APPRENTICE,2,2,0,151,124,77.344
663,RIPON,3,6,0,171,318,77.292
664,HAMLINE,3,6,0,179,324,77.102
665,GALLAUDET,2,4,0,117,161,77.048
666,BUENA VISTA,2,7,0,151,323,76.989
667,LYON,1,8,0,130,337,76.537
668,WESTFIELD ST.,3,6,0,136,262,76.408
669,LA VERNE,0,9,0,189,353,76.190
670,OKLA. PANHANDLE,0,1,0,10,42,75.855
671,WORCESTER ST.,2,6,0,111,279,75.619
672,VTSU CASTLETON,3,5,0,126,193,75.558
673,HIRAM,0,8,0,76,313,74.832
674,METHODIST,1,8,0,128,276,74.827
675,MINN.-MORRIS,4,5,0,204,216,74.484
676,GREENSBORO,1,8,0,149,275,74.443
677,NORWICH,0,10,0,104,289,74.366
678,FRAMINGHAM ST.,2,7,0,130,354,74.286
679,WILLIAM WOODS,1,0,0,50,35,73.370
680,FITCHBURG ST.,2,7,0,114,260,73.114
681,HILBERT,0,10,0,47,484,72.739
682,SOUTHERN VA.,1,8,0,128,415,72.686
683,SIMPSON (CA),0,2,0,18,64,72.272
684,KNOX,3,6,0,151,288,72.202
685,CONCORDIA CHICAGO,2,7,0,232,483,72.187
686,GRINNELL,2,7,0,141,304,71.983
687,ST. ANDREWS,0,2,0,14,103,71.572
688,MACALESTER,0,9,0,103,295,71.482
689,MAYVILLE ST.,0,1,0,24,34,70.725
690,LUTHER,1,8,0,76,419,70.313
691,LAWRENCE,1,8,0,127,382,70.092
692,BELOIT,1,8,0,86,275,69.489
693,CROWN (MN),1,8,0,110,291,69.414
694,ANDERSON (IN),1,8,0,70,278,68.728
695,EUREKA,0,9,0,60,348,66.443
696,WESTMINSTER (MO),1,8,0,140,330,66.278
697,MAINE MARITIME,0,3,0,44,197,65.081
698,DEAN,0,8,0,13,329,63.829
699,OBERLIN,0,9,0,33,488,62.855
700,MANCHESTER,0,9,0,64,400,62.194
