Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Auburn                                     10     0     0   207    28  117.329
   2 Michigan State                              8     1     0   264    75  114.263
   3 Ohio State                                  9     1     0   267    92  113.860
   4 Mississippi                                 9     1     1   271    59  113.688
   5 Navy                                        9     1     1   281    71  113.321
   6 Oklahoma                                   10     1     0   333    89  112.902
   7 Iowa                                        7     1     1   263   112  112.627
   8 Tennessee                                   8     3     0   164    75  112.385
   9 Mississippi State                           6     2     1   175   100  111.853
  10 Notre Dame                                  7     3     0   200   136  111.246
  11 Florida                                     6     2     1   133    70  110.911
  12 Texas A&M                                   8     3     0   158    50  110.502
  13 Wisconsin                                   6     3     0   234   122  110.385
  14 Rice                                        7     4     0   175   121  109.830
  15 Duke                                        6     3     2   182   135  109.817
  16 North Carolina State                        7     1     2   155    67  109.630
  17 Clemson                                     7     3     0   216    78  109.091
  18 Arizona State                              10     0     0   397    66  108.967
  19 North Carolina                              6     4     0   142   129  108.761
  20 Texas                                       6     4     1   159   149  108.513
  21 Army                                        7     2     0   251   129  108.006
  22 Michigan                                    5     3     1   187   147  107.972
  23 Purdue                                      5     4     0   178   114  107.961
  24 Arkansas                                    6     4     0   187   134  107.376
  25 Louisville                                  2     0     0    67    39  107.232
  26 UCLA                                        8     2     0   190    90  107.122
  27 Georgia Tech                                4     4     2    75    71  107.106
  28 Louisiana State                             5     5     0   159   110  106.968
  29 Maryland                                    5     5     0   119   144  106.937
  30 Vanderbilt                                  5     3     2   113   108  106.858
  31 Texas Christian                             5     4     1   134   101  106.757
  32 Oregon State                                8     2     0   203   129  106.499
  33 Illinois                                    4     5     0   167   133  106.002
  34 Southern Methodist                          4     5     1   127   175  105.507
  35 Virginia Military Institute                 9     0     1   201   101  105.453
  36 Oregon                                      7     4     0   160    97  105.280
  37 Minnesota                                   4     5     0   201   188  105.035
  38 South Carolina                              5     5     0   202   147  105.031
  39 Miami (Florida)                             5     4     1   161   103  104.973
  40 Washington State                            6     4     0   193   161  104.757
  41 West Virginia                               7     2     1   179   118  104.671
  42 Stanford                                    6     4     0   227   158  104.492
  43 Penn State                                  6     3     0   167   135  104.412
  44 Georgia                                     3     7     0    93   150  103.837
  45 Houston                                     5     4     1   113   141  103.524
  46 Kentucky                                    3     7     0   128   127  103.278
  47 Pittsburgh                                  4     6     0   134   157  102.731
  48 Missouri                                    5     4     1   149   157  102.505
  49 Delaware                                    1     0     0    23    19  102.476
  50 Virginia                                    3     6     1   117   171  102.134
  51 Colorado                                    6     3     1   250   137  102.094
  52 Baylor                                      3     6     1    80   125  102.015
  53 Oklahoma State                              6     3     1   182   129  101.889
  54 Kansas                                      5     4     1   115   230  101.870
  55 Alabama                                     2     7     1    69   173  101.774
  56 Holy Cross                                  5     3     1   191   130  101.748
  57 Boston College                              7     2     0   158   129  101.710
  58 Syracuse                                    5     3     1   183   110  101.499
  59 Lehigh                                      2     1     0    60    25  101.365
  60 Washington                                  3     6     1   120   212  101.329
  61 Dartmouth                                   7     1     1   163    77  100.660
  62 Southern Mississippi                        2     2     0    68    56  100.494
  63 Drake                                       7     2     0   185   112  100.081
  64 Idaho                                       4     4     1   140   108   99.745
  65 Princeton                                   7     2     0   206    95   99.361
  66 Trinity (Texas)                             2     2     0    60    91   99.262
  67 California                                  1     9     0   109   176   98.952
  68 Arkansas State                              0     1     0    13    47   98.868
  69 William & Mary                              4     6     0   111   138   98.719
  70 Tulane                                      2     8     0    91   195   98.649
  71 Yale                                        6     2     1   212    88   98.528
  72 West Texas A&M                              7     3     0   204   149   98.449
  73 Dayton                                      6     3     1   201   175   98.365
  74 Iowa State                                  4     5     1   142   160   98.266
  75 Boston University                           5     3     0   196   141   98.178
  76 Pacific                                     5     3     2   145   127   97.726
  77 Texas-El Paso                               6     3     0   202   168   97.323
  78 Southern California                         1     9     0    86   204   97.270
  79 Virginia Tech                               4     6     0   114   148   97.224
  80 Florida State                               4     6     0   136   165   96.974
  81 Kansas State                                3     6     1   124   166   96.853
  82 Miami (Ohio)                                1     2     0    33    64   96.732
  83 Utah                                        6     4     0   262   136   96.506
  84 Newberry                                    0     0     1     0     0   96.407
  85 Citadel                                     5     4     1   111   135   96.406
  86 Detroit Mercy                               6     3     0   179    98   96.357
  87 Hardin-Simmons                              5     5     0   211   240   96.270
  88 Memphis                                     0     2     0    13    63   96.259
  89 Rutgers                                     5     4     0   181   133   95.989
  90 Cincinnati                                  5     4     1   130   101   95.891
  91 Wofford                                     2     2     0    54    54   95.678
  92 Villanova                                   3     6     0   109    96   95.305
  93 Bradley                                     1     1     0    32    21   95.250
  94 Northwestern                                0     9     0    57   271   95.094
  95 Tennessee-Chattanooga                       1     3     0    54    80   95.087
  96 North Texas                                 5     5     0   191   150   95.043
  97 Brown                                       5     4     0   154   125   95.020
  98 Tulsa                                       4     6     0   110   145   94.992
  99 Montana State                               1     1     0    35    66   94.896
 100 Pennsylvania                                3     6     0   121   138   94.590
 101 Nebraska                                    1     9     0    67   243   94.472
 102 Indiana                                     1     8     0    47   307   94.451
 103 Fresno State                                2     2     0    58    74   94.333
 104 Texas Tech                                  2     8     0   120   190   94.278
 105 Cal Poly-San Luis Obispo                    2     0     0    24    15   94.215
 106 Davidson                                    5     3     0   138   106   93.907
 107 Wake Forest                                 0    10     0    64   225   93.789
 108 Abilene Christian                           1     2     0    37    66   93.424
 109 George Washington                           2     7     0    85   158   93.050
 110 Cornell                                     3     6     0   100   159   92.997
 111 Richmond                                    4     6     0   157   177   92.747
 112 Wyoming                                     4     3     3   139   135   92.703
 113 Colgate                                     3     6     0    84   251   92.644
 114 Brigham Young                               5     3     2   134   138   92.427
 115 Denver                                      6     4     0   150   155   91.873
 116 Furman                                      3     7     0    84   236   91.378
 117 Harvard                                     3     5     0    78   180   91.011
 118 Washington (Missouri)                       0     1     0     7    19   90.147
 119 McMurry                                     1     2     0    40    40   89.920
 120 Wichita State                               1     9     0    66   250   89.674
 121 San Jose State                              3     7     0   123   196   89.647
 122 Tampa                                       0     2     0     7    28   89.603
 123 Air Force                                   3     6     1   125   184   89.501
 124 Quantico Marines                            0     3     0    21    79   89.040
 125 Xavier                                      0     4     0    47   104   88.473
 126 New Mexico                                  4     6     0   140   144   88.358
 127 South Dakota State                          0     1     0     7    25   88.221
 128 Colorado State                              3     7     0   109   224   88.134
 129 Arizona                                     1     8     1   125   299   87.790
 130 Columbia                                    1     8     0    54   214   87.724
 131 Montana                                     2     7     0   122   201   87.138
 132 Northern Iowa                               0     1     0    12    34   86.950
 133 Utah State                                  2     7     1   153   255   86.820
 134 Lafayette                                   0     1     0    19    34   86.744
 135 Marquette                                   0    10     0    68   237   86.080
 136 Connecticut                                 0     3     0    14    73   86.056
 137 Presbyterian                                0     2     0     0    80   85.256
 138 New Hampshire                               0     1     0     0    27   84.773
 139 Rhode Island                                0     1     0     7    21   84.412
 140 East Tennessee State                        0     1     0     7    13   83.824
 141 Ohio                                        0     1     0     7    14   83.033
 142 West Virginia Tech                          0     1     0    14    31   83.015
 143 New Mexico State                            3     7     0   157   215   82.719
 144 South Dakota                                0     1     0     0    33   80.804
 145 Catawba                                     0     1     0     7    26   79.174
 146 Massachusetts                               0     1     0     6    66   78.526
 147 East Carolina                               0     2     0    13    59   78.123
 148 Hawaii                                      0     2     0    12    38   77.643
 149 Western State                               0     1     0    21    26   76.788
 150 Bucknell                                    0     2     0     0    60   74.219
 151 Randolph-Macon                              0     1     0     0    40   73.866
 152 Occidental                                  0     1     0     6    40   73.482
 153 North Dakota State                          0     1     0     6    40   71.693
 154 Youngstown State                            0     1     0    13    68   70.545
 155 San Diego State                             0     3     0     6   144   68.328
 156 Nebraska-Omaha                              0     1     0     6    39   66.905
 157 Texas A&M-Corpus Christi                    0     1     0     0    32   65.541
