Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 TCU                                        12     1     0   604   247  133.653
   2 Ohio State                                 14     1     0   672   330  133.446
   3 Alabama                                    12     2     0   517   258  133.267
   4 Oregon                                     13     2     0   681   354  133.092
   5 Michigan St                                11     2     0   559   280  131.609
   6 Baylor                                     11     2     0   627   332  130.963
   7 Florida St                                 13     1     0   472   358  130.959
   8 Georgia                                    10     3     0   537   269  130.531
   9 Mississippi                                 9     4     0   368   208  130.441
  10 Mississippi St                             10     3     0   480   282  130.095
  11 UCLA                                       10     3     0   435   365  129.540
  12 Auburn                                      8     5     0   461   347  129.363
  13 Missouri                                   11     3     0   389   295  129.061
  14 Georgia Tech                               11     3     0   530   360  128.916
  15 Clemson                                    10     3     0   401   217  128.732
  16 Wisconsin                                  11     3     0   484   291  128.713
  17 Kansas St                                   9     4     0   465   301  128.520
  18 Arkansas                                    7     6     0   415   250  128.282
  19 Arizona St                                 10     3     0   480   363  128.275
  20 LSU                                         8     5     0   359   228  128.143
  21 Arizona                                    10     4     0   483   395  128.042
  22 Southern Cal                                9     4     0   466   327  127.927
  23 Texas A&M                                   8     5     0   458   365  127.619
  24 Utah                                        9     4     0   407   324  127.384
  25 Stanford                                    8     5     0   353   213  127.167
  26 Oklahoma                                    8     5     0   473   337  127.139
  27 Boise St                                   12     2     0   556   375  126.750
  28 Louisville                                  9     4     0   405   283  126.646
  29 Florida                                     7     5     0   363   253  126.426
  30 Nebraska                                    9     4     0   491   343  126.373
  31 West Virginia                               7     6     0   435   359  126.292
  32 Notre Dame                                  8     5     0   427   379  126.068
  33 Tennessee                                   7     6     0   376   315  125.656
  34 Marshall                                   13     1     0   638   294  125.554
  35 Minnesota                                   8     5     0   369   314  125.416
  36 South Carolina                              7     6     0   424   395  124.878
  37 Washington                                  8     6     0   423   347  124.537
  38 North Dakota St                            15     1     0   527   225  124.507
  39 Texas                                       6     7     0   278   310  124.108
  40 Oklahoma St                                 7     6     0   359   406  124.067
  41 Rutgers                                     8     5     0   347   392  123.887
  42 Maryland                                    7     6     0   370   392  123.857
  43 Memphis                                    10     3     0   471   253  123.773
  44 Colorado St                                10     3     0   441   326  123.714
  45 Duke                                        9     4     0   421   283  123.712
  46 North Carolina St                           8     5     0   392   351  123.483
  47 Boston College                              7     6     0   341   277  123.483
  48 Miami FL                                    6     7     0   380   316  123.322
  49 Iowa                                        7     6     0   367   333  122.879
  50 Virginia Tech                               7     6     0   313   262  122.813
  51 Utah St                                    10     4     0   377   276  122.752
  52 Penn State                                  7     6     0   268   242  122.596
  53 California                                  5     7     0   459   477  122.586
  54 Louisiana Tech                              9     5     0   523   346  122.534
  55 Brigham Young                               8     5     0   482   358  122.514
  56 Kentucky                                    5     7     0   350   375  122.476
  57 Illinois St                                13     2     0   574   322  122.439
  58 Virginia                                    5     7     0   310   289  122.324
  59 Michigan                                    5     7     0   251   269  122.201
  60 Air Force                                  10     3     0   409   314  122.076
  61 Cincinnati                                  9     4     0   442   354  121.978
  62 North Carolina                              6     7     0   432   507  121.836
  63 Northwestern                                5     7     0   276   302  121.820
  64 Central Florida                             9     4     0   365   249  121.452
  65 Illinois                                    6     7     0   337   442  121.333
  66 Oregon St                                   5     7     0   308   379  121.192
  67 Northern Illinois                          11     3     0   441   359  121.139
  68 Texas Tech                                  4     8     0   366   495  120.954
  69 Navy                                        8     5     0   414   355  120.937
  70 Pittsburgh                                  6     7     0   414   342  120.703
  71 Rice                                        8     5     0   374   370  120.609
  72 Washington St                               3     9     0   382   463  120.558
  73 Nevada                                      7     6     0   379   354  120.495
  74 Georgia Southern                            9     3     0   469   281  120.407
  75 Toledo                                      9     4     0   476   396  120.329
  76 East Carolina                               8     5     0   466   336  120.291
  77 Northern Iowa                               9     5     0   452   279  120.064
  78 Western Kentucky                            8     5     0   577   519  120.022
  79 Louisiana-Lafayette                         9     4     0   383   338  119.768
  80 Indiana                                     4     8     0   301   394  119.492
  81 South Dakota St                             9     5     0   445   355  119.405
  82 San Diego St                                7     6     0   325   258  119.114
  83 Houston                                     8     5     0   387   268  119.038
  84 Iowa St                                     2    10     0   278   466  118.895
  85 UTEP                                        7     6     0   346   365  118.764
  86 Colorado                                    2    10     0   342   468  118.759
  87 Western Michigan                            8     5     0   439   324  118.377
  88 Fresno St                                   6     8     0   371   454  118.372
  89 Kansas                                      3     9     0   214   399  118.215
  90 Temple                                      6     6     0   277   210  118.187
  91 Purdue                                      3     9     0   286   380  118.180
  92 Syracuse                                    3     9     0   205   292  118.122
  93 Middle Tennessee St                         6     6     0   379   378  118.100
  94 Alabama-Birmingham                          6     6     0   398   359  118.066
  95 New Hampshire                              12     2     0   504   297  117.952
  96 Arkansas St                                 7     6     0   477   396  117.810
  97 Indiana St                                  8     6     0   354   339  117.286
  98 Old Dominion                                6     6     0   392   456  117.270
  99 Central Michigan                            7     6     0   350   327  117.184
 100 Eastern Washington                         11     3     0   618   439  117.125
 101 Wyoming                                     4     8     0   253   394  116.883
 102 Colorado St-Pueblo                         14     1     0   504   192  116.738
 103 Coastal Carolina                           12     2     0   522   274  116.705
 104 Bowling Green                               8     6     0   420   469  116.670
 105 New Mexico                                  4     8     0   332   431  116.531
 106 Hawai`i                                     4     9     0   272   349  116.529
 107 Vanderbilt                                  3     9     0   206   399  116.514
 108 Youngstown St                               7     5     0   328   282  116.514
 109 Jacksonville St                            10     2     0   422   260  116.408
 110 Chattanooga                                10     4     0   486   271  116.127
 111 Appalachian St                              7     5     0   428   328  116.089
 112 Texas St-San Marcos                         7     5     0   406   332  115.981
 113 Harvard                                    10     0     0   327   123  115.869
 114 Sam Houston St                             11     5     0   543   450  115.823
 115 Wake Forest                                 3     9     0   178   317  115.698
 116 South Alabama                               6     7     0   293   343  115.673
 117 Texas-San Antonio                           4     8     0   205   311  115.466
 118 Western Illinois                            5     7     0   299   327  115.462
 119 Villanova                                  11     3     0   528   310  115.385
