Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Mississippi                                10     1     0   350    21  120.496
   2 Syracuse                                   11     0     0   413    73  119.371
   3 Louisiana State                             9     2     0   164    50  116.499
   4 Georgia                                    10     1     0   228    89  114.177
   5 Texas                                       9     2     0   216    96  113.574
   6 Arkansas                                    9     2     0   163   101  113.102
   7 Texas Christian                             8     3     0   169    75  112.481
   8 Washington                                 10     1     0   253    73  111.594
   9 Auburn                                      7     3     0   174    58  111.188
  10 Penn State                                  9     2     0   262   112  110.945
  11 Alabama                                     7     2     2    95    59  110.273
  12 Georgia Tech                                6     5     0   136   121  109.727
  13 Clemson                                     9     2     0   285   103  109.628
  14 Southern California                         8     2     0   195    90  109.502
  15 Tennessee                                   5     4     1   112   118  109.198
  16 Northwestern                                6     3     0   174   134  108.884
  17 Vanderbilt                                  5     3     2   138   106  108.749
  18 Purdue                                      5     2     2   109    81  108.393
  19 Kentucky                                    4     6     0   140   107  108.276
  20 Wisconsin                                   7     3     0   165   149  108.112
  21 Oklahoma                                    7     3     0   234   146  108.027
  22 Southern Methodist                          5     4     1   147   133  108.022
  23 Illinois                                    5     3     1   111    93  107.918
  24 Michigan State                              5     4     0   149   118  107.681
  25 Miami (Florida)                             6     4     0   140   140  107.505
  26 Iowa                                        5     4     0   233   100  107.350
  27 Florida                                     5     4     1   169   107  107.294
  28 Pittsburgh                                  6     4     0   147   164  107.011
  29 Notre Dame                                  5     5     0   171   180  106.670
  30 Baylor                                      4     6     0   106   154  106.136
  31 UCLA                                        5     4     1   169   150  105.786
  32 Missouri                                    6     5     0   125   124  105.728
  33 Oregon                                      8     2     0   209   113  105.687
  34 Indiana                                     4     4     1   142   105  105.543
  35 Ohio State                                  3     5     1    83   114  104.805
  36 Kansas                                      5     5     0   163   134  104.768
  37 Tulane                                      3     6     1    94   176  104.551
  38 Michigan                                    4     5     0   122   161  104.436
  39 Wyoming                                     9     1     0   287    62  104.377
  40 Navy                                        5     4     1   199   166  104.256
  41 North Carolina                              5     5     0   198   142  104.019
  42 Iowa State                                  7     3     0   248    80  104.015
  43 South Carolina                              6     4     0   170   169  104.005
  44 Army                                        4     4     1   174   141  103.711
  45 Delaware                                    1     0     0    34    14  103.557
  46 Ohio                                        1     0     0    25     7  103.211
  47 Rice                                        1     7     2    86   197  103.147
  48 Maryland                                    5     5     0   184   188  103.082
  49 Colorado                                    5     5     0   144   177  103.001
  50 Texas A&M                                   3     7     0   101   141  102.900
  51 Wake Forest                                 6     4     0   218   178  102.856
  52 Duke                                        4     6     0   104   159  102.842
  53 Minnesota                                   2     7     0    98   159  102.616
  54 Washington State                            6     4     0   177   121  102.420
  55 Air Force                                   5     4     1   160   124  102.134
  56 Mississippi State                           2     7     0    96   198  102.031
  57 Bowling Green State                         1     0     0    14     0  101.854
  58 Nebraska                                    4     6     0   108   160  101.536
  59 Texas Tech                                  4     6     0   139   158  101.451
  60 Memphis                                     1     3     0    46    91  100.996
  61 Oklahoma State                              6     4     0   181   151  100.847
  62 Pennsylvania                                7     1     1   195    74  100.784
  63 California                                  2     8     0   115   223  100.536
  64 Stanford                                    3     7     0   232   261  100.428
  65 North Texas                                 9     2     0   303   103   99.704
  66 Virginia Military Institute                 8     1     1   243    93   99.694
  67 Southern Mississippi                        2     2     0    66    55   99.608
  68 Arizona State                              10     1     0   272   150   99.556
  69 Oregon State                                3     7     0   166   178   99.515
  70 Boston College                              5     4     0   162   143   99.355
  71 New Mexico                                  7     3     0   260   135   98.974
  72 Tulsa                                       5     5     0   137   164   98.841
  73 Tennessee-Chattanooga                       1     3     0    20   101   98.565
  74 New Mexico State                            8     3     0   360   158   98.452
  75 Houston                                     3     7     0   105   170   98.222
  76 Florida State                               4     6     0   149   132   97.420
  77 Cincinnati                                  5     4     1   193   148   97.202
  78 Utah                                        5     5     0   224   195   97.167
  79 Holy Cross                                  6     4     0   142   160   97.099
  80 Colorado State                              6     4     0   123   147   96.977
  81 Abilene Christian                           1     0     0    28    22   96.929
  82 Detroit Mercy                               6     4     0   199   139   96.875
  83 North Carolina State                        1     9     0   117   201   96.619
  84 Quantico Marines                            1     0     0    23    21   96.598
  85 Citadel                                     8     2     0   207   142   96.367
  86 Dartmouth                                   5     3     1    96   106   96.138
  87 Wichita State                               5     4     1   181   161   95.959
  88 Yale                                        6     3     0   159    95   95.789
  89 Pacific                                     5     4     0   132   117   95.681
  90 Harvard                                     6     3     0   177   101   95.675
  91 Virginia Tech                               6     4     0   222   178   95.487
  92 West Chester                                1     0     0    13     7   95.377
  93 San Jose State                              4     6     0   192   278   95.337
  94 Marquette                                   3     7     0   172   214   95.282
  95 Kansas State                                2     8     0   109   266   95.225
  96 Boston University                           4     5     0   102   150   95.101
  97 West Virginia                               3     7     0    74   203   94.442
  98 Hardin-Simmons                              3     7     0   154   244   93.344
  99 North Alabama                               0     1     0     7    42   93.027
 100 Cornell                                     5     4     0   110   136   93.007
 101 Princeton                                   4     5     0   124    97   92.759
 102 Richmond                                    4     5     1   181   144   92.681
 103 Arizona                                     4     6     0   118   211   92.430
 104 Miami (Ohio)                                2     2     0    65    40   92.060
 105 Utah State                                  5     6     0   181   185   92.056
 106 North Dakota                                1     0     0    27    19   91.917
 107 Rutgers                                     6     3     0   132   121   91.800
 108 William & Mary                              4     6     0   140   155   91.580
 109 Xavier                                      4     6     0   155   227   91.350
 110 Presbyterian                                2     1     0    49    52   91.340
 111 Trinity (Texas)                             2     3     0    74    98   91.264
 112 Fresno State                                1     2     0    54    74   91.199
 113 Louisville                                  1     2     0    52    73   90.849
 114 Wofford                                     2     1     0    41    63   90.678
 115 Dayton                                      3     7     0    77   149   90.619
 116 Brigham Young                               3     7     0   101   169   90.441
 117 Denver                                      2     8     0   104   230   90.311
 118 Texas-El Paso                               3     7     0   163   191   90.110
 119 Bucknell                                    1     2     0    34    44   90.069
 120 Montana State                               1     2     0    67    59   89.878
 121 Furman                                      3     7     0   131   216   89.837
 122 Colgate                                     2     7     0   115   268   89.653
 123 Arkansas State                              0     1     0    14    49   89.242
 124 Columbia                                    2     7     0    82   189   89.042
 125 Brown                                       2     6     1    51   139   87.979
 126 South Dakota                                0     1     0     6    41   87.788
 127 Lehigh                                      1     3     0    26    43   87.324
 128 George Washington                           1     8     0    53   191   87.189
 129 Idaho                                       1     9     0    79   293   86.927
 130 Villanova                                   1     9     0    87   249   86.900
 131 Virginia                                    0    10     0    80   393   85.908
 132 Massachusetts                               0     2     0    28    56   85.755
 133 West Texas A&M                              1     9     0   128   246   85.683
 134 Lafayette                                   0     2     0    14    42   85.631
 135 Connecticut                                 0     3     0    15    48   85.427
 136 Montana                                     1     8     0    85   270   85.178
 137 McMurry                                     0     1     0    11    43   85.056
 138 South Dakota State                          0     1     0    12    28   84.014
 139 Hawaii                                      0     4     0    26   112   83.954
 140 Western Michigan                            0     1     0     0    14   83.606
 141 Davidson                                    1     8     0   118   200   81.433
 142 Rhode Island                                0     1     0     0     6   81.035
 143 Northern Arizona                            0     1     0     0    35   80.530
 144 Pensacola NAS                               0     1     0     0    43   80.226
 145 Tampa                                       0     1     0     0    33   79.951
 146 Drake                                       0     4     0    30   157   79.474
 147 St. Ambrose                                 0     1     0     7    27   78.930
 148 Newberry                                    0     1     0     0    48   76.107
 149 North Dakota State                          0     1     0     0    48   75.003
 150 University of Mexico                        0     2     0     8    98   70.404
 151 Catawba                                     0     1     0     6    42   51.643
 152 Marshall                                    0     1     0     0    46   46.251
