Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Bowling Green State                         1     0     0    46     7  118.935
   2 Oklahoma                                   10     0     0   466    51  117.462
   3 Georgia Tech                               10     1     0   248    47  117.216
   4 Tennessee                                  10     1     0   275    88  117.111
   5 Texas A&M                                   9     0     1   223    81  115.273
   6 Iowa                                        9     1     0   219    84  114.836
   7 Baylor                                      9     2     0   202    73  113.579
   8 Michigan                                    7     2     0   233   123  113.399
   9 Minnesota                                   6     1     2   127    87  112.850
  10 Miami (Florida)                             8     1     1   161    53  112.314
  11 Michigan State                              7     2     0   239    87  111.730
  12 Texas Christian                             8     3     0   231   110  111.037
  13 Pittsburgh                                  7     3     1   156   119  110.937
  14 Auburn                                      7     3     0   174   117  110.791
  15 Florida                                     6     3     1   158    98  110.599
  16 Southern California                         8     2     0   218   126  110.239
  17 Mississippi                                 7     3     0   207    82  110.209
  18 Oregon State                                7     3     1   203   166  109.931
  19 Ohio State                                  6     3     0   160    81  109.905
  20 Kentucky                                    6     4     0   119   105  109.532
  21 Syracuse                                    7     2     0   230   117  109.212
  22 UCLA                                        7     3     0   148   122  108.759
  23 Houston                                     7     2     1   185    90  108.215
  24 Penn State                                  6     2     1   177    60  108.192
  25 Arkansas                                    6     4     0   160   155  108.073
  26 Tulane                                      6     4     0   124   123  107.173
  27 Duke                                        5     4     1   184   100  106.955
  28 Washington                                  5     5     0   232   206  106.786
  29 Oregon                                      4     4     2   133   102  106.756
  30 Clemson                                     7     2     2   167   101  106.367
  31 Northwestern                                4     4     1   107   112  106.254
  32 Colorado                                    8     2     1   294   143  106.033
  33 Purdue                                      3     4     2   139   122  105.961
  34 Arizona State                               9     1     0   306    83  105.866
  35 Illinois                                    2     5     2   124   154  105.842
  36 Stanford                                    4     6     0   218   213  105.680
  37 Navy                                        6     1     2   207    76  105.610
  38 Army                                        5     3     1   223   153  105.522
  39 Rice                                        4     6     0   160   169  105.462
  40 California                                  3     7     0   135   181  105.085
  41 Vanderbilt                                  5     5     0   147   113  104.935
  42 Southern Methodist                          4     6     0   125   202  104.907
  43 South Carolina                              7     3     0   126    67  104.738
  44 Northern Iowa                               1     0     0    20     0  104.571
  45 Louisiana State                             3     7     0   104   197  104.555
  46 Texas-El Paso                               9     2     0   305    78  104.435
  47 Wisconsin                                   1     5     3    93   129  104.003
  48 Mississippi State                           4     6     0   148   152  103.987
  49 West Virginia                               6     4     0   130   106  103.574
  50 Virginia Tech                               7     2     1   264    98  103.200
  51 Georgia                                     3     6     1    66   162  102.786
  52 Alabama                                     2     7     1    85   208  101.870
  53 George Washington                           8     1     1   171    81  101.811
  54 Xavier                                      3     1     0    87    74  101.706
  55 Texas                                       1     9     0   101   272  101.514
  56 Missouri                                    4     5     1   200   183  101.424
  57 Notre Dame                                  2     8     0   130   289  101.412
  58 Yale                                        8     1     0   246    97  101.394
  59 North Texas                                 7     2     1   188   131  101.390
  60 Florida State                               5     4     1   178   116  101.359
  61 Wyoming                                    10     0     0   252   112  101.336
  62 West Texas A&M                              8     2     0   296    96  101.336
  63 Washington State                            3     6     1   163   247  101.224
  64 Indiana                                     3     6     0   129   263  101.183
  65 Hawaii                                      1     1     0    20    34  100.744
  66 Maryland                                    2     7     1    68   168  100.524
  67 Miami (Ohio)                                2     1     0    54    34  100.450
  68 Tulsa                                       7     2     1   169    76  100.309
  69 Pacific                                     6     3     1   241   148   99.738
  70 Delaware                                    1     0     0    22     0   99.528
  71 Idaho                                       4     5     0   198   215   99.510
  72 Kansas                                      3     6     1   163   215   99.372
  73 Oklahoma State                              3     5     2   131   166   98.996
  74 Southern Mississippi                        1     2     1    68    59   98.966
  75 Tufts                                       1     0     0    19    13   98.876
  76 Texas Tech                                  2     7     1   117   216   98.755
  77 North Carolina State                        3     7     0    94   169   98.627
  78 Nebraska                                    4     6     0   125   206   98.522
  79 North Carolina                              2     7     1    99   183   98.358
  80 Wake Forest                                 2     5     3    91   102   98.304
  81 Princeton                                   7     2     0   237   135   98.222
  82 Hardin-Simmons                              4     6     0   173   217   98.074
  83 Holy Cross                                  5     3     1   142   123   98.008
  84 Wofford                                     3     1     0    81    65   97.580
  85 Utah                                        5     5     0   227   177   97.409
  86 Virginia                                    3     7     0    92   167   97.295
  87 Villanova                                   5     4     0   152    92   97.095
  88 Trinity (Texas)                             0     2     1    13    79   97.075
