Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Alabama                                    14     1     0   526   227  131.730
   2 Clemson                                    14     1     0   577   325  128.881
   3 Ohio State                                 12     1     0   464   196  128.571
   4 Oklahoma                                   11     2     0   566   286  127.966
   5 Stanford                                   12     2     0   529   316  127.024
   6 Michigan St                                12     2     0   417   304  126.993
   7 Mississippi                                10     3     0   531   294  126.934
   8 Michigan                                   10     3     0   408   213  126.417
   9 TCU                                        11     2     0   547   354  126.233
  10 LSU                                         9     3     0   394   291  126.065
  11 Iowa                                       12     2     0   433   285  126.058
  12 Notre Dame                                 10     3     0   445   313  125.704
  13 Houston                                    13     1     0   566   290  125.223
  14 Tennessee                                   9     4     0   457   260  125.213
  15 Baylor                                     10     3     0   625   368  124.947
  16 Oklahoma St                                10     3     0   514   396  124.818
  17 Florida                                    10     4     0   325   256  124.706
  18 Northwestern                               10     3     0   254   242  124.650
  19 Wisconsin                                  10     3     0   348   178  124.535
  20 Arkansas                                    8     5     0   467   356  124.454
  21 Florida St                                 10     3     0   412   227  124.450
  22 Mississippi St                              9     4     0   447   302  124.224
  23 Georgia                                    10     3     0   342   220  124.015
  24 Navy                                       11     2     0   478   284  123.908
  25 North Carolina                             11     3     0   570   343  123.845
  26 Utah                                       10     3     0   398   290  123.836
  27 Oregon                                      9     4     0   559   488  123.598
  28 Southern Cal                                8     6     0   475   360  123.212
  29 West Virginia                               8     5     0   442   320  123.055
  30 Texas A&M                                   8     5     0   361   286  122.776
  31 Toledo                                     10     2     0   420   249  122.634
  32 Auburn                                      7     6     0   357   338  122.626
  33 California                                  8     5     0   493   399  122.357
  34 Memphis                                     9     4     0   522   355  122.040
  35 Texas Tech                                  7     6     0   586   567  122.028
  36 UCLA                                        8     5     0   419   338  121.984
  37 Pittsburgh                                  8     5     0   367   339  121.860
  38 Washington St                               9     4     0   409   360  121.773
  39 Western Kentucky                           12     2     0   620   363  121.757
  40 Louisville                                  8     5     0   373   313  121.753
  41 Temple                                     10     4     0   417   281  121.622
  42 Penn State                                  7     6     0   301   284  121.501
  43 Washington                                  7     6     0   398   244  121.381
  44 Miami FL                                    8     5     0   361   366  121.178
  45 Brigham Young                               9     4     0   438   297  120.937
  46 Bowling Green                              10     4     0   591   405  120.886
  47 Nebraska                                    6     7     0   427   362  120.721
  48 Texas                                       5     7     0   317   364  120.361
  49 Appalachian St                             11     2     0   477   248  120.215
  50 Kansas St                                   6     7     0   389   409  120.176
  51 South Florida                               8     5     0   437   298  120.160
  52 Arizona St                                  6     7     0   450   435  120.146
  53 Minnesota                                   6     7     0   292   327  120.137
  54 San Diego St                               11     3     0   450   230  119.819
  55 North Dakota St                            13     2     0   524   230  119.542
  56 Virginia Tech                               7     6     0   403   342  119.498
  57 North Carolina St                           7     6     0   432   336  119.421
  58 Duke                                        8     5     0   410   330  119.352
  59 Western Michigan                            8     5     0   468   368  119.253
  60 Illinois                                    5     7     0   272   279  119.217
  61 Georgia Southern                            9     4     0   474   306  119.004
  62 Arizona                                     7     6     0   486   465  118.996
  63 Indiana                                     6     7     0   475   489  118.993
  64 Iowa St                                     3     9     0   300   392  118.888
  65 NW Missouri St                             15     0     0   621   185  118.827
  66 Boise St                                    9     4     0   508   263  118.685
  67 Cincinnati                                  7     6     0   440   405  118.423
  68 Jacksonville St                            13     2     0   584   299  118.316
  69 Missouri                                    5     7     0   163   194  118.302
