Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Kentucky                                   11     1     0   393    69  118.909
   2 Tennessee                                  11     1     0   335    71  118.733
   3 Princeton                                   9     0     0   349    94  117.282
   4 Wyoming                                    10     0     0   363    59  117.015
   5 Army                                        8     1     0   267    40  116.919
   6 Appalachian State                           1     0     0    20     0  116.750
   7 Oklahoma                                   10     1     0   352   148  116.423
   8 Illinois                                    7     2     0   137    56  116.325
   9 Texas                                       9     2     0   252   148  116.273
  10 California                                  9     1     1   224    90  115.431
  11 Eastern Kentucky                            2     0     0    68     7  115.135
  12 Michigan                                    6     3     1   150   114  114.876
  13 Michigan State                              8     1     0   243   107  114.428
  14 Ohio State                                  6     3     0   286   111  114.269
  15 Morehead State                              2     0     0    82    13  114.203
  16 Alabama                                     9     2     0   328   107  114.065
  17 Pennsylvania                                6     3     0   223    95  113.820
  18 Clemson                                     9     0     1   344    76  113.776
  19 Wisconsin                                   6     3     0   137    97  113.684
  20 Washington                                  8     2     0   265   134  113.500
  21 John Carroll                                4     0     0   149    25  112.908
  22 Baylor                                      7     3     0   183   128  112.906
  23 Cornell                                     7     2     0   170    85  112.681
  24 Northwestern                                6     3     0   155   143  112.127
  25 UCLA                                        6     3     0   196    96  111.994
  26 Tulane                                      6     2     1   260    97  111.976
  27 Southern Methodist                          6     4     0   251   146  111.973
  28 Texas A&M                                   7     4     0   344   206  111.683
  29 Miami (Florida)                             9     1     1   251    97  111.289
  30 Lehigh                                      2     0     0    37    32  110.856
  31 Hampden-Sydney                              1     0     0    38    26  110.810
  32 Elon                                        1     0     0    26    16  110.575
  33 Maryland                                    7     2     1   274   120  110.234
  34 Virginia                                    8     2     0   260   151  110.183
  35 Stanford                                    5     3     2   188   124  110.054
  36 Wake Forest                                 6     1     2   168    54  109.819
  37 Tulsa                                       9     1     1   339   124  109.613
  38 Loyola Marymount                            9     1     0   324   137  109.380
  39 Rice                                        6     4     0   168   196  109.322
  40 Duke                                        7     3     0   202   108  109.134
  41 Texas Christian                             5     5     0   157   161  108.932
  42 Mississippi State                           4     5     0   169   137  108.822
  43 Miami (Ohio)                                9     1     0   356   100  108.792
  44 Louisiana State                             4     5     2   165   151  108.729
  45 Mississippi                                 5     5     0   207   183  108.726
  46 Nebraska                                    6     2     1   267   217  108.604
  47 San Francisco                               7     4     0   291   181  108.446
  48 Indiana                                     3     5     1    99   155  108.394
  49 Vanderbilt                                  7     4     0   252   216  108.381
  50 West Texas A&M                             10     1     0   386   190  108.119
  51 Navy                                        3     6     0   122   176  108.073
  52 Georgia                                     6     3     3   178   105  107.908
  53 Colgate                                     5     3     0   184   193  107.827
  54 Notre Dame                                  4     4     1   139   140  107.737
  55 Washington & Lee                            8     3     0   325   140  107.667
  56 Xavier                                      3     1     0    98    67  107.645
  57 Charleston                                  1     0     0     7     0  107.599
  58 Iowa                                        3     5     1   121   201  107.356
  59 Dartmouth                                   3     5     1   123   157  107.136
  60 Yale                                        6     3     0   142   120  106.832
  61 Fordham                                     8     1     0   174   123  106.830
  62 Cincinnati                                  8     4     0   258   169  106.664
  63 North Carolina                              3     5     2   101   122  106.577
  64 Georgia Tech                                5     6     0   182   193  106.342
  65 Purdue                                      2     7     0   143   200  106.310
  66 Marquette                                   5     3     1   204   146  106.243
  67 Missouri                                    4     5     1   166   215  105.996
  68 Kansas                                      6     4     0   284   188  105.666
