Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 AUBURN                                     11     1     0   311   186  113.150
   2 NEBRASKA                                   12     1     0   654   217  112.213
   3 MIAMI (FLORIDA)                            11     1     0   313   136  112.118
   4 TEXAS                                      11     1     0   289   114  111.272
   5 GEORGIA                                    10     1     1   274   158  111.231
   6 FLORIDA                                     9     2     1   304   156  111.162
   7 MICHIGAN                                    9     3     0   355   160  108.463
   8 ILLINOIS                                   10     2     0   347   213  108.430
   9 IOWA                                        9     3     0   380   189  108.100
  10 BRIGHAM YOUNG                              11     1     0   505   247  108.041
  11 CLEMSON                                     9     1     1   338   200  107.809
  12 OHIO STATE                                  9     3     0   410   206  107.796
  13 WEST VIRGINIA                               9     3     0   322   189  107.773
  14 ALABAMA                                     8     4     0   366   229  107.491
  15 PITTSBURGH                                  8     3     1   288   165  107.276
  16 TENNESSEE                                   9     3     0   282   165  107.144
  17 MARYLAND                                    8     4     0   316   253  106.694
  18 EAST CAROLINA                               8     3     0   271   179  106.606
  19 FURMAN                                      1     0     0    17    14  106.471
  20 FLORIDA STATE                               7     5     0   381   312  106.404
  21 PENN STATE                                  8     4     1   320   312  106.158
  22 BOSTON COLLEGE                              9     3     0   351   190  106.050
  23 TENNESSEE-CHATTANOOGA                       1     0     0    38    14  106.032
  24 WISCONSIN                                   7     4     0   359   242  105.864
  25 SOUTHERN METHODIST                         10     2     0   274   137  105.858
  26 MISSOURI                                    7     5     0   292   202  105.666
  27 UCLA                                        7     4     1   309   265  105.489
  28 OKLAHOMA                                    8     4     0   312   222  105.315
  29 OKLAHOMA STATE                              8     4     0   271   162  105.175
  30 EASTERN WASHINGTON                          1     0     0    20    17  104.911
  31 NOTRE DAME                                  7     5     0   316   177  104.710
  32 KENTUCKY                                    6     5     1   228   237  104.684
  33 IDAHO STATE                                 2     0     0    55    20  104.651
  34 VIRGINIA TECH                               9     2     0   301    91  104.505
  35 AIR FORCE                                  10     2     0   367   221  104.216
  36 SOUTHERN MISSISSIPPI                        7     4     0   235   128  104.191
  37 NORTHERN ILLINOIS                          10     2     0   314   203  104.028
  38 WASHINGTON                                  8     4     0   285   178  103.716
  39 NORTH CAROLINA                              8     4     0   337   216  103.686
  40 ABILENE CHRISTIAN                           1     0     0    28     3  103.408
  41 MEMPHIS                                     6     4     1   274   205  103.273
  42 SYRACUSE                                    6     5     0   178   200  103.225
  43 NORTH TEXAS                                 3     2     0   118    60  103.022
  44 BAYLOR                                      7     4     1   339   266  102.683
  45 ARIZONA                                     7     3     1   343   188  102.630
  46 WASHINGTON STATE                            7     4     0   237   211  102.584
  47 MISSISSIPPI                                 6     6     0   179   264  102.255
  48 CENTRAL MICHIGAN                            8     3     0   257   138  102.248
  49 LOUISIANA STATE                             4     7     0   251   253  102.161
  50 TOLEDO                                      9     2     0   278   157  101.683
  51 ARIZONA STATE                               6     4     1   320   200  101.653
  52 BOWLING GREEN STATE                         8     3     0   277   242  101.524
  53 SOUTH CAROLINA                              5     6     0   231   237  101.395
  54 MISSISSIPPI STATE                           3     8     0   196   279  101.337
  55 IDAHO                                       1     0     0    31    19  101.030
  56 SOUTHERN ILLINOIS                          13     1     0   443   178  101.026
  57 TEMPLE                                      4     7     0   170   241  101.015
  58 ARKANSAS                                    6     5     0   204   172  100.952
  59 MICHIGAN STATE                              4     6     1   162   233  100.814
  60 TEXAS A&M                                   5     5     1   218   174  100.524
  61 PURDUE                                      3     7     1   251   366  100.440
  62 CINCINNATI                                  4     6     1   208   234  100.401
  63 TULANE                                      4     7     0   192   241  100.390
  64 GEORGIA TECH                                3     8     0   222   313  100.292
  65 KANSAS                                      4     6     1   296   320  100.166
  66 SOUTHERN CALIFORNIA                         4     6     1   210   238  100.117
  67 VANDERBILT                                  2     9     0   183   274  100.028
  68 TULSA                                       8     3     0   297   185   99.989
  69 WYOMING                                     7     5     0   331   327   99.900
  70 AKRON                                       2     0     0    26     6   99.811
  71 MISSOURI SOUTHERN                           1     0     0    29    21   99.797
  72 VIRGINIA                                    6     5     0   252   280   99.493
  73 NEW MEXICO                                  6     6     0   239   233   99.403
  74 COLORADO                                    4     7     0   252   342   99.318
  75 NEVADA-LAS VEGAS                            7     4     0   255   192   99.220
  76 CALIFORNIA                                  5     5     1   242   227   99.016
  77 IOWA STATE                                  4     7     0   248   385   98.926
  78 LONG BEACH STATE                            8     4     0   261   188   98.840
  79 INDIANA STATE                               9     4     0   291   209   98.819
  80 DUKE                                        3     8     0   246   350   98.735
  81 UTAH                                        5     6     0   296   289   98.716
  82 BROWN                                       0     1     0    21    38   98.704
  83 FULLERTON STATE                             7     5     0   199   251   98.681
