Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Notre Dame                                  9     0     1   317   139  115.720
   2 Maryland                                   10     1     0   298    38  114.716
   3 Michigan State                              9     1     0   240   110  114.481
   4 Quantico Marines                            1     0     0    17     0  113.842
   5 Oklahoma                                    9     1     1   293    90  113.781
   6 UCLA                                        8     2     0   224    76  112.292
   7 Illinois                                    7     1     1   228   133  112.262
   8 Rice                                        9     2     0   295   105  111.706
   9 Texas Tech                                 11     1     0   463   167  111.669
  10 Wisconsin                                   6     2     1   179   110  111.580
  11 Iowa                                        5     3     1   187    91  110.544
  12 Texas                                       7     3     0   190   125  110.004
  13 Ohio State                                  6     3     0   182   164  109.752
  14 Mississippi                                 7     2     1   236   113  109.742
  15 Michigan                                    6     3     0   163   101  109.588
  16 Georgia Tech                                9     2     1   288   111  109.267
  17 Kentucky                                    7     2     1   201   116  109.158
  18 Mississippi State                           5     2     3   196   119  108.680
  19 Baylor                                      7     3     0   219   166  108.462
  20 Minnesota                                   4     4     1   150   160  107.817
  21 Southern California                         6     3     1   199   161  107.695
  22 Southern Methodist                          5     5     0   128   129  107.554
  23 Auburn                                      7     3     1   270   173  107.403
  24 Alabama                                     6     3     3   178   152  107.304
  25 Stanford                                    6     3     1   246   148  107.062
  26 Duke                                        7     2     1   217    81  106.704
  27 Louisiana State                             5     3     3   194   159  106.418
  28 Oklahoma State                              7     3     0   178   149  106.074
  29 Marquette                                   6     3     1   196   108  105.906
  30 Southern Mississippi                        2     1     0    53    56  105.889
  31 Texas A&M                                   4     5     1   128   186  105.825
  32 Trinity (Texas)                             3     0     0    55    33  105.649
  33 Army                                        7     1     1   210    81  105.587
  34 Missouri                                    6     4     0   130   116  105.486
  35 California                                  4     4     2   220   170  105.271
  36 Tennessee                                   6     4     1   240   153  104.995
  37 Houston                                     4     4     1   189   185  104.937
  38 Purdue                                      2     7     0    89   167  104.754
  39 Penn State                                  6     3     0   207   148  104.300
  40 Arkansas                                    3     7     0   116   161  104.001
  41 Texas-El Paso                               8     2     0   257   144  103.885
  42 West Virginia                               8     2     0   309   154  103.714
  43 Cincinnati                                  3     1     0   145    45  103.445
  44 Texas Christian                             3     7     0   116   150  103.427
  45 Northwestern                                3     6     0   166   205  102.984
  46 Florida                                     3     5     2   200   113  102.875
  47 Colorado                                    6     4     0   201   194  102.739
  48 Kansas State                                6     3     1   198   116  102.713
  49 Pennsylvania                                3     5     1    96   152  102.673
  50 Indiana                                     2     7     0   119   227  102.651
  51 Washington                                  3     6     1   154   217  102.586
  52 South Carolina                              7     3     0   198    97  102.329
  53 Utah                                        8     2     0   264   150  102.320
  54 Syracuse                                    5     3     1   197    99  101.784
  55 Navy                                        4     3     2   186    99  101.643
  56 Oregon                                      4     5     1    91    85  101.563
  57 Detroit Mercy                               6     4     0   231   124  101.417
  58 Pittsburgh                                  3     5     1   143   138  101.228
  59 Washington State                            4     6     0   146   256  101.005
  60 Hardin-Simmons                              6     5     0   199   211  100.792
