Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 CLEMSON                                    15     0     0   664   197  134.423
   2 ALABAMA                                    14     1     0   684   271  132.182
   3 NOTRE DAME                                 12     1     0   408   237  128.610
   4 GEORGIA                                    11     3     0   530   269  128.078
   5 OHIO STATE                                 13     1     0   593   357  127.156
   6 LSU                                        10     3     0   421   283  126.765
   7 OKLAHOMA                                   12     2     0   677   466  126.683
   8 FLORIDA                                    10     3     0   455   260  126.383
   9 MICHIGAN                                   10     3     0   457   252  126.338
  10 TEXAS A&M                                   9     4     0   468   329  126.103
  11 KENTUCKY                                   10     3     0   346   219  125.782
  12 CENTRAL FLORIDA                            12     1     0   562   295  124.815
  13 SYRACUSE                                   10     3     0   523   351  124.546
  14 WASHINGTON ST                              11     2     0   488   303  124.522
  15 MISSISSIPPI ST                              8     5     0   371   171  124.450
  16 PENN STATE                                  9     4     0   439   267  124.407
  17 NORTH DAKOTA ST                            15     0     0   622   189  124.277
  18 WASHINGTON                                 10     4     0   369   229  124.213
  19 TEXAS                                      10     4     0   435   362  124.138
  20 AUBURN                                      8     5     0   402   249  123.898
  21 MISSOURI                                    8     5     0   476   331  123.866
  22 IOWA                                        9     4     0   405   231  123.643
  23 WEST VIRGINIA                               8     4     0   483   326  123.620
  24 FRESNO ST                                  12     2     0   485   198  123.517
  25 STANFORD                                    9     4     0   369   298  123.347
  26 NORTHWESTERN                                9     5     0   339   325  122.882
  27 APPALACHIAN ST                             11     2     0   485   201  122.613
  28 UTAH                                        9     5     0   393   272  122.588
  29 SOUTH CAROLINA                              7     6     0   391   354  122.557
  30 NORTH CAROLINA ST                           9     4     0   440   324  122.406
  31 ARMY                                       11     2     0   426   230  122.374
  32 CINCINNATI                                 11     2     0   454   224  122.131
  33 PRINCETON                                  10     0     0   470   130  122.131
  34 BOISE ST                                   10     3     0   460   287  122.071
  35 IOWA ST                                     8     5     0   348   298  121.966
  36 DUKE                                        8     5     0   382   356  121.541
  37 UTAH ST                                    11     2     0   618   289  121.496
  38 PITTSBURGH                                  7     7     0   359   389  121.445
  39 OREGON                                      9     4     0   453   330  121.378
  40 WISCONSIN                                   8     5     0   386   294  121.246
  41 MICHIGAN ST                                 7     6     0   243   223  121.000
