Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 ALABAMA                                    13     1     0   519   167  121.058
   2 OHIO STATE                                 12     2     0   576   266  120.560
   3 GEORGIA                                    13     2     0   531   246  120.495
   4 WISCONSIN                                  13     1     0   473   195  120.466
   5 CLEMSON                                    12     2     0   466   190  120.201
   6 PENN STATE                                 11     2     0   534   214  120.069
   7 OKLAHOMA                                   12     2     0   632   379  119.270
   8 CENTRAL FLORIDA                            13     0     0   627   329  119.246
   9 NOTRE DAME                                 10     3     0   445   279  118.663
  10 AUBURN                                     10     4     0   474   259  118.216
  11 MICHIGAN ST                                10     3     0   319   260  118.158
  12 MIAMI FL                                   10     3     0   378   273  117.601
  13 TCU                                        11     3     0   470   266  117.499
  14 NORTHWESTERN                               10     3     0   380   261  117.375
  15 WASHINGTON                                 10     3     0   471   209  116.996
  16 SOUTHERN CAL                               11     3     0   456   366  116.968
  17 IOWA                                        8     5     0   367   259  116.876
  18 OKLAHOMA ST                                10     3     0   585   382  116.589
  19 VIRGINIA TECH                               9     4     0   366   192  116.436
  20 NORTH CAROLINA ST                           9     4     0   419   328  116.355
  21 MICHIGAN                                    8     5     0   328   245  116.255
  22 MISSISSIPPI ST                              9     4     0   416   272  116.080
  23 STANFORD                                    9     5     0   453   318  115.970
  24 LSU                                         9     4     0   354   246  115.784
  25 SOUTH CAROLINA                              9     4     0   315   269  115.602
  26 IOWA ST                                     8     5     0   380   272  115.343
  27 WAKE FOREST                                 8     5     0   459   368  115.342
  28 MEMPHIS                                    10     3     0   592   422  115.320
  29 WASHINGTON ST                               9     4     0   394   335  115.304
  30 NORTH DAKOTA ST                            14     1     0   581   174  115.122
  31 LOUISVILLE                                  8     5     0   495   356  115.108
  32 BOSTON COLLEGE                              7     6     0   334   297  115.083
  33 JAMES MADISON                              14     1     0   516   167  115.031
  34 SOUTH FLORIDA                              10     2     0   459   282  115.024
  35 BOISE ST                                   11     3     0   455   320  114.588
  36 FLORIDA ST                                  7     6     0   362   276  114.520
  37 PURDUE                                      7     6     0   328   267  114.494
  38 TEXAS                                       7     6     0   383   276  114.316
  39 KANSAS ST                                   8     5     0   420   327  114.033
  40 GEORGIA TECH                                5     6     0   309   292  114.015
  41 FLORIDA ATLANTIC                           11     3     0   568   318  114.003
  42 ARMY                                       10     3     0   399   286  113.878
  43 FRESNO ST                                  10     4     0   380   251  113.658
  44 DUKE                                        7     6     0   345   263  113.620
  45 TEXAS A&M                                   7     6     0   425   399  113.600
  46 SAN DIEGO ST                               10     3     0   400   263  113.597
  47 ARIZONA ST                                  7     6     0   414   427  113.547
  48 NAVY                                        7     6     0   396   342  113.401
  49 WEST VIRGINIA                               7     6     0   449   409  113.392
  50 OREGON                                      7     6     0   468   377  113.334
  51 INDIANA                                     5     7     0   322   304  113.226
  52 UTAH                                        7     6     0   384   301  113.135
  53 TEXAS TECH                                  6     7     0   446   419  113.112
  54 MARYLAND                                    4     8     0   289   445  113.023
  55 KENTUCKY                                    7     6     0   332   367  113.000
  56 TOLEDO                                     11     3     0   509   367  112.920
  57 UCLA                                        6     7     0   422   476  112.882
  58 HOUSTON                                     7     5     0   339   286  112.880
  59 MISSOURI                                    7     6     0   488   414  112.834
  60 PITTSBURGH                                  5     7     0   287   319  112.709
  61 TROY                                       11     2     0   410   240  112.552
  62 ARIZONA                                     7     6     0   537   447  112.528
  63 MINNESOTA                                   5     7     0   265   274  112.414
  64 SOUTH DAKOTA ST                            11     3     0   521   335  112.260
  65 VIRGINIA                                    6     7     0   293   369  112.253
  66 MISSISSIPPI                                 6     6     0   394   415  112.234
  67 NEBRASKA                                    4     8     0   309   437  112.203
  68 CALIFORNIA                                  5     7     0   333   341  112.176
  69 SYRACUSE                                    4     8     0   329   386  112.131
  70 FLORIDA                                     4     7     0   243   300  112.107
  71 TEMPLE                                      7     6     0   326   335  112.007
  72 SMU                                         7     6     0   492   477  111.776
  73 WEBER ST                                   11     3     0   472   246  111.641
  74 OHIO U.                                     9     4     0   508   315  111.393
  75 NORTHERN ILLINOIS                           8     5     0   376   286  111.387
  76 VANDERBILT                                  5     7     0   295   376  111.293
  77 NORTH TEXAS                                 9     5     0   497   490  111.282
  78 APPALACHIAN ST                              9     4     0   435   263  111.031
  79 TULANE                                      5     7     0   330   350  110.952
  80 MARSHALL                                    8     5     0   347   259  110.885
  81 ARKANSAS                                    4     8     0   345   434  110.854
  82 RUTGERS                                     4     8     0   216   340  110.803
  83 WYOMING                                     8     5     0   305   228  110.690
  84 SOUTHERN UTAH                               9     3     0   403   336  110.526
  85 NORTHERN IOWA                               8     5     0   382   307  110.520
  86 COLORADO                                    5     7     0   317   338  110.475
  87 NORTH CAROLINA                              3     9     0   312   375  110.458
  88 WESTERN ILLINOIS                            8     4     0   410   266  110.325
  89 CENTRAL MICHIGAN                            8     5     0   370   358  110.295
  90 TENNESSEE                                   4     8     0   238   349  110.283
  91 STONY BROOK                                10     3     0   380   268  110.004
  92 FLORIDA INT'L                               8     5     0   333   370  109.905
  93 LOUISIANA TECH                              7     6     0   396   330  109.818
  94 WESTERN MICHIGAN                            6     6     0   407   348  109.801
  95 AKRON                                       7     7     0   310   392  109.760
  96 SOUTH DAKOTA                                8     5     0   496   344  109.683
  97 SOUTHERN MISS                               8     5     0   379   318  109.653
  98 BUFFALO                                     6     6     0   342   298  109.567
  99 KENNESAW ST                                12     2     0   421   217  109.557
 100 YALE                                        9     1     0   345   156  109.547
 101 SAM HOUSTON ST                             12     2     0   606   437  109.473
 102 FORT HAYS ST                               11     1     0   388   183  109.417
 103 CINCINNATI                                  4     8     0   251   382  109.386
 104 COLORADO ST                                 7     6     0   434   361  109.375
 105 CENTRAL ARKANSAS                           10     2     0   429   210  109.298
 106 MIDDLE TENNESSEE ST                         7     6     0   332   321  109.298
 107 EAST CAROLINA                               3     9     0   299   540  109.285
 108 EASTERN MICHIGAN                            5     7     0   313   280  109.146
 109 EASTERN WASHINGTON                          7     4     0   379   367  109.134
 110 JACKSONVILLE ST                            10     2     0   346   180  109.128
 111 WOFFORD                                    10     3     0   334   291  109.070
 112 AIR FORCE                                   5     7     0   377   389  109.062
 113 DELAWARE                                    7     4     0   233   185  109.027
 114 MOUNT UNION                                15     0     0   758   193  108.995
 115 ELON                                        8     4     0   256   298  108.972
 116 SAMFORD                                     8     4     0   336   267  108.924
 117 UTAH ST                                     6     7     0   392   350  108.909
 118 YOUNGSTOWN ST                               6     5     0   327   210  108.840
 119 ARKANSAS ST                                 7     5     0   454   309  108.794
 120 TAMU-COMMERCE                              14     1     0   557   251  108.779
 121 NORTH CAROLINA A&T                         12     0     0   421   149  108.583
 122 RICHMOND                                    6     5     0   340   272  108.573
 123 ILLINOIS                                    2    10     0   185   378  108.534
 124 MIAMI OH                                    5     7     0   293   289  108.513
 125 CONNECTICUT                                 3     9     0   283   455  108.498
 126 ASHLAND                                    11     2     0   434   213  108.359
 127 FURMAN                                      8     5     0   424   311  108.323
 128 NEW HAMPSHIRE                               9     5     0   309   301  108.292
 129 ALABAMA-BIRMINGHAM                          8     5     0   361   333  108.286
 130 FERRIS ST                                  11     2     0   410   198  108.247
 131 NEW MEXICO ST                               7     6     0   381   386  108.199
 132 ILLINOIS ST                                 6     5     0   287   213  108.190
 133 TEXAS-SAN ANTONIO                           6     5     0   259   187  108.037
 134 TULSA                                       2    10     0   352   450  107.908
 135 NW MISSOURI ST                              9     3     0   302   112  107.740
 136 HARDING                                    11     4     0   483   305  107.665
 137 GEORGIA ST                                  7     5     0   244   297  107.655
 138 INDIANA PA                                 13     1     0   497   220  107.651
 139 OLD DOMINION                                5     7     0   248   380  107.601
