Rank                                           Won  Lost  Tied    PF    PA   Rating
  86 EAST CAROLINA                               8     5     0   416   355  114.576
  87 BUFFALO                                     9     4     0   375   343  114.501
  88 NIU                                         8     5     0   319   241  114.423
  89 TOLEDO                                      8     5     0   368   302  114.388
  90 APP STATE                                   5     6     0   293   362  114.345
  91 ARKANSAS ST.                                8     5     0   336   418  114.331
  92 WAKE FOREST                                 4     8     0   308   390  114.158
  93 MISSISSIPPI ST.                             2    10     0   310   409  114.106
  94 BOWLING GREEN                               7     6     0   352   281  113.950
  95 JACKSONVILLE ST.                            9     5     0   504   366  113.764
  96 SOUTH FLA.                                  7     6     0   418   387  113.727
  97 STANFORD                                    3     9     0   274   404  113.705
  98 COLORADO ST.                                8     5     0   317   335  113.686
  99 UTSA                                        7     6     0   431   391  113.663
 100 NORTH TEXAS                                 6     7     0   436   444  113.307
 101 SAN JOSE ST.                                7     6     0   369   358  113.248
 102 WESTERN KY.                                 8     6     0   349   345  113.032
 103 ULM                                         5     7     0   252   345  113.029
 104 COASTAL CAROLINA                            6     7     0   373   411  113.027
 105 FLORIDA ST.                                 2    10     0   185   336  112.996
 106 FRESNO ST.                                  6     7     0   339   323  112.860
 107 UC DAVIS                                   11     3     0   486   323  112.838
 108 CHARLOTTE                                   5     7     0   284   421  112.436
 109 IDAHO                                      10     4     0   390   350  112.282
 110 RICE                                        4     8     0   266   305  112.272
 111 OREGON ST.                                  5     7     0   291   359  112.224
 112 NORTH CENTRAL (IL)                         15     0     0   788   177  111.906
 113 LIBERTY                                     8     4     0   345   282  111.858
 114 GEORGIA ST.                                 3     9     0   286   406  111.691
 115 TROY                                        4     8     0   312   341  111.631
 116 WESTERN MICH.                               6     7     0   376   407  111.579
 117 FERRIS ST.                                 14     1     0   675   197  111.547
 118 BETHEL (TN)                                 1     0     0    20    10  111.528
 119 AIR FORCE                                   5     7     0   227   279  111.184
 120 NEW MEXICO                                  5     7     0   402   456  111.130
 121 MERCER                                     11     3     0   428   282  110.991
 122 UTAH ST.                                    4     8     0   383   453  110.965
 123 HAWAII                                      5     7     0   268   312  110.862
 124 UIW                                        11     3     0   471   332  110.853
 125 UAB                                         3     9     0   314   411  110.651
 126 NEVADA                                      3    10     0   300   374  110.519
 127 MISSOURI ST.                                8     4     0   418   362  110.380
 128 AKRON                                       4     8     0   245   384  110.353
 129 WYOMING                                     3     9     0   232   340  110.227
 130 PURDUE                                      1    11     0   189   479  110.220
 131 ILLINOIS ST.                               11     4     0   408   376  110.166
 132 EASTERN MICH.                               5     7     0   311   335  110.067
 133 TEMPLE                                      3     9     0   235   425  109.977
 134 TARLETON ST.                               10     4     0   430   345  109.890
 135 MONTANA                                     9     5     0   467   362  109.656
 136 BALL ST.                                    3     9     0   304   481  109.499
 137 VILLANOVA                                  10     4     0   323   261  109.499
 138 ABILENE CHRISTIAN                           9     5     0   473   429  109.496
 139 RHODE ISLAND                               11     3     0   340   307  109.409
 140 DELAWARE                                    9     2     0   384   231  109.391
 141 CENTRAL MICH.                               4     8     0   271   356  109.298
 142 UT MARTIN                                   9     5     0   439   339  109.159
 143 HARDING                                    12     2     0   674   165  108.976
 144 HARVARD                                     8     2     0   326   216  108.922
 145 LOUISIANA TECH                              5     8     0   272   273  108.870
 146 RICHMOND                                   10     3     0   353   230  108.737
 147 FLA. ATLANTIC                               3     9     0   311   363  108.621
 148 SAN DIEGO ST.                               3     9     0   256   355  108.219
 149 MOUNT UNION                                14     1     0   628   263  108.108
 150 SOUTHERN UTAH                               7     5     0   349   347  108.007
 151 NORTHERN ARIZ.                              8     5     0   368   244  107.985
 152 NEW HAMPSHIRE                               8     5     0   294   292  107.965
 153 FIU                                         4     8     0   316   309  107.847
 154 JACKSON ST.                                12     2     0   510   240  107.827
 155 VALDOSTA ST.                               13     1     0   562   192  107.767
 156 EASTERN KY.                                 8     5     0   291   308  107.762
 157 DARTMOUTH                                   8     2     0   300   239  107.718
 158 CHATTANOOGA                                 7     5     0   300   266  107.656
 159 TOWSON                                      7     5     0   310   299  107.640
 160 STONY BROOK                                 8     4     0   356   297  107.613
 161 YALE                                        7     3     0   338   281  107.590
 162 SOUTHEASTERN LA.                            7     5     0   274   304  107.417
 163 ETSU                                        7     5     0   331   250  107.286
 164 SOUTHEAST MO. ST.                           9     5     0   424   335  107.227
 165 LEHIGH                                      9     4     0   371   281  107.206
 166 KUTZTOWN                                   11     1     0   360   122  107.194
 167 MASSACHUSETTS                               2    10     0   270   426  107.170
 168 GRAND VALLEY ST.                           11     2     0   384   208  107.149
 169 NORTH DAKOTA                                5     7     0   370   371  107.109
 170 TULSA                                       3     9     0   300   510  106.977
 171 SALISBURY                                  12     1     0   603   299  106.973
 172 JOHNS HOPKINS                              12     2     0   330   191  106.877
 173 TENNESSEE TECH                              7     5     0   288   263  106.873
 174 WESTERN CARO.                               7     5     0   397   350  106.869
 175 SOUTH CAROLINA ST.                          9     3     0   397   258  106.756
 176 TENNESSEE ST.                               9     4     0   348   315  106.657
 177 NEW MEXICO ST.                              3     9     0   259   435  106.640
 178 SOUTHERN MISS.                              1    11     0   183   453  106.591
 179 UTEP                                        3     9     0   234   388  106.529
 180 SFA                                         7     5     0   427   214  106.456
 181 MONMOUTH                                    6     6     0   468   402  106.432
 182 MIDDLE TENN.                                3     9     0   217   411  106.392
 183 COLUMBIA                                    7     3     0   207   161  106.389
 184 N.C. CENTRAL                                8     3     0   391   202  106.182
 185 SOUTHERN ILL.                               4     8     0   269   367  106.110
 186 EASTERN WASH.                               4     8     0   430   434  106.027
 187 CENTRAL ARK.                                6     6     0   382   330  105.996
 188 SLIPPERY ROCK                              12     2     0   389   265  105.950
 189 CENTRAL OKLA.                              11     2     0   577   425  105.948
 190 DUQUESNE                                    8     3     0   324   264  105.883
 191 CORTLAND                                   11     1     0   550   173  105.668
 192 WESLEYAN (CT)                               8     1     0   218   133  105.621
 193 PITTSBURG ST.                               8     3     0   264   235  105.615
 194 ELON                                        6     6     0   305   311  105.614
 195 MAINE                                       5     7     0   279   359  105.518
 196 WILLIAM & MARY                              7     5     0   351   282  105.447
 197 OUACHITA BAPTIST                           10     2     0   422   144  105.414
 198 HOLY CROSS                                  6     6     0   331   277  105.378
 199 YOUNGSTOWN ST.                              4     8     0   329   430  105.372
 200 PORTLAND ST.                                3     8     0   322   441  105.366
 201 KENNESAW ST.                                2    10     0   198   374  105.349
 202 SAINT JOHN'S (MN)                          11     1     0   522   184  105.288
 203 LAMAR UNIVERSITY                            7     5     0   294   274  105.160
 204 IDAHO ST.                                   5     7     0   385   454  105.133
 205 HARDIN-SIMMONS                             10     1     0   464   192  105.127
 206 DRAKE                                       8     3     0   280   239  104.958
 207 MCNEESE                                     6     6     0   300   278  104.933
 208 SUSQUEHANNA                                12     2     0   592   352  104.914
 209 TRINITY (CT)                                7     2     0   280   144  104.862
 210 AUGUSTANA (SD)                              8     4     0   317   199  104.503
 211 MINNESOTA ST.                              11     4     0   434   363  104.470
 212 FORT HAYS ST.                               8     3     0   334   186  104.351
 213 LINDENWOOD                                  5     7     0   315   350  104.219
 214 CALIFORNIA (PA)                            10     3     0   355   272  104.195
 215 AUSTIN PEAY                                 4     8     0   269   338  103.974
 216 BEMIDJI ST.                                10     4     0   358   233  103.953
 217 MARY HARDIN-BAYLOR                          8     4     0   342   227  103.947
 218 HOPE                                       11     1     0   513   145  103.918
 219 SAMFORD                                     4     7     0   267   291  103.865
 220 CENTRAL CONN. ST.                           7     6     0   316   310  103.859
 221 NORTH ALA.                                  3     9     0   283   350  103.848
 222 SPRINGFIELD                                12     1     0   583   230  103.816
 223 WOFFORD                                     5     7     0   196   299  103.783
 224 SACRAMENTO ST.                              3     9     0   351   417  103.675
 225 TUFTS                                       7     2     0   218   170  103.663
 226 UALBANY                                     4     8     0   235   339  103.636
 227 PENN                                        4     6     0   274   269  103.560
 228 FLORIDA A&M                                 7     5     0   294   326  103.441
 229 WINGATE                                     9     2     0   322   134  103.428
 230 WEBER ST.                                   4     8     0   340   334  103.421
 231 HAMPTON                                     5     7     0   355   323  103.412
 232 UNI                                         3     9     0   238   396  103.403
 233 EAST STROUDSBURG                           10     2     0   403   191  103.377
 234 SOUTHERN ARK.                               9     2     0   475   218  103.304
 235 GROVE CITY                                  9     2     0   443   126  103.263
 236 SAN DIEGO                                   8     3     0   318   203  103.243
 237 THE CITADEL                                 5     7     0   258   283  103.228
 238 CARNEGIE MELLON                            10     2     0   504   157  103.129
 239 WESTERN ILL.                                4     8     0   372   521  103.107
 240 GARDNER-WEBB                                4     8     0   294   344  103.099
 241 CHARLESTON (WV)                            11     1     0   527   224  103.097
 242 SIOUX FALLS                                 8     3     0   333   242  103.073
 243 RANDOLPH-MACON                             10     2     0   402   180  102.970
 244 CENTRAL MO.                                 9     3     0   469   404  102.956
 245 CORNELL                                     4     6     0   302   318  102.904
 246 HOUSTON CHRISTIAN                           5     7     0   331   415  102.803
 247 SAGINAW VALLEY                              7     4     0   322   189  102.767
 248 UINDY                                      10     2     0   461   198  102.619
 249 INDIANA ST.                                 4     8     0   242   379  102.539
 250 URSINUS                                     9     2     0   395   180  102.513
 251 VIRGINIA UNION                             10     4     0   561   261  102.491
 252 NICHOLLS                                    4     8     0   272   279  102.380
 253 CSU PUEBLO                                 10     2     0   482   244  102.356
 254 PRINCETON                                   3     7     0   216   312  102.343
 255 CAMPBELL                                    3     9     0   277   393  102.321
 256 MERRIMACK                                   5     6     0   253   256  102.222
 257 DEPAUW                                     11     1     0   582   148  102.149
 258 ROBERT MORRIS                               7     5     0   279   242  102.127
 259 MIDDLEBURY                                  6     3     0   217   183  102.094
 260 WASH. & JEFF.                               9     2     0   469   179  102.085
 261 WIS.-PLATTEVILLE                            9     2     0   395   181  102.077
 262 HOBART                                      9     2     0   308   125  102.065
 263 MICHIGAN TECH                               7     4     0   276   228  102.047
 264 ALABAMA ST.                                 7     5     0   272   200  101.992
 265 CAL POLY                                    3     8     0   228   344  101.949
 266 SOUTHERN U.                                 8     5     0   272   303  101.910
 267 BROWN                                       3     7     0   255   336  101.903
 268 EASTERN ILL.                                3     9     0   222   391  101.898
 269 MUHLENBERG                                  8     3     0   409   295  101.891
 270 KEISER                                      2     0     0    65    53  101.877
 271 EMPORIA ST.                                 7     4     0   330   303  101.814
 272 ENDICOTT                                   10     2     0   434   136  101.759
 273 BETHEL (MN)                                11     3     0   627   235  101.758
 274 WEST GA.                                    4     7     0   335   294  101.737
 275 BUCKNELL                                    6     6     0   346   362  101.685
 276 LAFAYETTE                                   6     6     0   307   290  101.674
 277 BUTLER                                      9     3     0   427   196  101.585
 278 ASHLAND                                     9     4     0   330   272  101.521
 279 WEST ALA.                                   9     2     0   344   149  101.456
 280 MORGAN ST.                                  6     6     0   292   280  101.455
 281 INDIANA (PA)                                7     3     0   273   144  101.421
 282 WILLIAMS                                    5     4     0   236   190  101.368
 283 CAMPBELLSVILLE                              1     0     0    24     8  101.293
 284 MINN. DULUTH                                7     4     0   377   202  101.291
 285 NORTHWEST MO. ST.                           6     5     0   326   275  101.229
 286 LIU                                         4     8     0   266   333  101.216
 287 WEST FLORIDA                                7     3     0   331   164  101.208
 288 HENDERSON ST.                               8     3     0   362   243  101.096
 289 WIS.-LA CROSSE                              8     4     0   390   240  101.088
 290 LENOIR-RHYNE                               10     3     0   340   263  101.082
 291 ALCORN                                      6     6     0   261   336  101.000
 292 FINDLAY                                     9     2     0   348   226  100.969
 293 NORTHERN ST.                                6     5     0   220   281  100.861
 294 EMORY & HENRY                               9     2     0   360   163  100.815
 295 WAYNE ST. (NE)                              7     4     0   322   206  100.784
 296 ANGELO ST.                                  9     3     0   366   157  100.696
 297 WESTERN COLO.                              11     2     0   446   244  100.681
 298 UTAH TECH                                   1    11     0   219   470  100.645
 299 WIS.-WHITEWATER                             6     4     0   281   154  100.568
 300 WHEATON (IL)                                9     2     0   454   216  100.422
 301 LINFIELD                                   10     2     0   548   145  100.403
 302 CHRIS. NEWPORT                              7     3     0   369   206  100.396
 303 MOREHEAD ST.                                7     5     0   209   271  100.395
 304 DAVENPORT                                   7     4     0   257   233  100.358
 305 ALABAMA A&M                                 6     6     0   368   368  100.316
 306 BRYANT                                      2    10     0   256   427  100.104
 307 TEXAS SOUTHERN                              5     6     0   233   321  100.042
 308 FURMAN                                      3     8     0   216   360  100.020
 309 WIS.-OSHKOSH                                6     4     0   268   261  100.015
 310 UW-RIVER FALLS                              7     3     0   397   202   99.999
 311 NEW HAVEN                                   8     3     0   348   173   99.962
 312 KENT ST.                                    0    12     0   167   529   99.846
 313 EAST TEXAS A&M                              3     9     0   249   378   99.840
 314 WARTBURG                                   10     2     0   400   190   99.759
 315 MILES                                      10     3     0   374   236   99.743
 316 COLBY                                       4     5     0   196   172   99.696
 317 JOHNSON C. SMITH                            8     2     0   249   139   99.674
 318 ITHACA                                      6     4     0   263   125   99.625
 319 DELTA ST.                                   6     4     0   324   244   99.618
 320 CARSON-NEWMAN                               9     3     0   383   241   99.609
 321 LIMESTONE                                   8     3     0   373   254   99.604
 322 JOHN CARROLL                                9     3     0   469   232   99.598
 323 GRAMBLING                                   5     7     0   296   299   99.546
 324 TIFFIN                                      8     4     0   392   230   99.533
 325 GEORGETOWN                                  5     6     0   200   283   99.498
 326 VIRGINIA ST.                                7     4     0   334   164   99.456
 327 WINSTON-SALEM                               7     3     0   246   188   99.451
 328 MINOT ST.                                   5     6     0   281   260   99.389
 329 FRANKLIN & MARSHALL                         7     4     0   267   144   99.305
 330 FORDHAM                                     2    10     0   214   353   99.297
 331 NORTHERN COLO.                              1    11     0   136   453   99.257
 332 SUNY BROCKPORT                              8     3     0   346   129   99.242
 333 KING'S (PA)                                10     2     0   370   258   99.226
 334 NORFOLK ST.                                 4     8     0   246   341   99.176
 335 ST. THOMAS (MN)                             6     6     0   274   301   99.141
 336 WAGNER                                      4     8     0   231   292   99.057
 337 PRAIRIE VIEW                                5     7     0   252   330   99.048
 338 MURRAY ST.                                  1    11     0   219   560   98.998
 339 TRUMAN ST.                                  8     4     0   393   241   98.883
 340 WESTMINSTER (PA)                            8     3     0   371   166   98.852
 341 CHARLESTON SO.                              1    11     0   172   321   98.795
 342 COLGATE                                     2    10     0   242   378   98.753
 343 NEB.-KEARNEY                                5     6     0   242   237   98.739
 344 BENTLEY                                     8     2     0   299   200   98.700
 345 MSU MOORHEAD                                6     5     0   310   296   98.666
 346 PRESBYTERIAN                                6     6     0   337   298   98.622
 347 CENTRAL WASH.                               8     4     0   362   152   98.596
 348 ROWAN                                       6     4     0   273   226   98.594
 349 DAYTON                                      6     5     0   222   187   98.395
 350 WINONA ST.                                  5     6     0   300   295   98.370
 351 N.C. A&T                                    1    11     0   187   456   98.362
 352 HILLSDALE                                   6     5     0   268   221   98.335
 353 SACRED HEART                                5     6     0   196   235   98.278
 354 MARIETTA                                    8     3     0   446   164   98.230
 355 HOWARD                                      4     8     0   238   314   98.201
 356 NORTHWOOD                                   6     5     0   279   204   97.972
 357 TCNJ                                        6     4     0   321   303   97.968
 358 MARS HILL                                   5     4     0   247   203   97.903
 359 SAINT FRANCIS                               4     7     0   176   232   97.896
 360 MISSOURI WESTERN                            4     7     0   296   311   97.880
 361 BERRY                                       8     3     0   382   194   97.772
 362 BOWDOIN                                     3     6     0   186   233   97.709
 363 COLO. SCH. OF MINES                         8     3     0   415   221   97.702
 364 SHEPHERD                                    6     5     0   233   212   97.639
 365 BLOOMSBURG                                  6     5     0   235   263   97.556
 366 AURORA                                      9     2     0   513   186   97.526
 367 WASHU                                       8     2     0   398   218   97.523
 368 LOCK HAVEN                                  5     6     0   279   279   97.521
 369 DAVIDSON                                    6     5     0   388   312   97.305
 370 WIS.-STOUT                                  6     5     0   370   329   97.205
 371 WEST CHESTER                                4     6     0   265   247   97.160
 372 ALMA                                        8     2     0   433   225   97.151
 373 COE                                         9     2     0   412   152   97.037
 374 NORTH GREENVILLE                            6     5     0   306   313   96.922
 375 MORAVIAN                                    7     4     0   306   253   96.911
 376 WASHBURN                                    3     8     0   283   327   96.896
 377 ASSUMPTION                                  6     4     0   209   168   96.890
 378 BETHUNE-COOKMAN                             2    10     0   242   409   96.852
 379 VMI                                         1    11     0   149   394   96.840
 380 WHITWORTH                                  10     2     0   393   231   96.793
 381 FAYETTEVILLE ST.                            4     5     0   223   230   96.744
 382 WASH. & LEE                                 7     4     0   332   217   96.736
 383 WILKES                                      7     4     0   418   302   96.491
 384 UPPER IOWA                                  7     4     0   284   229   96.484
 385 CWRU                                        6     4     0   405   166   96.436
 386 EAST TEX. BAPTIST                           5     4     0   334   250   96.425
 387 TRINITY (TX)                                8     3     0   344   221   96.422
 388 CENTRE                                      8     3     0   319   222   96.422
 389 DELAWARE VALLEY                             8     3     0   280   120   96.420
 390 ARK.-PINE BLUFF                             3     9     0   282   429   96.410
 391 BATES                                       2     7     0   173   236   96.264
 392 TEX. PERMIAN BASIN                          7     5     0   417   226   96.257
 393 SOUTHEASTERN OKLA.                          5     6     0   237   237   96.111
 394 MONTANA WESTERN                             1     0     0    56    39   96.058
 395 MERCYHURST                                  4     7     0   324   309   95.967
 396 COLORADO MESA                               7     4     0   240   182   95.915
 397 RENSSELAER                                  5     5     0   251   193   95.788
 398 DICKINSON                                   5     6     0   216   278   95.765
 399 UMASS DARTMOUTH                            10     1     0   569   208   95.759
 400 SHENANDOAH                                  8     3     0   375   213   95.711
 401 CENTRAL (IA)                                8     2     0   385    95   95.652
 402 EDINBORO                                    3     8     0   220   281   95.639
 403 UNC PEMBROKE                                6     5     0   478   274   95.576
 404 GANNON                                      3     7     0   161   295   95.570
 405 SHAW                                        6     4     0   268   270   95.474
 406 BOWIE ST.                                   4     6     0   294   228   95.454
 407 MARYVILLE (TN)                              9     2     0   385   160   95.444
 408 FORT VALLEY ST.                             6     4     0   339   216   95.370
 409 FLA. MEMORIAL                               1     0     1    59    49   95.356
 410 ARKANSAS TECH                               5     6     0   228   294   95.295
 411 FRANKLIN PIERCE                             5     5     0   312   266   95.276
 412 AMHERST                                     2     7     0   109   238   95.273
 413 GLENVILLE ST.                               7     4     0   244   253   95.144
 414 QUINCY                                      5     4     0   233   209   95.091
 415 VALPARAISO                                  4     7     0   171   301   95.041
 416 CLARK ATLANTA                               7     3     1   338   359   95.016
 417 WESTERN ORE.                                6     5     0   254   259   94.999
 418 SOUTH DAKOTA MINES                          6     5     0   311   288   94.991
 419 ST. ANSELM                                  5     5     0   234   212   94.961
 420 EAST CENTRAL                                5     6     0   193   269   94.931
 421 LIVINGSTONE                                 6     4     0   195   214   94.927
 422 WALSH                                       5     6     0   337   299   94.915
 423 ALBANY ST. (GA)                             6     4     0   345   245   94.858
 424 CONCORDIA-M'HEAD                            7     3     0   294   151   94.782
 425 FAIRMONT ST.                                7     4     0   371   351   94.690
 426 ALFRED                                      7     4     0   354   260   94.640
 427 STONEHILL                                   1    10     0   167   386   94.640
 428 THOMAS MORE                                 5     6     0   242   253   94.627
 429 MCKENDREE                                   5     6     0   268   325   94.568
 430 TEX. A&M-KINGSVILLE                         7     4     0   247   208   94.567
 431 BRIDGEWATER (VA)                            6     4     0   343   198   94.535
 432 WAYNE ST. (MI)                              2     9     0   223   342   94.530
 433 SETON HILL                                  3     8     0   214   277   94.523
 434 DELAWARE ST.                                1    11     0   212   446   94.459
 435 BALDWIN WALLACE                             7     3     0   289   221   94.197
 436 OHIO DOMINICAN                              4     7     0   171   222   94.141
 437 NEWBERRY                                    3     7     0   198   293   94.084
 438 MISSISSIPPI VAL.                            1    11     0   201   483   93.996
 439 WHEELING                                    6     5     0   367   313   93.992
 440 TEXAS LUTHERAN                              9     2     0   362   224   93.903
 441 GEORGETOWN (KY)                             0     1     0    16    24   93.835
 442 FDU-FLORHAM                                 7     4     0   358   243   93.713
 443 WABASH                                      8     3     0   369   187   93.702
 444 BLACK HILLS ST.                             6     5     0   279   251   93.659
 445 SUNY MORRISVILLE                            7     4     0   196   198   93.658
 446 WESTERN NEW ENG.                            6     4     0   346   268   93.630
 447 FROSTBURG ST.                               6     5     0   350   300   93.561
 448 MO. SOUTHERN ST.                            2     9     0   237   452   93.516
 449 WIS.-EAU CLAIRE                             2     8     0   230   397   93.501
 450 HAMILTON                                    1     8     0    99   233   93.451
 451 ARK.-MONTICELLO                             4     7     0   205   369   93.448
 452 WESTCONN                                    9     2     0   541   189   93.329
 453 WEST VIRGINIA ST.                           6     5     0   365   400   93.231
 454 CLARION                                     3     8     0   227   282   93.142
 455 TUSKEGEE                                    5     6     0   254   253   92.852
 456 UTICA                                       5     5     0   309   225   92.846
 457 WEST TEX. A&M                               5     6     0   239   301   92.811
 458 HAMPDEN-SYDNEY                              5     5     0   286   278   92.750
 459 ILL. WESLEYAN                               5     5     0   296   251   92.637
 460 SOUTHWESTERN OKLA.                          3     8     0   209   335   92.633
 461 SOUTHERN CONN. ST.                          4     6     0   255   278   92.586
 462 LEBANON VALLEY                              5     5     0   233   201   92.569
 463 ROCHESTER (NY)                              6     5     0   225   227   92.491
 464 CONCORDIA-ST. PAUL                          2     9     0   187   315   92.490
 465 MERCHANT MARINE                             5     3     0   251   169   92.485
 466 NORTHWESTERN ST.                            0    12     0   144   545   92.472
 467 CARROLL (WI)                                5     5     0   246   238   92.457
 468 ALBION                                      7     3     0   343   273   92.422
 469 CATAWBA                                     3     8     0   322   368   92.336
 470 WILLIAM JEWELL                              5     6     0   285   282   92.322
 471 SOUTHERN NAZARENE                           3     8     0   207   350   92.309
 472 UVA WISE                                    4     6     0   185   318   92.284
 473 MONTCLAIR ST.                               3     7     0   147   232   92.200
 474 NELSON                                      1     0     0    29    27   92.183
 475 HANOVER                                     8     3     0   360   223   92.104
 476 MCMURRY                                     7     3     0   287   119   92.016
 477 ROOSEVELT                                   1     9     0   144   282   91.948
 478 MT. ST. JOSEPH                              8     3     0   416   322   91.857
 479 LAKE FOREST                                10     1     0   441   192   91.841
 480 SUNY MARITIME                               8     3     0   309   273   91.680
 481 AMERICAN INT'L                              4     7     0   194   391   91.615
 482 STEVENSON                                   5     6     0   264   247   91.612
 483 BARTON                                      3     8     0   213   339   91.552
 484 KEAN                                        2     8     0   156   304   91.489
 485 DENISON                                     6     4     0   312   210   91.439
 486 EASTERN                                     5     5     0   227   254   91.433
 487 DICKINSON ST.                               0     1     0    20    22   91.431
 488 PACIFIC LUTHERAN                            7     3     0   279   201   91.343
 489 MIDWESTERN ST.                              4     7     0   251   300   91.313
 490 MISSOURI S&T                                4     7     0   325   385   91.224
 491 SALVE REGINA                                6     4     0   226   245   91.219
 492 UNION (NY)                                  3     7     0   175   235   91.095
 493 WIDENER                                     5     6     0   209   258   91.080
 494 MARIST                                      1    10     0   190   392   91.057
 495 SAVANNAH ST.                                5     5     0   207   253   91.031
 496 CHAPMAN                                     7     3     0   298   205   90.891
 497 FERRUM                                      5     5     0   208   290   90.890
 498 VALLEY CITY ST.                             1     1     0    31    52   90.830
 499 GETTYSBURG                                  2     8     0   257   402   90.768
 500 BENEDICT                                    4     6     0   231   273   90.749
 501 OKLA. BAPTIST                               2     9     0   199   434   90.735
 502 WPI                                         6     4     0   229   237   90.724
 503 SHIPPENSBURG                                2     9     0   119   351   90.428
