Rank|Team|W|L|T|PF|PA|Power|SoS
671|AVERETT|0|3|0|56|149|58.251|68.442
672|ALFRED ST.|2|1|0|111|40|57.873|52.973
673|HARTWICK|2|1|0|94|93|55.255|26.684
674|FITCHBURG ST.|0|1|0|24|25|53.687|59.236
675|KEYSTONE|0|1|0|0|42|53.529|69.911
676|WIS. LUTHERAN|0|3|0|53|85|53.245|60.706
677|BELOIT|0|3|0|29|59|53.162|62.206
678|DEAN|0|2|0|6|76|52.651|66.858
679|OBERLIN|0|3|0|27|209|51.864|74.577
680|BUFFALO ST.|0|3|0|47|126|49.423|66.086
681|THIEL|0|3|0|8|129|48.275|73.719
682|HILBERT|0|3|0|23|142|47.377|67.939
683|HARVARD|1|0|0|59|7|-1.967|-17.150
684|WEBBER INT'L|1|0|0|31|21|-10.638|-17.150
685|STETSON|1|3|0|87|166|-17.150|20.007
686|EAST TEX. BAPTIST|2|0|0|75|8|-24.100|-42.101
687|WARNER|0|1|0|13|59|-31.758|-17.150
688|ARK. BAPTIST|1|1|0|20|88|-37.273|32.684
689|LYON|0|2|0|27|67|-42.022|-30.687
690|OKLA. PANHANDLE|0|1|0|0|28|-42.179|-24.100
691|MAINE MARITIME|0|2|0|7|119|-62.566|56.939
692|LANGSTON|0|2|0|7|135|-121.102|111.891
693|SUL ROSS ST.|0|3|0|3|195|-608.310|113.503
694|BLUEFIELD UNIV.|0|1|0|3|76|-619.559|124.484
695|CUMBERLAND (TN)|0|1|0|0|65|-674.142|134.468
696|RIO GRANDE|0|1|0|0|76|-815.465|119.483
