Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 FLORIDA                                    12     1     0   611   221  127.052
   2 FLORIDA ST                                 11     1     0   446   174  126.712
   3 OHIO STATE                                 11     1     0   455   131  125.419
   4 ARIZONA ST                                 11     1     0   488   216  124.869
   5 NEBRASKA                                   11     2     0   553   174  123.636
   6 PENN STATE                                 11     2     0   400   203  122.374
   7 NORTH CAROLINA                             10     2     0   357   123  122.045
   8 TENNESSEE                                  10     2     0   437   185  121.633
   9 COLORADO                                   10     2     0   352   220  121.460
  10 VIRGINIA TECH                              10     2     0   370   209  121.062
  11 WASHINGTON                                  9     3     0   391   254  121.054
  12 ALABAMA                                    10     3     0   316   195  120.625
  13 BRIGHAM YOUNG                              14     1     0   590   277  120.171
  14 SYRACUSE                                    9     3     0   437   208  120.071
  15 MICHIGAN                                    8     4     0   277   184  119.782
  16 IOWA                                        9     3     0   339   243  119.689
  17 LSU                                        10     2     0   335   210  119.649
  18 NOTRE DAME                                  8     3     0   407   181  119.590
  19 MIAMI FL                                    9     3     0   368   210  119.497
  20 KANSAS ST                                   9     3     0   340   191  119.088
  21 SOUTHERN MISS                               8     3     0   287   247  118.475
  22 NORTHWESTERN                                9     3     0   336   278  118.439
  23 TEXAS                                       8     5     0   447   305  117.604
  24 WEST VIRGINIA                               8     4     0   271   156  117.573
  25 EAST CAROLINA                               8     3     0   316   214  117.566
  26 AUBURN                                      8     4     0   398   277  117.464
  27 VIRGINIA                                    7     5     0   341   203  117.287
  28 WISCONSIN                                   8     5     0   377   243  117.122
  29 SOUTHERN CAL                                6     6     0   325   267  116.858
  30 UCLA                                        5     6     0   330   318  116.403
  31 MICHIGAN ST                                 6     6     0   358   302  116.268
  32 STANFORD                                    7     5     0   247   229  116.231
  33 ARMY                                       10     2     0   361   224  116.212
  34 TEXAS TECH                                  7     5     0   323   232  116.016
  35 SOUTH CAROLINA                              6     5     0   245   238  115.823
  36 MARSHALL                                   15     0     0   658   210  115.773
  37 HOUSTON                                     7     5     0   361   341  115.528
  38 CLEMSON                                     7     5     0   245   241  115.502
  39 RICE                                        7     4     0   296   312  115.355
  40 NAVY                                        9     3     0   392   309  115.324
  41 OREGON                                      6     5     0   378   356  115.159
  42 WYOMING                                    10     2     0   464   284  115.142
  43 ARIZONA                                     5     6     0   310   280  115.061
  44 GEORGIA                                     5     6     0   230   257  114.866
  45 UTAH                                        8     4     0   313   309  114.391
  46 TEXAS A&M                                   6     6     0   351   257  114.230
  47 CALIFORNIA                                  6     6     0   382   407  114.004
  48 AIR FORCE                                   6     5     0   360   231  113.786
  49 WASHINGTON ST                               5     6     0   314   317  113.777
  50 MISSISSIPPI ST                              5     6     0   249   229  113.533
  51 LOUISVILLE                                  5     6     0   182   205  113.425
  52 MISSOURI                                    5     6     0   278   376  113.419
  53 SAN DIEGO ST                                8     3     0   428   303  113.406
