Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Georgia Tech                               12     0     0   325    59  121.483
   2 Michigan State                              9     0     0   312    84  120.699
   3 Southern California                        10     1     0   254    47  117.474
   4 UCLA                                        8     1     0   220    55  116.618
   5 Notre Dame                                  7     2     1   183   108  116.189
   6 Bolling Field                               1     0     0    13    12  115.767
   7 Alabama                                    10     2     0   325   139  115.376
   8 Oklahoma                                    8     1     1   407   141  115.271
   9 Tennessee                                   8     2     1   259    79  114.241
  10 Texas                                       9     2     0   278   164  114.125
  11 Maryland                                    7     2     0   218    85  113.800
  12 Mississippi                                 8     1     2   244   120  113.499
  13 Duke                                        8     2     0   227    72  113.363
  14 Quantico Marines                            2     0     0    48    26  112.643
  15 Navy                                        6     2     1   147    75  111.447
  16 Florida                                     8     3     0   304   122  111.073
  17 California                                  7     3     0   247   127  110.313
  18 Syracuse                                    7     3     0   203   202  109.997
  19 Georgia                                     7     4     0   226   208  109.906
  20 Penn State                                  7     2     1   172   149  109.672
  21 Wisconsin                                   6     3     1   228   150  109.641
  22 Purdue                                      4     3     2   188   151  109.336
  23 Washington                                  7     3     0   248   201  109.209
  24 Pittsburgh                                  6     3     0   187   156  109.163
  25 Villanova                                   7     1     1   219   115  109.073
  26 Parris Island Marines                       0     0     1    20    20  109.072
  27 Mississippi State                           5     4     0   225   186  108.814
  28 Ohio State                                  6     3     0   197   119  108.680
  29 Houston                                     8     2     0   180    80  108.113
  30 Kansas                                      7     3     0   214   110  107.847
  31 Louisiana State                             3     7     0   148   214  107.845
  32 Kentucky                                    5     4     2   161   173  107.612
  33 Michigan                                    5     4     0   207   134  107.421
  34 Pennsylvania                                4     3     2   122   107  107.256
  35 Minnesota                                   4     3     2   131   171  107.036
  36 Tulane                                      5     5     0   188   146  107.010
  37 Princeton                                   8     1     0   297    74  106.888
  38 Holy Cross                                  8     2     0   226    77  106.801
  39 Miami (Ohio)                                2     0     0    78    28  106.698
  40 Southern Methodist                          4     5     1   136   163  106.656
  41 Tulsa                                       8     2     1   341   197  106.314
  42 Rice                                        5     5     0   152   175  106.045
  43 Texas Christian                             4     4     2   141   103  105.927
  44 Virginia                                    8     2     0   297    90  105.612
  45 Army                                        4     4     1   155   151  105.541
  46 Tennessee-Chattanooga                       0     2     0    34    68  105.539
  47 Illinois                                    4     5     0   194   175  105.508
  48 Missouri                                    5     5     0   147   159  105.381
  49 Vanderbilt                                  3     5     2   151   199  105.073
  50 Baylor                                      4     4     2   187   181  104.813
  51 Texas A&M                                   3     6     1   137   187  104.695
  52 Colorado                                    6     2     2   246   158  104.641
  53 Stanford                                    5     5     0   187   226  104.546
  54 West Virginia                               7     2     0   234   116  104.434
  55 Nebraska                                    5     4     1   173   123  103.985
  56 Yale                                        7     2     0   240   120  103.602
  57 Northwestern                                2     6     1   166   252  103.113
  58 Cincinnati                                  2     1     1    87    34  102.822
  59 Xavier                                      1     1     0    26    34  102.605
  60 Wake Forest                                 5     4     1   162   133  102.500
  61 Iowa                                        2     7     0   121   220  102.483
  62 Washington State                            4     6     0   171   215  102.480
  63 San Diego Navy                              2     2     0    73    54  102.405
  64 Auburn                                      2     8     0   139   208  101.923
  65 North Carolina                              2     6     0   110   206  101.848
  66 Arkansas                                    2     8     0   166   282  101.443
  67 Indiana                                     2     7     0   143   224  101.182
  68 Carswell Field                              1     0     0    48    16  101.159
  69 Oklahoma State                              3     7     0   146   178  101.105
  70 Marquette                                   3     5     1   181   214  101.010
  71 Pacific                                     7     3     1   310   166  100.954
  72 Arizona State                               6     3     0   247   121  100.665
  73 South Carolina                              5     5     0   175   161  100.619
  74 Colgate                                     6     3     0   195   107  100.216
  75 San Jose State                              6     3     0   251   164   99.958
  76 Miami (Florida)                             4     7     0   181   192   98.829
  77 Rhode Island                                1     0     0     7     6   98.536
  78 Clemson                                     2     6     1   112   157   98.264
  79 Arizona                                     6     4     0   285   155   98.233
  80 Oregon State                                2     7     0   123   267   98.162
  81 William & Mary                              4     5     0   237   177   98.102
  82 Utah                                        6     3     1   188   128   97.903
  83 Cornell                                     2     7     0    68   195   97.886
  84 Santa Clara                                 2     6     1    80   182   97.590
  85 Columbia                                    2     6     1   117   184   97.342
  86 Arkansas State                              0     1     0    14    41   97.307
  87 Boston University                           5     4     1   139   216   97.209
  88 Hardin-Simmons                              5     3     2   221   189   96.968
  89 Boston College                              4     4     1    92   129   96.905
  90 North Texas                                 2     2     0    74    75   96.750
  91 Oregon                                      2     7     1   112   234   96.690
  92 George Washington                           6     2     1   188   149   96.651
  93 Fordham                                     2     5     1   151   119   96.501
  94 Idaho                                       4     4     1   176   143   96.439
  95 Dartmouth                                   2     7     0   116   198   96.210
  96 Detroit Mercy                               3     6     0   207   224   96.164
  97 Rutgers                                     4     4     1   178   184   95.756
  98 Muhlenberg                                  0     0     1    19    19   95.755
  99 Colorado State                              6     4     0   177   137   95.648
 100 New Mexico                                  7     2     0   119    46   95.490
 101 Harvard                                     5     4     0   214   198   95.230
 102 Texas Tech                                  3     7     1   233   239   95.177
 103 Iowa State                                  3     6     0   158   199   94.878
 104 Stetson                                     1     2     0    31    82   94.766
 105 Louisiana College                           0     1     0    14    46   94.675
 106 Wyoming                                     5     4     0   114   102   93.651
 107 Furman                                      6     3     1   176   147   92.822
 108 Brown                                       2     7     0    89   220   92.648
 109 Virginia Tech                               5     6     0   155   221   92.252
 110 Brigham Young                               4     6     0   154   240   92.194
 111 Bucknell                                    1     2     0    26    61   91.903
 112 Southern Mississippi                        0     2     0    13    46   91.561
 113 Washington & Lee                            3     7     0   164   326   91.179
 114 Virginia Military Institute                 3     6     1   165   279   91.079
 115 Texas-El Paso                               5     5     1   228   235   91.068
 116 Fresno State                                1     2     0    33   111   90.876
 117 Temple                                      2     7     1   128   221   90.786
 118 Waynesburg                                  0     1     0    12    49   90.628
 119 North Carolina State                        3     7     0    91   336   90.329
 120 Trinity (Texas)                             1     2     0    46    86   89.876
 121 Wichita State                               3     6     1   159   235   89.423
 122 Citadel                                     3     5     1   119   191   88.910
 123 Utah State                                  3     7     1   121   209   88.872
 124 Kansas State                                1     9     0    81   255   88.821
 125 Dayton                                      1     0     0    34    13   87.738
 126 Buffalo                                     0     1     0     0    13   87.642
 127 Midwestern Texas State                      2     2     0    70    66   87.423
 128 Connecticut                                 0     2     0    26    55   86.950
 129 Montana                                     2     7     1    99   201   86.405
 130 Mississippi College                         0     1     0    12    53   85.835
 131 Wofford                                     0     4     0    28   166   85.809
 132 New York University                         2     5     1    72   189   85.420
 133 Merchant Marine                             0     0     1    20    20   85.419
 134 Marshall                                    0     1     0    14    19   85.113
 135 Davidson                                    2     7     0   151   242   84.157
 136 South Dakota                                0     1     0     0    46   83.970
 137 West Texas A&M                              3     6     0   137   243   83.553
 138 South Dakota State                          0     1     0    19    57   83.122
 139 Hawaii                                      0     3     0    45   148   82.937
 140 Springfield                                 0     1     0     7    27   82.801
 141 Lehigh                                      0     2     0    27    39   81.951
 142 Bradley                                     1     2     0    40    34   81.912
 143 Denver                                      3     7     0   143   190   81.629
 144 Florida State                               0     4     0    14    80   81.619
 145 Richmond                                    1     9     0   122   301   81.389
 146 Whittier                                    1     0     0    25     0   80.486
 147 McMurry                                     1     1     0    33    33   80.479
 148 North Dakota State                          0     1     0     9    54   80.176
 149 Lafayette                                   0     4     0    13   130   78.715
 150 Presbyterian                                0     4     0    38   121   78.551
 151 Newberry                                    0     2     0    13    65   78.450
 152 Abilene Christian                           0     1     0    18    20   78.242
 153 New Mexico State                            2     6     1   118   255   77.706
 154 Eastern New Mexico                          1     0     0    21     7   77.343
 155 Albright                                    0     1     0     0    21   76.714
 156 Washington (Missouri)                       0     1     0     0    42   75.876
 157 Drake                                       2     7     0   115   297   75.334
 158 Montana State                               0     1     0    12    35   75.054
 159 Randolph-Macon                              0     1     0    19    34   73.177
 160 Western New Mexico                          1     0     0    14     7   72.870
 161 Sul Ross State                              0     1     0     0    42   71.816
 162 Colorado College                            0     1     0    12    34   70.487
 163 Northern Iowa                               0     1     0    12    14   69.827
 164 Colorado Mines                              0     1     0     0    26   69.717
 165 Howard Payne                                0     1     0     7    20   67.438
 166 Emporia State                               0     1     0    18    34   66.779
 167 Lowry Field                                 0     1     0     0    29   65.157
 168 Northern Arizona                            3     4     0    92   121   64.821
 169 San Diego State                             0     1     0     6    47   59.381
 170 New Mexico Highlands                        0     1     0     7    13   57.324
 171 Memphis                                     0     1     0     6    54   57.164
 172 California Tech                             0     1     0     7    20   54.632
 173 La Verne                                    0     1     0    14    36   54.346
