Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 ALABAMA                                    13     0     0   630   252  119.146
   2 OHIO STATE                                  7     1     0   328   206  114.369
   3 KEISER                                      7     0     0   325    52  114.125
   4 TEXAS A&M                                   9     1     0   326   217  113.801
   5 MORNINGSIDE                                 8     0     0   413   121  113.399
   6 GEORGIA                                     8     2     0   323   200  113.095
   7 BALL ST                                     7     1     0   274   206  112.918
   8 BUFFALO                                     6     1     0   304   153  112.230
   9 MIAMI OH                                    2     1     0    86    80  111.419
  10 FLORIDA                                     8     4     0   478   370  110.970
  11 BAKER                                       6     0     0   236    35  110.894
  12 OKLAHOMA                                    9     2     0   473   239  110.373
  13 CLEMSON                                    10     2     0   522   242  110.026
  14 NORTHWESTERN                                7     2     0   222   143  109.868
  15 SOUTHEASTERN FL                             5     1     0   210    81  109.727
  16 INDIANA                                     6     2     0   231   162  109.318
  17 GRAND VIEW                                  6     0     0   302    55  109.098
  18 NORTHWESTERN IA                             8     1     0   387   177  108.953
  19 DICKINSON ST                                9     0     0   305   130  108.884
  20 AUBURN                                      6     5     0   276   272  108.872
  21 TOLEDO                                      4     2     0   210   146  108.784
  22 NOTRE DAME                                 10     2     0   401   236  108.686
  23 IOWA ST                                     9     3     0   395   257  108.519
  24 WESTERN MICHIGAN                            4     2     0   250   205  108.462
  25 IOWA                                        6     2     0   254   128  108.420
  26 CINCINNATI                                  9     1     0   375   168  108.236
  27 TRINE                                       2     0     0    81    27  107.732
  28 KENT ST                                     3     1     0   199   152  107.461
  29 OKLAHOMA ST                                 8     3     0   332   258  107.437
  30 DORDT                                       7     2     0   419   153  107.338
  31 LSU                                         5     5     0   320   349  107.335
  32 MISSISSIPPI                                 5     5     0   392   383  107.230
  33 CENTRAL MICHIGAN                            3     3     0   188   181  107.153
  34 TEXAS                                       7     3     0   427   285  107.128
  35 BRIGHAM YOUNG                              11     1     0   522   184  107.081
  36 COASTAL CAROLINA                           11     1     0   446   243  107.005
  37 MISSOURI                                    5     5     0   267   323  106.461
  38 BLUFFTON                                    1     0     0    28    21  106.453
  39 ARKANSAS                                    3     7     0   257   349  106.451
  40 LOUISIANA-LAFAYETTE                        10     1     0   370   242  106.443
  41 SAN JOSE ST                                 7     1     0   229   159  106.193
  42 KENTUCKY                                    5     6     0   240   285  105.936
  43 WISCONSIN                                   4     3     0   176   122  105.897
  44 EASTERN MICHIGAN                            2     4     0   199   216  105.646
  45 MIAMI FL                                    8     3     0   374   297  105.545
  46 MISSISSIPPI ST                              4     7     0   235   309  105.124
  47 TCU                                         6     4     0   308   242  104.946
  48 TENNESSEE                                   3     7     0   215   301  104.607
  49 NORTH CAROLINA                              8     4     0   500   353  104.519
  50 VALLEY CITY ST                              5     2     0   146   112  104.497
  51 BETHEL KS                                   8     0     0   412   186  104.481
  52 PENN STATE                                  4     5     0   268   249  104.345
  53 OHIO U.                                     2     1     0   103    50  104.003
  54 WEST VIRGINIA                               6     4     0   265   205  103.996
  55 SOUTHERN CAL                                5     1     0   200   156  103.577
  56 MERCHANT MARINE                             1     0     0    24    14  103.527
  57 TULSA                                       6     3     0   244   194  103.468
  58 MARYLAND                                    2     3     0   118   160  103.409
  59 MIDLAND U.                                  5     3     0   267   154  103.267
  60 LIBERTY                                    10     1     0   420   226  103.126
  61 NEBRASKA                                    3     5     0   185   235  103.091
  62 NORTH CAROLINA ST                           8     4     0   363   350  102.991
  63 BENEDICTINE KS                              7     2     0   235   116  102.905
  64 SOUTH CAROLINA                              2     8     0   235   360  102.755
  65 SOUTHERN ILLINOIS                           1     0     0    20    17  102.709
  66 BOISE ST                                    5     2     0   237   190  102.661
  67 MINNESOTA                                   3     4     0   191   211  102.585
  68 COLORADO                                    4     2     0   171   190  102.512
  69 APPALACHIAN ST                              9     3     0   406   240  102.417
  70 MICHIGAN ST                                 2     5     0   126   246  102.380
  71 SOUTHWESTERN KS                             4     1     0   222    91  102.358
  72 ST THOMAS FL                                4     3     0   160   204  102.320
  73 PURDUE                                      2     4     0   163   179  102.097
  74 PITTSBURGH                                  6     5     0   319   270  102.000
  75 KANSAS ST                                   4     6     0   266   322  101.961
  76 VIRGINIA TECH                               5     6     0   342   353  101.886
  77 UTAH                                        3     2     0   151   130  101.856
  78 MICHIGAN                                    2     4     0   170   207  101.840
  79 OREGON                                      4     3     0   219   198  101.779
  80 WALDORF                                     6     3     0   263   174  101.700
  81 RUTGERS                                     3     6     0   240   289  101.692
  82 WASHINGTON                                  3     1     0   121   100  101.623
  83 STANFORD                                    4     2     0   176   190  101.605
  84 NORTHERN ILLINOIS                           0     6     0   149   232  101.587
  85 ALABAMA-BIRMINGHAM                          6     3     0   256   193  101.460
  86 CENTRAL FLORIDA                             6     4     0   422   332  101.376
  87 TEXAS TECH                                  4     6     0   291   367  101.374
  88 WAKE FOREST                                 4     5     0   324   295  101.355
  89 BOSTON COLLEGE                              6     5     0   306   312  101.347
  90 VIRGINIA                                    5     5     0   307   296  101.333
  91 AVILA                                       5     1     0   258   113  101.189
  92 MARSHALL                                    7     3     0   285   130  101.088
  93 ARMY                                        9     3     0   321   178  100.988
  94 NEVADA                                      7     2     0   277   210  100.898
  95 BAYLOR                                      2     7     0   210   263  100.497
  96 SMU                                         7     3     0   386   309  100.477
  97 ADRIAN                                      1     2     0    89    82  100.461
  98 ILLINOIS                                    2     6     0   161   279  100.421
  99 MEMPHIS                                     8     3     0   341   307  100.139
 100 UCLA                                        3     4     0   248   215  100.099
 101 GEORGIA SOUTHERN                            8     5     0   354   270  100.011
 102 SAN DIEGO ST                                4     4     0   197   142  100.005
 103 GEORGIA ST                                  6     4     0   333   317   99.988
 104 AIR FORCE                                   3     3     0   146    90   99.981
 105 ARIZONA ST                                  2     2     0   161    93   99.827
 106 PERU ST                                     1     2     0    59    89   99.649
 107 LOUISVILLE                                  4     7     0   325   293   99.450
 108 TULANE                                      6     6     0   416   337   99.028
 109 KANSAS WESLEYAN                             5     2     0   305   195   98.943
 110 CONCORDIA NE                                4     4     0   175   203   98.871
 111 HAWAI`I                                     5     4     0   236   248   98.512
 112 AVE MARIA                                   3     4     0   133   161   98.356
 113 AKRON                                       1     5     0   103   248   98.339
 114 TEXAS-SAN ANTONIO                           7     5     0   339   308   98.206
 115 DAKOTA ST                                   3     5     0   153   146   98.193
 116 HOUSTON                                     3     5     0   240   256   97.971
 117 TROY                                        5     6     0   301   283   97.866
 118 FLORIDA ST                                  3     6     0   232   324   97.685
 119 WASHINGTON ST                               1     3     0   108   154   97.573
 120 OREGON ST                                   2     5     0   202   233   97.527
 121 NORTH DAKOTA ST                             1     0     0    39    28   97.388
 122 GEORGIA TECH                                3     7     0   239   368   97.366
 123 DAKOTA WESLEYAN                             4     5     0   186   314   97.330
 124 SE MISSOURI ST                              0     1     0    17    20   97.291
 125 LOUISIANA TECH                              5     5     0   267   347   97.246
 126 VANDERBILT                                  0     9     0   133   336   97.136
 127 CALIFORNIA                                  1     3     0    81   106   97.037
 128 EAST CAROLINA                               3     6     0   272   319   96.604
 129 RICE                                        2     3     0   117    94   96.599
 130 COAST GUARD                                 0     1     0    14    24   96.473
 131 ARKANSAS ST                                 4     7     0   362   409   96.468
 132 FLORIDA ATLANTIC                            5     4     0   170   157   96.330
 133 CENTRAL METHODIST                           5     4     0   182   190   95.797
 134 SOUTH ALABAMA                               4     7     0   219   300   95.696
 135 WYOMING                                     2     4     0   159   126   95.667
 136 NAVY                                        3     7     0   166   303   95.641
 137 FRESNO ST                                   3     3     0   197   180   95.486
 138 WESTERN KENTUCKY                            5     7     0   228   304   95.463
 139 MAYVILLE ST                                 1     5     0   164   244   95.447
 140 DUKE                                        2     9     0   273   419   95.420
 141 WARNER U.                                   2     4     0    99   185   95.295
 142 OTTAWA KS                                   4     2     0   179   191   95.276
 143 NEBRASKA-KEARNEY                            2     0     0    76    61   95.218
 144 DOANE                                       2     5     0   134   203   95.019
 145 SYRACUSE                                    1    10     0   196   360   94.944
 146 NEW MEXICO                                  2     5     0   167   228   94.742
 147 TEXAS ST-SAN MARCOS                         2    10     0   332   458   94.701
 148 KANSAS                                      0     9     0   142   414   94.396
 149 COLORADO ST                                 1     3     0    89   143   94.375
 150 CAMPBELL                                    0     4     0    82   188   94.120
 151 NORTH TEXAS                                 4     6     0   344   428   94.103
 152 HASTINGS                                    2     7     0   172   354   93.900
 153 MIDDLE TENNESSEE ST                         3     6     0   206   319   93.828
 154 WILLIAM PENN                                4     3     0   124   155   93.739
 155 UNC-CHARLOTTE                               2     4     0   162   195   93.640
 156 CULVER-STOCKTON                             1     3     0    87   114   93.498
 157 SOUTHERN MISS                               3     7     0   253   323   93.439
 158 STEPHEN F. AUSTIN                           6     4     0   259   224   92.999
 159 ARIZONA                                     0     5     0    87   199   92.780
 160 JACKSONVILLE ST                             3     1     0   101    96   92.747
 161 MCPHERSON                                   3     4     0   167   243   92.716
 162 UTEP                                        3     5     0   184   248   92.580
 163 UTAH ST                                     1     5     0    93   211   92.132
 164 FRIENDS                                     2     5     0   192   224   91.985
 165 HOUSTON BAPTIST                             1     3     0   135   188   91.927
 166 BOWLING GREEN                               0     5     0    57   225   91.799
 167 TEMPLE                                      1     6     0   139   260   91.176
 168 CENTRAL ARKANSAS                            5     4     0   291   261   91.176
 169 SW ASSEM OF GOD                             1     1     0    70    56   91.150
 170 JAMESTOWN                                   1     7     0    90   326   90.894
 171 SOUTH FLORIDA                               1     8     0   208   359   90.858
 172 WEBBER INT'L                                1     7     0   124   221   90.819
 173 BRIAR CLIFF                                 1     8     0    86   324   90.637
 174 PRESENTATION                                0     9     0   101   326   90.560
 175 ARIZONA CHRISTIAN                           3     1     0   134   115   90.552
 176 TEXAS WESLEYAN                              1     1     0    52    67   89.918
 177 CHATTANOOGA                                 0     1     0    10    13   89.769
 178 EASTERN KENTUCKY                            3     6     0   217   299   89.553
 179 UNLV                                        0     6     0   104   228   89.528
 180 EVANGEL                                     2     5     0   152   194   89.473
 181 CHADRON ST                                  2     2     0   120   102   89.458
 182 PITTSBURG ST                                2     2     0    95    92   88.945
 183 TABOR                                       2     4     0    89   159   88.809
 184 CLARKE                                      2     3     0   116   154   88.792
 185 MIDAMERICA NAZARENE                         2     6     0   151   324   88.557
 186 FLORIDA INT'L                               0     5     0   112   162   88.509
 187 MANCHESTER                                  0     2     0    10    78   88.350
 188 ANGELO ST                                   2     2     0    94    96   88.087
 189 LOUISIANA-MONROE                            0    10     0   163   420   88.005
 190 COLORADO MESA                               2     1     0    75    38   87.631
 191 NORTH ALABAMA                               0     4     0    51   142   87.318
 192 AUSTIN PEAY                                 0     3     0    37   134   86.855
 193 SOUTH DAKOTA TECH                           2     2     0   105   104   86.815
 194 BETHANY KS                                  1     4     0    87   186   86.744
 195 ABILENE CHRISTIAN                           1     5     0   124   213   86.586
 196 WEST TEXAS A&M                              2     3     0   136   131   86.282
 197 WAYLAND BAPTIST                             1     1     0    57    55   85.725
 198 MASSACHUSETTS                               0     4     0    12   161   85.331
 199 MISSOURI ST                                 0     3     0    44   108   84.952
 200 MISSOURI VALLEY                             1     6     0   130   213   84.757
 201 STERLING                                    0     4     0   103   191   83.340
 202 THE CITADEL                                 0     4     0    29   127   83.312
 203 MERCER                                      0     3     0    48   103   83.299
 204 WESTERN CAROLINA                            0     3     0    40   156   83.208
 205 ST MARY KS                                  0     4     0    20   165   80.739
 206 OK PANHANDLE ST                             0     4     0    65   142   80.530
 207 FLORIDA MEMORIAL                            0     3     0    13   160   79.902
 208 MISSOURI WESTERN                            0     2     0    17    72   78.713
 209 WESTERN COLORADO                            0     1     0     7    64   77.594
 210 BLACK HILLS ST                              0     2     0    24    90   76.242
 211 GRACELAND                                   0     5     0     9   228   72.939
