Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 GEORGIA                                    14     1     0   579   153  131.169
   2 ALABAMA                                    13     2     0   598   302  128.159
   3 MICHIGAN                                   12     2     0   501   243  127.368
   4 OKLAHOMA ST                                12     2     0   435   253  126.958
   5 OHIO STATE                                 11     2     0   594   296  126.609
   6 BAYLOR                                     12     2     0   443   256  126.583
   7 CINCINNATI                                 13     1     0   516   236  125.734
   8 NOTRE DAME                                 11     2     0   458   256  125.047
   9 MICHIGAN ST                                11     2     0   414   329  124.982
  10 OKLAHOMA                                   11     2     0   508   335  124.945
  11 WISCONSIN                                   9     4     0   330   210  123.598
  12 MISSISSIPPI                                10     3     0   438   321  123.573
  13 ARKANSAS                                    9     4     0   402   298  123.461
  14 CLEMSON                                    10     3     0   342   193  123.237
  15 PURDUE                                      9     4     0   378   291  123.185
  16 IOWA                                       10     4     0   328   269  122.777
  17 PITTSBURGH                                 11     3     0   580   331  122.669
  18 IOWA ST                                     7     6     0   407   267  122.406
  19 NORTH DAKOTA ST                            14     1     0   511   167  122.328
  20 PENN STATE                                  7     6     0   325   225  122.237
  21 KANSAS ST                                   8     5     0   358   273  122.211
  22 KENTUCKY                                   10     3     0   420   282  122.187
  23 WAKE FOREST                                11     3     0   574   404  122.065
  24 TEXAS A&M                                   8     4     0   352   191  122.034
  25 MINNESOTA                                   9     4     0   331   225  122.032
  26 HOUSTON                                    12     2     0   502   286  122.019
  27 UTAH                                       10     4     0   506   316  121.963
  28 NORTH CAROLINA ST                           9     3     0   397   236  121.676
  29 SAN DIEGO ST                               12     2     0   383   277  121.647
  30 BRIGHAM YOUNG                              10     3     0   430   322  121.039
  31 LOUISIANA-LAFAYETTE                        13     1     0   435   259  120.896
  32 TEXAS TECH                                  7     6     0   394   392  120.819
  33 BOISE ST                                    7     5     0   350   228  120.736
  34 AIR FORCE                                  10     3     0   403   257  120.706
  35 OREGON                                     10     4     0   440   378  120.690
  36 TENNESSEE                                   7     6     0   511   378  120.394
  37 TEXAS                                       5     7     0   423   373  120.386
  38 AUBURN                                      6     7     0   368   283  120.342
  39 MISSISSIPPI ST                              7     6     0   378   337  120.184
  40 TEXAS-SAN ANTONIO                          12     2     0   516   345  120.135
  41 FRESNO ST                                  10     3     0   434   267  120.119
  42 UTAH ST                                    11     3     0   456   342  120.054
  43 MARYLAND                                    7     6     0   381   399  119.963
  44 WEST VIRGINIA                               6     7     0   328   310  119.793
  45 MIAMI FL                                    7     5     0   409   341  119.777
  46 LSU                                         6     7     0   345   346  119.483
  47 APPALACHIAN ST                             10     4     0   483   310  119.366
  48 UCLA                                        8     4     0   438   321  119.336
  49 ARMY                                        9     4     0   427   290  119.278
  50 LOUISVILLE                                  6     7     0   411   355  118.984
  51 SMU                                         8     4     0   461   341  118.885
