Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 ALABAMA                                    14     1     0   582   195  130.954
   2 CLEMSON                                    14     1     0   588   270  129.455
   3 OHIO STATE                                 11     2     0   512   201  127.101
   4 WASHINGTON                                 12     2     0   585   248  126.593
   5 MICHIGAN                                   10     3     0   524   183  125.708
   6 FLORIDA ST                                 10     3     0   456   325  125.288
   7 WISCONSIN                                  11     3     0   397   218  124.934
   8 SOUTHERN CAL                               10     3     0   447   315  124.847
   9 OKLAHOMA                                   11     2     0   571   375  124.686
  10 PENN STATE                                 11     3     0   526   356  124.610
  11 LSU                                         8     4     0   340   189  123.900
  12 FLORIDA                                     9     4     0   311   218  123.504
  13 STANFORD                                   10     3     0   342   265  123.414
  14 COLORADO                                   10     4     0   435   304  123.376
  15 VIRGINIA TECH                              10     4     0   490   319  122.870
  16 MIAMI FL                                    9     4     0   446   241  122.862
  17 AUBURN                                      8     5     0   406   222  122.770
  18 OKLAHOMA ST                                10     3     0   502   345  122.633
  19 WEST VIRGINIA                              10     3     0   405   312  122.486
  20 LOUISVILLE                                  9     4     0   553   309  122.458
  21 TENNESSEE                                   9     4     0   473   375  122.429
  22 WESTERN MICHIGAN                           13     1     0   582   277  122.174
  23 NW MISSOURI ST                             15     0     0   682   180  122.006
  24 NORTH CAROLINA                              8     5     0   420   324  121.936
  25 GEORGIA TECH                                9     4     0   367   318  121.865
  26 PITTSBURGH                                  8     5     0   532   458  121.720
  27 KANSAS ST                                   9     4     0   419   290  121.471
  28 TEXAS A&M                                   8     5     0   453   319  121.393
  29 WASHINGTON ST                               8     5     0   496   343  121.353
  30 NEBRASKA                                    9     4     0   345   311  121.339
  31 IOWA                                        8     5     0   324   245  121.333
  32 UTAH                                        9     4     0   388   311  121.139
  33 SOUTH FLORIDA                              11     2     0   569   411  121.127
  34 MINNESOTA                                   9     4     0   381   287  120.916
  35 NORTH DAKOTA ST                            12     2     0   408   232  120.870
  36 JAMES MADISON                              14     1     0   700   318  120.539
  37 GEORGIA                                     8     5     0   319   312  120.262
  38 APPALACHIAN ST                             10     3     0   380   232  120.195
  39 NORTH CAROLINA ST                           7     6     0   351   296  120.053
  40 BOISE ST                                   10     3     0   439   303  119.982
  41 WESTERN KENTUCKY                           11     3     0   637   344  119.858
  42 ARKANSAS                                    7     6     0   394   404  119.825
  43 BRIGHAM YOUNG                               9     4     0   384   254  119.756
  44 TEMPLE                                     10     4     0   453   258  119.700
  45 NORTHWESTERN                                7     6     0   338   289  119.675
  46 HOUSTON                                     9     4     0   466   305  119.626
  47 MISSISSIPPI                                 5     7     0   391   408  119.555
  48 SAN DIEGO ST                               11     3     0   493   283  119.383
  49 TULSA                                      10     3     0   552   388  119.286
  50 KENTUCKY                                    7     6     0   390   407  118.948
  51 MEMPHIS                                     8     5     0   505   375  118.594
  52 EASTERN WASHINGTON                         12     2     0   593   371  118.543
  53 BAYLOR                                      7     6     0   450   377  118.505
  54 TROY                                       10     3     0   438   287  118.484
  55 CALIFORNIA                                  5     7     0   445   511  118.458
  56 TCU                                         6     7     0   403   364  118.367
  57 VANDERBILT                                  6     7     0   299   312  118.253
  58 BOSTON COLLEGE                              7     6     0   265   325  118.124
  59 NAVY                                        9     5     0   531   434  118.113
  60 WAKE FOREST                                 7     6     0   265   288  118.052
  61 TOLEDO                                      9     4     0   494   334  118.045
  62 AIR FORCE                                  10     3     0   457   341  118.043
  63 MISSISSIPPI ST                              6     7     0   395   413  117.996
  64 YOUNGSTOWN ST                              12     4     0   442   319  117.942
  65 OREGON                                      4     8     0   425   497  117.375
  66 UCLA                                        4     8     0   299   330  117.330
  67 TEXAS                                       5     7     0   383   378  117.322
  68 SOUTH CAROLINA                              6     7     0   270   344  117.246
  69 ARIZONA ST                                  5     7     0   400   478  117.188
  70 INDIANA                                     6     7     0   335   354  117.162
  71 OREGON ST                                   4     8     0   314   366  117.085
  72 WYOMING                                     8     6     0   503   477  116.995
  73 NOTRE DAME                                  4     8     0   371   334  116.993
  74 TEXAS TECH                                  5     7     0   524   522  116.990
  75 COLORADO ST                                 7     6     0   459   395  116.921
  76 IDAHO                                       9     4     0   400   407  116.842
  77 OLD DOMINION                               10     3     0   456   354  116.733
  78 SOUTH DAKOTA ST                             9     4     0   431   355  116.593
  79 LOUISIANA TECH                              9     5     0   620   470  116.552
  80 SYRACUSE                                    4     8     0   308   463  116.508
  81 DUKE                                        4     8     0   280   338  116.452
  82 MARYLAND                                    6     7     0   335   384  116.380
  83 JACKSONVILLE ST                            10     2     0   371   219  116.356
  84 NEW MEXICO                                  9     4     0   477   409  116.316
  85 ARKANSAS ST                                 8     5     0   355   279  116.259
  86 MISSOURI                                    4     8     0   377   378  116.221
  87 THE CITADEL                                10     2     0   317   246  116.072
  88 CENTRAL FLORIDA                             6     7     0   374   320  115.895
  89 WOFFORD                                    10     4     0   375   239  115.787
  90 SAM HOUSTON ST                             12     1     0   644   386  115.298
  91 ARIZONA                                     3     9     0   297   460  115.265
  92 GRAND VALLEY ST                            12     1     0   524   275  115.249
  93 SMU                                         5     7     0   332   435  115.202
  94 ARMY                                        8     5     0   389   258  114.931
  95 MICHIGAN ST                                 3     9     0   289   333  114.920
  96 IOWA ST                                     3     9     0   332   376  114.907
  97 OHIO U.                                     8     6     0   368   317  114.830
  98 CHATTANOOGA                                 9     4     0   445   255  114.818
  99 HARDING                                    13     1     0   533   213  114.797
