Rnk Team                         WON LOST   PF   PA     RATE      SOS
--- ----                         --- ----  ---  ---  -------  -------
628 28   Shippensburg              0    0    0    0      nan      nan (1849)
629 28   Siena                     0    0    0    0      nan      nan (1848)
630 28   South Florida             0    0    0    0      nan      nan (1847)
631 28   Southern Cal              0    0    0    0      nan      nan (1846)
632 28   St. Francis, Ind.         0    0    0    0      nan      nan (1845)
633 28   St. Lawrence              0    0    0    0      nan      nan (1844)
634 28   Texas Tech                0    0    0    0      nan      nan (1843)
635 28   Trinity Bible             0    0    0    0      nan      nan (1842)
636 28   Trinity, Conn.            0    0    0    0      nan      nan (1841)
637 28   Tufts                     0    0    0    0      nan      nan (1840)
638 28   Vanderbilt                0    0    0    0      nan      nan (1839)
639 28   Villanova                 0    0    0    0      nan      nan (1838)
640 28   Virginia-Wise             0    0    0    0      nan      nan (1837)
641 28   W. New England            0    0    0    0      nan      nan (1836)
642 28   W. Texas A&M              0    0    0    0      nan      nan (1835)
643 28   Wesleyan                  0    0    0    0      nan      nan (1834)
644 28   West Chester              0    0    0    0      nan      nan (1833)
645 28   West Georgia              0    0    0    0      nan      nan (1832)
646 28   Westminster (MO)          0    0    0    0      nan      nan (1831)
647 28   Wilkes                    0    0    0    0      nan      nan (1830)
648 28   Willamette                0    0    0    0      nan      nan (1829)
649 28   William & Mary            0    0    0    0      nan      nan (1828)
650 28   Yale                      0    0    0    0      nan      nan (1827)
651 29   Air Force                 0    0    0    0      nan      nan (1826)
652 29   Arizona St.               0    0    0    0      nan      nan (1825)
653 29   Carthage                  0    0    0    0      nan      nan (1824)
654 29   Coast Guard               0    0    0    0      nan      nan (1823)
655 29   Colorado Mines            0    0    0    0      nan      nan (1822)
656 29   Connecticut               0    0    0    0      nan      nan (1821)
657 29   Eureka                    0    0    0    0      nan      nan (1820)
658 29   Franklin&Marshall         0    0    0    0      nan      nan (1819)
659 29   Geneva                    0    0    0    0      nan      nan (1818)
660 29   Georgia                   0    0    0    0      nan      nan (1817)
661 29   Georgia Southern          0    0    0    0      nan      nan (1816)
662 29   Gettysburg                0    0    0    0      nan      nan (1815)
663 29   Harvard                   0    0    0    0      nan      nan (1814)
664 29   Hiram Col.                0    0    0    0      nan      nan (1813)
665 29   Iona                      0    0    0    0      nan      nan (1812)
666 29   Maine Maritime            0    0    0    0      nan      nan (1811)
667 29   Millsaps                  0    0    0    0      nan      nan (1810)
668 29   Nebraska                  0    0    0    0      nan      nan (1809)
669 29   Ohio St.                  0    0    0    0      nan      nan (1808)
670 29   Olivet                    0    0    0    0      nan      nan (1807)
671 29   Rhode Island              0    0    0    0      nan      nan (1806)
672 29   Rutgers                   0    0    0    0      nan      nan (1805)
673 29   Southern Meth.            0    0    0    0      nan      nan (1804)
674 29   St. Norbert               0    0    0    0      nan      nan (1803)
675 29   Texas Tech                0    0    0    0      nan      nan (1802)
676 29   UCLA                      0    0    0    0      nan      nan (1801)
677 29   Vanderbilt                0    0    0    0      nan      nan (1800)
678 29   Wesleyan                  0    0    0    0      nan      nan (1799)
679 3   North Greenville           0    0    0    0      nan      nan (1798)
680 30   Arkansas St.              0    0    0    0      nan      nan (1797)
681 30   Army                      0    0    0    0      nan      nan (1796)
682 30   Averett College           0    0    0    0      nan      nan (1795)
683 30   Beloit                    0    0    0    0      nan      nan (1794)
684 30   Black Hills St.           0    0    0    0      nan      nan (1793)
685 30   Centre                    0    0    0    0      nan      nan (1792)
686 30   DePauw                    0    0    0    0      nan      nan (1791)
687 30   Drake                     0    0    0    0      nan      nan (1790)
688 30   Hamilton                  0    0    0    0      nan      nan (1789)
689 30   Hartwick                  0    0    0    0      nan      nan (1788)
690 30   Houston                   0    0    0    0      nan      nan (1787)
691 30   Iowa St.                  0    0    0    0      nan      nan (1786)
692 30   Johns Hopkins             0    0    0    0      nan      nan (1785)
693 30   Kean                      0    0    0    0      nan      nan (1784)
694 30   Kent                      0    0    0    0      nan      nan (1783)
695 30   LaSalle                   0    0    0    0      nan      nan (1782)
696 30   Lawrence                  0    0    0    0      nan      nan (1781)
697 30   Montana Tech              0    0    0    0      nan      nan (1780)
698 30   Muskingum                 0    0    0    0      nan      nan (1779)
699 30   Newport News              0    0    0    0      nan      nan (1778)
700 30   North Alabama             0    0    0    0      nan      nan (1777)
701 30   Pace                      0    0    0    0      nan      nan (1776)
702 30   Rhode Island              0    0    0    0      nan      nan (1775)
703 30   Rose-Hulman               0    0    0    0      nan      nan (1774)
704 30   S. Arkansas               0    0    0    0      nan      nan (1773)
705 30   S. Dakota Mines           0    0    0    0      nan      nan (1772)
706 30   S. Utah                   0    0    0    0      nan      nan (1771)
707 30   Simon Fraser              0    0    0    0      nan      nan (1770)
708 30   Simpson, Iowa             0    0    0    0      nan      nan (1769)
709 30   Southern Meth.            0    0    0    0      nan      nan (1768)
710 30   Stillman                  0    0    0    0      nan      nan (1767)
711 30   Swarthmore                0    0    0    0      nan      nan (1766)
712 30   Towson St.                0    0    0    0      nan      nan (1765)
713 30   Washington, MO            0    0    0    0      nan      nan (1764)
714 30   Weber St.                 0    0    0    0      nan      nan (1763)
715 30   Westfield St.             0    0    0    0      nan      nan (1762)
716 30   Westminster, Pa.          0    0    0    0      nan      nan (1761)
717 30   Wisconsin                 0    0    0    0      nan      nan (1760)
718 31   Akron                     0    0    0    0      nan      nan (1759)
719 31   Albany, N.Y.              0    0    0    0      nan      nan (1758)
720 31   Arkansas                  0    0    0    0      nan      nan (1757)
721 31   Army                      0    0    0    0      nan      nan (1756)
722 31   Auburn                    0    0    0    0      nan      nan (1755)
723 31   Aurora                    0    0    0    0      nan      nan (1754)
724 31   Averett College           0    0    0    0      nan      nan (1753)
725 31   Azusa Pacific             0    0    0    0      nan      nan (1752)
726 31   Ball St.                  0    0    0    0      nan      nan (1751)
727 31   Bates                     0    0    0    0      nan      nan (1750)
728 31   Baylor                    0    0    0    0      nan      nan (1749)
729 31   Bowling Green             0    0    0    0      nan      nan (1748)
730 31   Brigham Young             0    0    0    0      nan      nan (1747)
731 31   CSU-Northridge            0    0    0    0      nan      nan (1746)
732 31   California, Pa.           0    0    0    0      nan      nan (1745)
733 31   Carroll, Wis.             0    0    0    0      nan      nan (1744)
734 31   Cent. Arkansas            0    0    0    0      nan      nan (1743)
735 31   Cent. Michigan            0    0    0    0      nan      nan (1742)
736 31   Cent. Washington          0    0    0    0      nan      nan (1741)
737 31   Citadel                   0    0    0    0      nan      nan (1740)
738 31   Coe                       0    0    0    0      nan      nan (1739)
739 31   Cumberland, Ky.           0    0    0    0      nan      nan (1738)
740 31   Defiance                  0    0    0    0      nan      nan (1737)
741 31   E. Illinois               0    0    0    0      nan      nan (1736)
742 31   Eliz. City St.            0    0    0    0      nan      nan (1735)
743 31   Elmhurst                  0    0    0    0      nan      nan (1734)
744 31   Framingham St.            0    0    0    0      nan      nan (1733)
745 31   Frostburg St.             0    0    0    0      nan      nan (1732)
746 31   Furman                    0    0    0    0      nan      nan (1731)
747 31   Graceland                 0    0    0    0      nan      nan (1730)
748 31   Haskell Indian            0    0    0    0      nan      nan (1729)
749 31   Henderson St.             0    0    0    0      nan      nan (1728)
750 31   Holy Cross                0    0    0    0      nan      nan (1727)
751 31   Idaho                     0    0    0    0      nan      nan (1726)
752 31   Iowa                      0    0    0    0      nan      nan (1725)
753 31   Lafayette                 0    0    0    0      nan      nan (1724)
754 31   Lawrence                  0    0    0    0      nan      nan (1723)
755 31   Lebanon Val.              0    0    0    0      nan      nan (1722)
756 31   Loras                     0    0    0    0      nan      nan (1721)
757 31   Mansfield                 0    0    0    0      nan      nan (1720)
758 31   Marietta                  0    0    0    0      nan      nan (1719)
759 31   Maryland                  0    0    0    0      nan      nan (1718)
760 31   Massachusetts             0    0    0    0      nan      nan (1717)
761 31   McPherson                 0    0    0    0      nan      nan (1716)
762 31   Menlo                     0    0    0    0      nan      nan (1715)
763 31   Missouri Val.             0    0    0    0      nan      nan (1714)
764 31   Morgan St.                0    0    0    0      nan      nan (1713)
765 31   N. Illinois               0    0    0    0      nan      nan (1712)
766 31   N. Michigan               0    0    0    0      nan      nan (1711)
767 31   Nebraska                  0    0    0    0      nan      nan (1710)
768 31   New Hampshire             0    0    0    0      nan      nan (1709)
769 31   New Mexico                0    0    0    0      nan      nan (1708)
770 31   Northwestern, IA          0    0    0    0      nan      nan (1707)
771 31   Ohio St.                  0    0    0    0      nan      nan (1706)
772 31   Rockford                  0    0    0    0      nan      nan (1705)
773 31   SW Missouri St.           0    0    0    0      nan      nan (1704)
774 31   SW Texas St.              0    0    0    0      nan      nan (1703)
775 31   San Diego St.             0    0    0    0      nan      nan (1702)
776 31   Shenandoah                0    0    0    0      nan      nan (1701)
777 31   Siena                     0    0    0    0      nan      nan (1700)
778 31   Southern Cal              0    0    0    0      nan      nan (1699)
779 31   St. Francis, Ill.         0    0    0    0      nan      nan (1698)
780 31   Stanford                  0    0    0    0      nan      nan (1697)
781 31   Swarthmore                0    0    0    0      nan      nan (1696)
782 31   Temple                    0    0    0    0      nan      nan (1695)
783 31   Trinity, Ill.             0    0    0    0      nan      nan (1694)
784 31   Upper Iowa                0    0    0    0      nan      nan (1693)
785 31   Urbana                    0    0    0    0      nan      nan (1692)
786 31   Virginia                  0    0    0    0      nan      nan (1691)
787 31   W. Virginia St.           0    0    0    0      nan      nan (1690)
788 31   Waynesburg                0    0    0    0      nan      nan (1689)
789 31   West Virginia             0    0    0    0      nan      nan (1688)
790 31   Wooster                   0    0    0    0      nan      nan (1687)
791 32   Assumption                0    0    0    0      nan      nan (1686)
792 32   Black Hills St.           0    0    0    0      nan      nan (1685)
793 32   California, Pa.           0    0    0    0      nan      nan (1684)
794 32   Chadron St.               0    0    0    0      nan      nan (1683)
795 32   Chapman                   0    0    0    0      nan      nan (1682)
796 32   Colgate                   0    0    0    0      nan      nan (1681)
797 32   Glenville St.             0    0    0    0      nan      nan (1680)
798 32   Hanover                   0    0    0    0      nan      nan (1679)
799 32   Houston                   0    0    0    0      nan      nan (1678)
800 32   Kalamazoo                 0    0    0    0      nan      nan (1677)
801 32   Kings, Pa.                0    0    0    0      nan      nan (1676)
802 32   Knox                      0    0    0    0      nan      nan (1675)
803 32   Marantha Baptist          0    0    0    0      nan      nan (1674)
804 32   Michigan                  0    0    0    0      nan      nan (1673)
805 32   Mississippi               0    0    0    0      nan      nan (1672)
806 32   Montana St.               0    0    0    0      nan      nan (1671)
807 32   Rhodes                    0    0    0    0      nan      nan (1670)
808 32   S. Dakota Mines           0    0    0    0      nan      nan (1669)
809 32   San Diego                 0    0    0    0      nan      nan (1668)
810 32   Southern Cal              0    0    0    0      nan      nan (1667)
811 32   Stonehill                 0    0    0    0      nan      nan (1666)
812 32   Tri-State IN              0    0    0    0      nan      nan (1665)
813 32   Waynesburg                0    0    0    0      nan      nan (1664)
814 33   Adrian                    0    0    0    0      nan      nan (1663)
815 33   Ala.-Birmingham           0    0    0    0      nan      nan (1662)
816 33   Arizona                   0    0    0    0      nan      nan (1661)
817 33   Austin Peay               0    0    0    0      nan      nan (1660)
818 33   Bowdoin                   0    0    0    0      nan      nan (1659)
819 33   Butler                    0    0    0    0      nan      nan (1658)
820 33   Cal Poly-SLO              0    0    0    0      nan      nan (1657)
821 33   Citadel                   0    0    0    0      nan      nan (1656)
822 33   Concordia, Ill.           0    0    0    0      nan      nan (1655)
823 33   Curry                     0    0    0    0      nan      nan (1654)
824 33   E. Michigan               0    0    0    0      nan      nan (1653)
825 33   Findlay                   0    0    0    0      nan      nan (1652)
826 33   Greenville                0    0    0    0      nan      nan (1651)
827 33   Heidelberg                0    0    0    0      nan      nan (1650)
828 33   Hiram Col.                0    0    0    0      nan      nan (1649)
829 33   Holy Cross                0    0    0    0      nan      nan (1648)
830 33   James Madison             0    0    0    0      nan      nan (1647)
831 33   Lewis & Clark             0    0    0    0      nan      nan (1646)
832 33   Maryville, Tenn.          0    0    0    0      nan      nan (1645)
833 33   Mass.-Boston              0    0    0    0      nan      nan (1644)
834 33   Memphis                   0    0    0    0      nan      nan (1643)
835 33   Mount St. Joseph          0    0    0    0      nan      nan (1642)
836 33   Oklahoma St.              0    0    0    0      nan      nan (1641)
837 33   Oregon St.                0    0    0    0      nan      nan (1640)
838 33   Penn St.                  0    0    0    0      nan      nan (1639)
839 33   Portland St.              0    0    0    0      nan      nan (1638)
840 33   Salisbury St.             0    0    0    0      nan      nan (1637)
841 33   Siena                     0    0    0    0      nan      nan (1636)
842 33   St. Ambrose               0    0    0    0      nan      nan (1635)
843 33   Texas Tech                0    0    0    0      nan      nan (1634)
844 33   Union, N.Y.               0    0    0    0      nan      nan (1633)
845 33   Vanderbilt                0    0    0    0      nan      nan (1632)
846 33   W. Virginia Tech          0    0    0    0      nan      nan (1631)
847 33   West Alabama              0    0    0    0      nan      nan (1630)
848 34   Air Force                 0    0    0    0      nan      nan (1629)
849 34   Albany, Ga.               0    0    0    0      nan      nan (1628)
850 34   Albright                  0    0    0    0      nan      nan (1627)
851 34   Appalachian St.           0    0    0    0      nan      nan (1626)
852 34   Averett College           0    0    0    0      nan      nan (1625)
853 34   Baylor                    0    0    0    0      nan      nan (1624)
854 34   Bowdoin                   0    0    0    0      nan      nan (1623)
855 34   Bowling Green             0    0    0    0      nan      nan (1622)
856 34   CSU-Northridge            0    0    0    0      nan      nan (1621)
857 34   Canisius                  0    0    0    0      nan      nan (1620)
858 34   Carroll, Wis.             0    0    0    0      nan      nan (1619)
859 34   Colorado                  0    0    0    0      nan      nan (1618)
860 34   Columbia                  0    0    0    0      nan      nan (1617)
861 34   Concordia, Neb.           0    0    0    0      nan      nan (1616)
862 34   Dartmouth                 0    0    0    0      nan      nan (1615)
863 34   E. Oregon                 0    0    0    0      nan      nan (1614)
864 34   Eliz. City St.            0    0    0    0      nan      nan (1613)
865 34   Fair. Dickinson           0    0    0    0      nan      nan (1612)
866 34   Fairfield                 0    0    0    0      nan      nan (1611)
867 34   Franklin                  0    0    0    0      nan      nan (1610)
868 34   Friends                   0    0    0    0      nan      nan (1609)
869 34   Georgia                   0    0    0    0      nan      nan (1608)
870 34   Glenville St.             0    0    0    0      nan      nan (1607)
871 34   Greensboro                0    0    0    0      nan      nan (1606)
872 34   Harvard                   0    0    0    0      nan      nan (1605)
873 34   Hawaii                    0    0    0    0      nan      nan (1604)
874 34   Heidelberg                0    0    0    0      nan      nan (1603)
875 34   Hillsdale                 0    0    0    0      nan      nan (1602)
876 34   Howard Payne              0    0    0    0      nan      nan (1601)
877 34   Huron                     0    0    0    0      nan      nan (1600)
878 34   Illinois St.              0    0    0    0      nan      nan (1599)
879 34   Indianapolis              0    0    0    0      nan      nan (1598)
880 34   Kansas                    0    0    0    0      nan      nan (1597)
881 34   Kent                      0    0    0    0      nan      nan (1596)
882 34   Kentucky                  0    0    0    0      nan      nan (1595)
883 34   Lakeland                  0    0    0    0      nan      nan (1594)
884 34   Livingstone               0    0    0    0      nan      nan (1593)
885 34   Louisiana St.             0    0    0    0      nan      nan (1592)
886 34   Luther                    0    0    0    0      nan      nan (1591)
887 34   Macalester                0    0    0    0      nan      nan (1590)
888 34   Martin Luther             0    0    0    0      nan      nan (1589)
889 34   Merchant Marine           0    0    0    0      nan      nan (1588)
890 34   Miami                     0    0    0    0      nan      nan (1587)
891 34   Minn.-Duluth              0    0    0    0      nan      nan (1586)
892 34   Mississippi Col.          0    0    0    0      nan      nan (1585)
893 34   Missouri-Rolla            0    0    0    0      nan      nan (1584)
894 34   N. Carolina St.           0    0    0    0      nan      nan (1583)
895 34   N. Dakota St.             0    0    0    0      nan      nan (1582)
896 34   New Mexico St.            0    0    0    0      nan      nan (1581)
897 34   Northeastern              0    0    0    0      nan      nan (1580)
898 34   Northwestern, IA          0    0    0    0      nan      nan (1579)
899 34   Oberlin                   0    0    0    0      nan      nan (1578)
900 34   Penn                      0    0    0    0      nan      nan (1577)
901 34   Princeton                 0    0    0    0      nan      nan (1576)
902 34   Purdue                    0    0    0    0      nan      nan (1575)
903 34   Rice                      0    0    0    0      nan      nan (1574)
904 34   Richmond                  0    0    0    0      nan      nan (1573)
905 34   Slippery Rock             0    0    0    0      nan      nan (1572)
906 34   St. Anselm                0    0    0    0      nan      nan (1571)
907 34   St. Joseph's, IN          0    0    0    0      nan      nan (1570)
908 34   St. Lawrence              0    0    0    0      nan      nan (1569)
909 34   St. Mary KS               0    0    0    0      nan      nan (1568)
910 34   St. Peter's               0    0    0    0      nan      nan (1567)
911 34   Swarthmore                0    0    0    0      nan      nan (1566)
912 34   Thiel                     0    0    0    0      nan      nan (1565)
913 34   Tulsa                     0    0    0    0      nan      nan (1564)
914 34   Villanova                 0    0    0    0      nan      nan (1563)
915 34   Wagner                    0    0    0    0      nan      nan (1562)
916 34   William & Mary            0    0    0    0      nan      nan (1561)
917 34   Wis.-Riv. Falls           0    0    0    0      nan      nan (1560)
918 34   Wofford                   0    0    0    0      nan      nan (1559)
919 34   Wyoming                   0    0    0    0      nan      nan (1558)
920 35   Alabama                   0    0    0    0      nan      nan (1557)
921 35   Allegheny                 0    0    0    0      nan      nan (1556)
922 35   Alma                      0    0    0    0      nan      nan (1555)
923 35   Anderson, Ind.            0    0    0    0      nan      nan (1554)
924 35   Arizona                   0    0    0    0      nan      nan (1553)
925 35   Austin Peay               0    0    0    0      nan      nan (1552)
926 35   Averett College           0    0    0    0      nan      nan (1551)
927 35   Benedict                  0    0    0    0      nan      nan (1550)
928 35   Bethel, Tenn.             0    0    0    0      nan      nan (1549)
929 35   Bowdoin                   0    0    0    0      nan      nan (1548)
930 35   Catholic U.               0    0    0    0      nan      nan (1547)
931 35   Cent. Florida             0    0    0    0      nan      nan (1546)
932 35   Cheyney                   0    0    0    0      nan      nan (1545)
933 35   Chowan                    0    0    0    0      nan      nan (1544)
934 35   Colorado                  0    0    0    0      nan      nan (1543)
935 35   Columbia                  0    0    0    0      nan      nan (1542)
936 35   Cornell                   0    0    0    0      nan      nan (1541)
937 35   Cornell, Iowa             0    0    0    0      nan      nan (1540)
938 35   Dakota Weslyn             0    0    0    0      nan      nan (1539)
939 35   Dickinson                 0    0    0    0      nan      nan (1538)
940 35   Dubuque                   0    0    0    0      nan      nan (1537)
941 35   Duquesne                  0    0    0    0      nan      nan (1536)
942 35   E. Tennessee St.          0    0    0    0      nan      nan (1535)
943 35   Fort Hays St.             0    0    0    0      nan      nan (1534)
944 35   Framingham St.            0    0    0    0      nan      nan (1533)
945 35   Franklin                  0    0    0    0      nan      nan (1532)
946 35   Guilford                  0    0    0    0      nan      nan (1531)
947 35   Illinois                  0    0    0    0      nan      nan (1530)
948 35   Illinois Weslyn           0    0    0    0      nan      nan (1529)
949 35   Kutztown                  0    0    0    0      nan      nan (1528)
950 35   Loras                     0    0    0    0      nan      nan (1527)
951 35   Macalester                0    0    0    0      nan      nan (1526)
952 35   Malone                    0    0    0    0      nan      nan (1525)
953 35   Maryland                  0    0    0    0      nan      nan (1524)
954 35   Michigan Tech             0    0    0    0      nan      nan (1523)
955 35   Middle Tenn.              0    0    0    0      nan      nan (1522)
956 35   Miss. Valley St.          0    0    0    0      nan      nan (1521)
957 35   Mississippi               0    0    0    0      nan      nan (1520)
958 35   Monmouth, Ill.            0    0    0    0      nan      nan (1519)
959 35   Morehead St.              0    0    0    0      nan      nan (1518)
960 35   Morgan St.                0    0    0    0      nan      nan (1517)
961 35   Mount St. Joseph          0    0    0    0      nan      nan (1516)
962 35   N. Arizona                0    0    0    0      nan      nan (1515)
963 35   N. Carolina St.           0    0    0    0      nan      nan (1514)
964 35   Navy                      0    0    0    0      nan      nan (1513)
965 35   Newport News              0    0    0    0      nan      nan (1512)
966 35   Oberlin                   0    0    0    0      nan      nan (1511)
967 35   Ouachita                  0    0    0    0      nan      nan (1510)
968 35   Panhandle St.             0    0    0    0      nan      nan (1509)
969 35   Pittsburgh                0    0    0    0      nan      nan (1508)
970 35   Princeton                 0    0    0    0      nan      nan (1507)
971 35   San Diego St.             0    0    0    0      nan      nan (1506)
972 35   Shenandoah                0    0    0    0      nan      nan (1505)
973 35   St. Francis, Pa.          0    0    0    0      nan      nan (1504)
974 35   St. John Fisher           0    0    0    0      nan      nan (1503)
975 35   St. John's, NY            0    0    0    0      nan      nan (1502)
976 35   Stonehill                 0    0    0    0      nan      nan (1501)
977 35   Stony Brook               0    0    0    0      nan      nan (1500)
978 35   Tabor                     0    0    0    0      nan      nan (1499)
979 35   Tennessee                 0    0    0    0      nan      nan (1498)
980 35   Texas                     0    0    0    0      nan      nan (1497)
981 35   Texas A&M                 0    0    0    0      nan      nan (1496)
982 35   Tiffin                    0    0    0    0      nan      nan (1495)
983 35   Trinity, Tex.             0    0    0    0      nan      nan (1494)
984 35   Tulane                    0    0    0    0      nan      nan (1493)
985 35   UCLA                      0    0    0    0      nan      nan (1492)
986 35   Union, Ky.                0    0    0    0      nan      nan (1491)
987 35   Upper Iowa                0    0    0    0      nan      nan (1490)
988 35   Utah St.                  0    0    0    0      nan      nan (1489)
989 35   VMI                       0    0    0    0      nan      nan (1488)
990 35   Virginia-Wise             0    0    0    0      nan      nan (1487)
991 35   W. Washington             0    0    0    0      nan      nan (1486)
992 35   West Chester              0    0    0    0      nan      nan (1485)
993 35   Wheaton                   0    0    0    0      nan      nan (1484)
994 35   Whittier                  0    0    0    0      nan      nan (1483)
995 35   William Jewell            0    0    0    0      nan      nan (1482)
996 35   William Penn              0    0    0    0      nan      nan (1481)
997 35   Wingate                   0    0    0    0      nan      nan (1480)
998 35   Wyoming                   0    0    0    0      nan      nan (1479)
999 36   California                0    0    0    0      nan      nan (1478)
1000 36   Cent. Methodist           0    0    0    0      nan      nan (1477)
1001 36   Dubuque                   0    0    0    0      nan      nan (1476)
1002 36   Earlham                   0    0    0    0      nan      nan (1475)
1003 36   Fair. Dickinson           0    0    0    0      nan      nan (1474)
1004 36   Fordham                   0    0    0    0      nan      nan (1473)
1005 36   Hampden-Sydney            0    0    0    0      nan      nan (1472)
1006 36   Harvard                   0    0    0    0      nan      nan (1471)
1007 36   Jacksonville FL           0    0    0    0      nan      nan (1470)
1008 36   Mass.-Boston              0    0    0    0      nan      nan (1469)
1009 36   Mount St. Joseph          0    0    0    0      nan      nan (1468)
1010 36   Nevada                    0    0    0    0      nan      nan (1467)
1011 36   Salisbury St.             0    0    0    0      nan      nan (1466)
1012 36   San Diego                 0    0    0    0      nan      nan (1465)
1013 36   Union, Ky.                0    0    0    0      nan      nan (1464)
1014 37   Augustana,Ill.            0    0    0    0      nan      nan (1463)
1015 37   Benedict                  0    0    0    0      nan      nan (1462)
1016 37   Clarion                   0    0    0    0      nan      nan (1461)
1017 37   Clark Atlanta             0    0    0    0      nan      nan (1460)
1018 37   Defiance                  0    0    0    0      nan      nan (1459)
1019 37   Earlham                   0    0    0    0      nan      nan (1458)
1020 37   Eureka                    0    0    0    0      nan      nan (1457)
1021 37   Fayetteville St.          0    0    0    0      nan      nan (1456)
1022 37   Florida                   0    0    0    0      nan      nan (1455)
1023 37   Fresno St.                0    0    0    0      nan      nan (1454)
1024 37   Heidelberg                0    0    0    0      nan      nan (1453)
1025 37   Juniata                   0    0    0    0      nan      nan (1452)
1026 37   Lane                      0    0    0    0      nan      nan (1451)
1027 37   Memphis                   0    0    0    0      nan      nan (1450)
1028 37   Miami, Ohio               0    0    0    0      nan      nan (1449)
1029 37   Nevada                    0    0    0    0      nan      nan (1448)
1030 37   Nevada LV                 0    0    0    0      nan      nan (1447)
1031 37   New Mexico St.            0    0    0    0      nan      nan (1446)
1032 37   North Alabama             0    0    0    0      nan      nan (1445)
1033 37   North Greenville          0    0    0    0      nan      nan (1444)
1034 37   Ohio Weslyn               0    0    0    0      nan      nan (1443)
1035 37   Oklahoma St.              0    0    0    0      nan      nan (1442)
1036 37   Pittsburgh                0    0    0    0      nan      nan (1441)
1037 37   Rhode Island              0    0    0    0      nan      nan (1440)
1038 37   San Jose St.              0    0    0    0      nan      nan (1439)
1039 37   Stanford                  0    0    0    0      nan      nan (1438)
1040 37   Stephen F.Austin          0    0    0    0      nan      nan (1437)
1041 37   Trinity, Conn.            0    0    0    0      nan      nan (1436)
1042 37   Virginia                  0    0    0    0      nan      nan (1435)
1043 37   W. Illinois               0    0    0    0      nan      nan (1434)
1044 37   Wake Forest               0    0    0    0      nan      nan (1433)
1045 37   Wayne, Mich.              0    0    0    0      nan      nan (1432)
1046 37   Whittier                  0    0    0    0      nan      nan (1431)
1047 37   William Jewell            0    0    0    0      nan      nan (1430)
1048 37   Wis.-Oshkosh              0    0    0    0      nan      nan (1429)
1049 37   Wis.-Stevens Pt.          0    0    0    0      nan      nan (1428)
1050 38   Ala.-Birmingham           0    0    0    0      nan      nan (1427)
1051 38   Albany, N.Y.              0    0    0    0      nan      nan (1426)
1052 38   Arizona St.               0    0    0    0      nan      nan (1425)
1053 38   Arkansas                  0    0    0    0      nan      nan (1424)
1054 38   Army                      0    0    0    0      nan      nan (1423)
1055 38   Auburn                    0    0    0    0      nan      nan (1422)
1056 38   Belhaven                  0    0    0    0      nan      nan (1421)
1057 38   Boise St.                 0    0    0    0      nan      nan (1420)
1058 38   Butler                    0    0    0    0      nan      nan (1419)
1059 38   Cal Lutheran              0    0    0    0      nan      nan (1418)
1060 38   California                0    0    0    0      nan      nan (1417)
1061 38   Capital                   0    0    0    0      nan      nan (1416)
1062 38   Cent. Michigan            0    0    0    0      nan      nan (1415)
1063 38   Central Conn. St.         0    0    0    0      nan      nan (1414)
1064 38   Chowan                    0    0    0    0      nan      nan (1413)
1065 38   Cincinnati                0    0    0    0      nan      nan (1412)
1066 38   Citadel                   0    0    0    0      nan      nan (1411)
1067 38   Cornell                   0    0    0    0      nan      nan (1410)
1068 38   Elon                      0    0    0    0      nan      nan (1409)
1069 38   Fort Valley St.           0    0    0    0      nan      nan (1408)
1070 38   Georgetown, D.C.          0    0    0    0      nan      nan (1407)
1071 38   Gettysburg                0    0    0    0      nan      nan (1406)
1072 38   Hawaii                    0    0    0    0      nan      nan (1405)
1073 38   Howard U.                 0    0    0    0      nan      nan (1404)
1074 38   Idaho St.                 0    0    0    0      nan      nan (1403)
1075 38   Indiana, Pa.              0    0    0    0      nan      nan (1402)
1076 38   Indianapolis              0    0    0    0      nan      nan (1401)
1077 38   Iowa                      0    0    0    0      nan      nan (1400)
1078 38   Jacksonville FL           0    0    0    0      nan      nan (1399)
1079 38   Kansas                    0    0    0    0      nan      nan (1398)
1080 38   Kentucky St.              0    0    0    0      nan      nan (1397)
1081 38   Lakeland                  0    0    0    0      nan      nan (1396)
1082 38   Lindenwood                0    0    0    0      nan      nan (1395)
1083 38   Louisiana Tech            0    0    0    0      nan      nan (1394)
1084 38   Louisiana-Lafay.          0    0    0    0      nan      nan (1393)
1085 38   Manchester                0    0    0    0      nan      nan (1392)
1086 38   Marshall                  0    0    0    0      nan      nan (1391)
1087 38   Minnesota                 0    0    0    0      nan      nan (1390)
1088 38   Missouri                  0    0    0    0      nan      nan (1389)
1089 38   Morehead St.              0    0    0    0      nan      nan (1388)
1090 38   N. Illinois               0    0    0    0      nan      nan (1387)
1091 38   Nevada                    0    0    0    0      nan      nan (1386)
1092 38   Nevada LV                 0    0    0    0      nan      nan (1385)
1093 38   Newberry                  0    0    0    0      nan      nan (1384)
1094 38   North Carolina            0    0    0    0      nan      nan (1383)
1095 38   North Central             0    0    0    0      nan      nan (1382)
1096 38   North Texas               0    0    0    0      nan      nan (1381)
1097 38   Northwood                 0    0    0    0      nan      nan (1380)
1098 38   Ohio St.                  0    0    0    0      nan      nan (1379)
1099 38   Pac. Lutheran             0    0    0    0      nan      nan (1378)
1100 38   Rice                      0    0    0    0      nan      nan (1377)
1101 38   SE Missouri               0    0    0    0      nan      nan (1376)
1102 38   SW Missouri St.           0    0    0    0      nan      nan (1375)
