Rnk Team                         WON LOST   PF   PA     RATE      SOS
--- ----                         --- ----  ---  ---  -------  -------
1859 Bloomsburg                     0    2   37   52   49.971   56.581 ( 32)
1860 Virginia Union                 0    3   67   87   49.949   56.033 ( 77)
1861 North Dakota                   0    3   61   78   49.933   55.947 ( 83)
1862 Delaware                       0    2   62   72   49.929   55.825 ( 97)
1863 ve                             3    0   70   32   49.883   41.719 (817)
1864 Ferris St.                     0    4   96  118   49.869   55.828 ( 96)
1865 C.W. Post                      0    2   26   39   49.813   56.658 ( 24)
1866 Delaware Val.                  0    2   33   42   49.794   55.693 (117)
1867 Tennessee Tech                 0    2   30   44   49.791   56.378 ( 41)
1868 Ark.-Monticello                0    2   42   62   49.771   56.593 ( 27)
1869 azarene                        2    0   61   16   49.724   37.296 (837)
1870 Youngstown St.                 0    2   30   45   49.716   56.590 ( 29)
1871 N. Carolina A&T                0    1   45   46   49.696   54.565 (326)
1872 East Stroudsburg               0    2   40   50   49.682   55.528 (141)
1873 Appalachian St.                0    2   55   64   49.645   55.313 (180)
1874 ines                           2    0   82   42   49.628   40.541 (829)
1875 Indianapolis                   0    5  137  192   49.596   55.805 ( 99)
1876 Wis.-Whitewater                0    4   67  113   49.585   56.814 ( 20)
1877 Texas Christian                0    2   45   55   49.563   55.403 (163)
1878 Gustav Adolphus                0    4   61  100   49.549   56.725 ( 23)
1879 Simpson, Iowa                  0    1   31   40   49.530   55.561 (138)
1880 DePauw                         0    1   26   30   49.435   54.915 (257)
1881 W. Kentucky                    0    2   38   47   49.406   55.312 (181)
1882 Hanover                        0    2   69   88   49.405   55.315 (178)
1883 Hampton U.                     0    4  100  149   49.402   56.143 ( 62)
1884 Wis.-Eau Claire                0    3   76  141   49.400   57.437 (  9)
1885 Toledo                         0    1   14   21   49.399   56.261 ( 49)
1886 Grand Valley St.               0    3   76   93   49.391   55.217 (201)
1887 Valparaiso                     0    3   77   96   49.375   55.279 (189)
1888 Merrimack                      0    2   31   59   49.361   56.820 ( 19)
1889 Drake                          0    2   66   80   49.331   55.347 (172)
1890 Westminster, Pa.               0    1   38   42   49.327   54.565 (316)
1891 Butler                         0    3  136  159   49.308   54.845 (270)
1892 ictine                         7    0  211  116   49.287   41.154 (825)
1893 N. Iowa                        0    3   79  106   49.282   55.855 ( 93)
1894 Wayne, Mich.                   0    2   39   53   49.276   55.534 (140)
1895 Joseph                         2    0   50   40   49.273   43.365 (799)
1896 Bryant College                 0    3   72   89   49.212   55.133 (219)
1897 Arkansas Tech                  0    3   81  128   49.191   56.536 ( 33)
1898 Grambling St.                  0    1   29   33   49.184   54.589 (307)
1899 Ottawa, Kan.                   0    1   22   25   49.156   54.560 (333)
1900 Kutztown                       0    2   51   69   49.155   55.528 (141)
1901 Bentley                        0    2   41   65   49.139   56.354 ( 43)
1902 Montclair St.                  0    2   63   71   49.136   54.458 (369)
1903 Geneva                         0    2   26   31   49.132   54.962 (247)
1904 Curry                          0    2   42   52   49.125   55.019 (239)
1905 Ursinus                        0    1   32   35   49.124   54.326 (402)
1906 Washington St.                 0    1   20   23   49.122   54.589 (303)
1907 Louisiana St.                  0    1   10   13   49.084   55.032 (235)
1908 Furman                         0    2   38   41   49.080   54.213 (436)
1909 Fort Hays St.                  0    4   74   99   49.051   55.456 (153)
1910 St. Mary's, Cal.               0    3   61   95   49.046   56.066 ( 71)
1911 New Hampshire                  0    2   48   62   48.945   55.422 (159)
1912 Missouri West. St              0    3   55   86   48.905   55.880 ( 90)
1913 Campbellsville                 0    2   55   73   48.904   55.126 (222)
1914 Texas Tech                     0    1   27   40   48.887   55.686 (121)
1915 Southern Miss.                 0    1    9   14   48.883   55.686 (121)
1916 Tri-State IN                   0    1   14   21   48.865   55.726 (112)
1917 Kansas Weslyn                  0    4   39   60   48.864   55.607 (132)
1918 Michigan Tech                  0    3   49   76   48.859   55.777 (103)
1919 Valley City St.                0    1   21   24   48.828   54.265 (420)
1920 Siena                          0    1   13   23   48.789   56.590 ( 29)
1921 Montana Tech                   0    2   51   58   48.768   54.265 (420)
1922 Claremont-Mudd                 0    1   17   20   48.751   54.326 (403)
1923 W. New England                 0    3   41   62   48.744   55.684 (123)
1924 Boise St.                      0    1   35   42   48.739   54.386 (392)
1925 Nevada LV                      0    3   66   73   48.733   54.145 (451)
1926 Dayton                         0    1   13   17   48.714   54.794 (276)
1927 W. Connecticut                 0    1   36   43   48.708   54.326 (402)
1928 McNeese St.                    0    2   51   79   48.679   55.864 ( 92)
1929 Pace                           0    5   84  133   48.679   55.896 ( 88)
1930 Anderson, Ind.                 0    1   10   17   48.675   56.059 ( 73)
1931 Salve Regina                   0    2   39   46   48.672   54.318 (406)
1932 Southern U.                    0    5  125  161   48.663   55.025 (237)
1933 Rowan                          0    2   30   37   48.662   54.488 (354)
1934 Morris Brown                   0    5   91  131   48.648   55.186 (204)
1935 Colorado St.                   0    1   10   13   48.642   54.589 (308)
1936 Lambuth                        0    4  121  165   48.641   55.080 (227)
1937 Minnesota                      0    2   65   79   48.619   54.470 (367)
1938 Missouri                       0    1   10   13   48.618   54.565 (327)
1939 Benedictine,Kan.               0    1   26   27   48.612   53.564 (524)
1940 Tennessee                      0    1   31   38   48.612   54.386 (386)
1941 Southern Cal                   0    1   27   33   48.609   54.386 (386)
1942 Mississippi Col.               0    5  114  161   48.608   55.597 (136)
1943 Chadron St.                    0    1   22   28   48.586   54.589 (309)
1944 West Georgia                   0    1   35   45   48.579   54.565 (317)
1945 Syracuse                       0    3   44   76   48.554   56.116 ( 64)
1946 Hofstra                        0    3   90  130   48.549   55.273 (190)
1947 Akron                          0    4  100  159   48.538   55.967 ( 80)
1948 Notre Dame                     0    1   21   27   48.506   54.565 (324)
1949 Azusa Pacific                  0    1   21   27   48.505   54.560 (333)
1950 Tarleton St.                   0    3   69  109   48.499   55.667 (131)
1951 Troy St.                       0    3   57   77   48.489   55.161 (212)
1952 S. Arkansas                    0    4   94  137   48.484   55.483 (150)
1953 Augustana,S.D.                 0    4   61  109   48.478   55.672 (129)
1954 Mississippi St.                0    3   87  113   48.461   54.500 (350)
1955 Upper Iowa                     0    3   54   73   48.434   54.808 (275)
1956 Arizona St.                    0    2   55   75   48.422   55.272 (192)
1957 Colorado                       0    2   38   45   48.419   54.063 (466)
1958 Jackson St.                    0    4  110  135   48.418   54.281 (416)
1959 E. Washington                  0    2   48   56   48.414   53.956 (478)
1960 UCLA                           0    1   35   38   48.400   53.561 (525)
1961 Shepherd                       0    3   79   91   48.395   53.856 (491)
1962 Auburn                         0    1   10   17   48.380   55.770 (106)
1963 Ashland                        0    3   68  111   48.371   55.777 (103)
1964 Indiana                        0    2   71   93   48.335   54.470 (367)
1965 Bethany, Kan.                  0    2   26   34   48.316   54.449 (371)
1966 N. Illinois                    0    3   71  126   48.315   56.104 ( 66)
1967 Millsaps                       0    1   23   31   48.277   54.589 (305)
1968 John Carroll                   0    3   85  103   48.264   54.211 (437)
1969 Middle Tenn.                   0    2   44   75   48.259   55.401 (165)
1970 Mercyhurst                     0    4   97  177   48.215   56.168 ( 60)
1971 Concordia, Moor.               0    5   99  193   48.207   56.296 ( 47)
1972 Jacksonville FL                0    4   78  108   48.188   54.913 (260)
1973 Tn.-Chattanooga                0    4   83  116   48.173   54.881 (262)
1974 Clarion                        0    2   47   64   48.171   54.938 (252)
1975 Coe                            0    1   26   28   48.170   53.302 (556)
1976 St. Peter's                    0    2   29   35   48.144   53.816 (497)
1977 Virginia St.                   0    3   73  106   48.103   54.843 (271)
1978 New Haven                      0    4   85  119   48.097   54.978 (244)
1979 W. Illinois                    0    1   18   25   48.088   54.565 (319)
1980 Mid-Am Nazarene                0    2   41   48   48.073   53.661 (519)
1981 Slippery Rock                  0    2   30   48   48.071   55.475 (152)
1982 Wis.-Stevens Pt.               0    6   96  182   48.045   56.143 ( 63)
1983 California, Pa.                0    3   44   83   48.028   56.096 ( 69)
1984 E. Illinois                    0    2   53   78   48.023   55.366 (169)
1985 James Madison                  0    3   43   67   48.006   55.022 (238)
1986 San Diego St.                  0    2   29   44   47.983   54.577 (314)
1987 North Alabama                  0    4   91  148   47.983   55.260 (194)
1988 Augsburg                       0    6   66  155   47.953   56.590 ( 28)
1989 Bluffton                       0    1   14   26   47.937   56.059 ( 72)
1990 Shippensburg                   0    3   46   90   47.936   56.020 ( 78)
1991 Rensselaer                     0    3   54   75   47.909   54.494 (351)
1992 Lycoming                       0    1   14   16   47.899   53.302 (555)
1993 Nichols                        0    2   31   90   47.897   56.928 ( 13)
1994 Wis.-Oshkosh                   0    6   94  187   47.894   56.107 ( 65)
1995 McKendree                      0    2   33   55   47.891   55.309 (182)
1996 Allegheny                      0    2   62  102   47.885   55.415 (161)
1997 Massachusetts                  0    1   16   24   47.884   54.782 (279)
1998 Alabama                        0    4   73  120   47.872   55.729 (111)
1999 E. Oregon                      0    3   63  109   47.854   55.171 (207)
2000 Bates                          0    1   34   46   47.830   54.077 (463)
2001 Alabama A&M                    0    4   68   96   47.830   54.488 (358)
2002 Bridgewater,Va.                0    2   76   84   47.829   53.219 (566)
2003 Ark.-Pine Bluff                0    5   99  142   47.829   54.562 (331)
2004 Doane                          0    2   35   40   47.808   53.240 (563)
2005 Harding                        0    5  124  191   47.807   54.988 (241)
2006 Towson St.                     0    1   33   45   47.805   54.103 (455)
2007 Jamestown                      0    3   59   77   47.794   54.050 (469)
2008 Louisiana Tech                 0    3   68  103   47.793   54.540 (336)
2009 East Carolina                  0    3   65  103   47.789   54.717 (287)
2010 Stanford                       0    1   27   40   47.768   54.565 (320)
2011 Macalester                     0    5   83  190   47.754   56.748 ( 21)
2012 Tufts                          0    1   20   27   47.753   54.077 (461)
2013 Puget Sound                    0    2   36   64   47.747   55.402 (164)
2014 CSU-Northridge                 0    2   83  113   47.744   54.476 (364)
2015 Nebraska-Kearney               0    3   62  110   47.742   55.204 (203)
2016 Marshall                       0    3   49   84   47.725   55.330 (174)
2017 Northwestern                   0    1   14   41   47.705   58.678 (  1)
2018 Ohio U.                        0    2   34   50   47.693   54.851 (269)
2019 Sacred Heart                   0    1   20   31   47.693   54.794 (276)
2020 Ohio Northern                  0    2   52  107   47.687   56.261 ( 51)
2021 Cent. Florida                  0    3   58  105   47.681   55.384 (166)
2022 Hamline                        0    6   79  196   47.674   56.297 ( 46)
2023 Texas Southern                 0    3   59   99   47.671   55.269 (193)
2024 Belhaven                       0    3   71  132   47.663   55.506 (145)
2025 Wagner                         0    4   94  119   47.655   53.713 (513)
2026 Wash. & Jeff.                  0    2   59   78   47.650   53.459 (536)
2027 Miles                          0    3   55   68   47.633   53.386 (546)
2028 Hardin-Simmons                 0    1   14   38   47.593   58.083 (  5)
2029 New Mexico St.                 0    3   54  102   47.591   55.602 (134)
2030 Winston-Salem                  0    1   13   20   47.585   54.565 (316)
2031 Sewanee                        0    2   50   70   47.583   53.954 (479)
2032 Sacramento St.                 0    1   23   35   47.583   54.565 (321)
2033 Mass. Maritime                 0    3   60   87   47.580   54.341 (401)
2034 New Mexico                     0    3   43   71   47.565   54.290 (413)
2035 Tusculum                       0    3   65  127   47.540   55.030 (236)
2036 Utah                           0    3   65   96   47.511   54.290 (412)
2037 Benedict                       0    2   54   97   47.499   55.016 (240)
2038 Cent. Washington               0    3   58  123   47.497   55.948 ( 82)
2039 Nebraska-Omaha                 0    2   38   67   47.496   55.078 (229)
2040 Dickinson St.                  0    2   56   70   47.484   53.376 (549)
2041 Greensboro                     0    2   54   85   47.478   54.386 (389)
2042 Johnson C. Smith               0    6  117  218   47.473   55.505 (147)
2043 N.C. Central                   0    5   65  148   47.456   56.070 ( 70)
2044 San Jose St.                   0    2   54   81   47.452   54.307 (409)
2045 Albany, N.Y.                   0    3   76  141   47.440   54.983 (242)
2046 Lafay.                         1    0   21   18   47.427   41.891 (815)
2047 Simon Fraser                   0    4   83  166   47.423   55.698 (115)
2048 Winona St.                     0    3   67   96   47.422   53.988 (476)
2049 Illinois St.                   0    3   37   94   47.421   54.976 (245)
2050 Mass.-Dartmouth                0    3   83  141   47.410   54.479 (363)
2051 Worcester St.                  0    1   14   21   47.387   54.251 (426)
2052 Buffalo                        0    3   47  114   47.378   54.691 (290)
2053 S. Illinois                    0    6   98  175   47.377   55.272 (191)
2054 Montana St.                    0    6   91  157   47.364   55.143 (216)
2055 Louisville                     0    3   42   81   47.352   54.947 (251)
2056 Delaware St.                   0    2   41   90   47.334   56.428 ( 38)
2057 West Chester                   0    2    6   18   47.313   54.604 (301)
2058 Fresno St.                     0    2   20   47   47.311   56.865 ( 18)
2059 SW Missouri St.                0    4   49   99   47.306   55.033 (233)
2060 McMurry                        0    4   44   85   47.274   55.714 (114)
2061 Georgia Tech                   0    3   58   84   47.264   54.042 (470)
2062 Wittenberg                     0    1   15   32   47.262   56.261 ( 49)
2063 Wis.-Riv. Falls                0    3   47   89   47.261   55.248 (197)
2064 Kings, Pa.                     0    2   39   75   47.259   55.151 (214)
2065 W. Carolina                    0    4   87  172   47.248   54.915 (259)
2066 St. Francis, Ind.              0    1   19   37   47.248   55.686 (119)
2067 Illinois                       0    2   33   75   47.238   55.177 (206)
2068 Vanderbilt                     0    3   51   75   47.232   54.185 (444)
2069 Wofford                        0    2   33   66   47.192   55.485 (149)
2070 Midland Lutheran               0    3   53   78   47.190   54.228 (432)
2071 Southwestern, KS               0    3   58   71   47.164   53.247 (562)
2072 St. Ambrose                    0    2   28   41   47.155   53.881 (487)
2073 Norwich                        0    3   44   81   47.125   54.981 (243)
2074 Washburn                       0    6  142  225   47.119   54.277 (418)
2075 Juniata                        0    4   66   90   47.111   53.783 (501)
2076 N. Michigan                    0    3   59   98   47.105   54.678 (294)
2077 Weber St.                      0    2   31   62   47.101   55.322 (176)
2078 E. New Mexico                  0    4   66   95   47.090   53.710 (514)
2079 Hastings                       0    3   57   80   47.079   53.730 (508)
2080 Defiance                       0    1    7   17   47.045   56.059 ( 72)
2081 Angelo St.                     0    4   40   61   47.034   53.800 (499)
2082 Mount Senario                  0    1   19   26   47.032   53.431 (544)
2083 W. Virginia St.                0    5   75  126   47.027   54.223 (435)
2084 Tennessee St.                  0    7  115  258   47.004   55.836 ( 94)
2085 Carson-Newman                  0    1   42   45   46.994   52.077 (602)
2086 Widener                        0    2   51  105   46.983   55.294 (186)
2087 Houston                        0    3   36   96   46.979   55.437 (156)
2088 W. Oregon                      0    4   49  102   46.978   55.675 (128)
2089 Connecticut                    0    6   99  235   46.972   55.321 (177)
2090 Murray St.                     0    4   94  176   46.971   55.169 (208)
2091 S. Carolina St.                0    6  118  292   46.958   55.922 ( 85)
2092 Westfield St.                  0    5   45   94   46.937   54.516 (345)
2093 Rocky Mountain                 0    4   53   97   46.935   54.149 (450)
2094 Cent. Arkansas                 0    5  137  227   46.928   54.539 (337)
2095 Hawaii                         0    4   96  182   46.871   55.715 (113)
2096 Texas-El Paso                  0    1   14   47   46.862   58.678 (  1)
2097 MaryHardin-Baylor              0    1    7   21   46.861   57.222 ( 10)
2098 llege                          1    0   34   18   46.834   38.560 (833)
2099 Minn.-Duluth                   0    2   53   86   46.829   54.109 (454)
2100 Bethany,W.Va.                  0    2   32   52   46.808   54.193 (441)
2101 Brigham Young                  0    4   67  134   46.764   54.828 (272)
2102 Concordia, St.P.               0    2   34   68   46.760   54.962 (249)
2103 Fair. Dickinson                0    3   64   76   46.752   52.461 (596)
2104 Emory & Henry                  0    2   54   88   46.748   54.458 (369)
2105 Eliz. City St.                 0    6  116  223   46.736   54.891 (261)
2106 Southwest St.                  0    7  170  307   46.735   54.870 (265)
2107 Carroll, Mont.                 0    3   37   63   46.731   54.531 (339)
2108 Arizona                        0    1   17   30   46.729   54.589 (310)
2109 St. Francis, Ill.              0    3   38   80   46.729   55.435 (157)
2110 Rochester                      0    3   32   71   46.721   55.502 (148)
2111 Norfolk St.                    0    5   60  130   46.716   55.505 (146)
2112 Minn. St.-Mankato              0    8  123  260   46.704   55.694 (116)
2113 Minn.-Crookston                0    4   60  137   46.698   55.049 (231)
2114 Abilene Christian              0    8  115  195   46.695   53.889 (485)
2115 Cent. Oklahoma                 0    5   82  131   46.688   53.687 (515)
2116 Michigan St.                   0    1   17   37   46.662   55.789 (100)
2117 Augustana,Ill.                 0    1   16   20   46.647   52.529 (593)
2118 Mississippi                    0    2   47   69   46.631   53.913 (483)
2119 Fayetteville St.               0    5   86  178   46.630   55.132 (220)
2120 California                     0    2   27   51   46.628   54.488 (356)
2121 Framingham St.                 0    5   76  134   46.613   54.516 (345)
2122 Pittsburg St.                  0    3   38   66   46.608   54.932 (253)
2123 Culver-Stockton                0    5   87  147   46.582   54.022 (473)
2124 Florida                        0    2   42   77   46.574   55.180 (205)
2125 Jacksonville St.               0    5   68  149   46.557   54.652 (297)
2126 Boston College                 0    2   48   82   46.555   54.560 (332)
2127 Malone                         0    3   55  112   46.528   54.679 (293)
2128 Bridgewater,Mass.              0    1    7   14   46.517   54.386 (391)
2129 Texas Lutheran                 0    5   90  204   46.512   55.945 ( 84)
2130 Walsh OH                       0    4   98  159   46.512   54.172 (448)
2131 Ouachita                       0    7   97  218   46.512   55.301 (185)
2132 Florida A&M                    0    3   20   69   46.484   55.829 ( 95)
2133 Salisbury St.                  0    2   31   40   46.484   52.663 (591)
2134 North Texas                    0    1   28   53   46.473   54.565 (325)
2135 Ripon                          0    1   31   54   46.465   54.041 (471)
2136 Sul Ross St.                   0    6   82  206   46.458   55.770 (105)
2137 Tulsa                          0    6   93  189   46.446   55.214 (202)
2138 Otterbein                      0    5   91  161   46.441   54.229 (427)
2139 Wilmington, Ohio               0    2   37   80   46.439   55.308 (184)
2140 W. Washington                  0    1   20   37   46.436   54.565 (318)
2141 Sioux Falls                    0    3   79  128   46.420   53.606 (523)
2142 W. Texas A&M                   0    5   81  173   46.388   55.119 (223)
2143 Dakota St.                     0    4   75  140   46.388   54.685 (292)
2144 Alcorn St.                     0   11  159  297   46.387   54.368 (396)
2145 N. Colorado                    0    6   65  161   46.373   56.199 ( 59)
2146 S. Dakota St.                  0    5   55  149   46.365   55.963 ( 81)
2147 Albright                       0    2   58   79   46.337   52.790 (586)
2148 NW Missouri St.                0    1   17   31   46.329   54.386 (387)
2149 Midwestern St.,TX              0    4   57  101   46.325   53.836 (493)
2150 Kentucky St.                   0    3   82  145   46.316   53.919 (482)
2151 Rhode Island                   0    3   49   68   46.309   52.869 (580)
2152 NE Oklahoma                    0    2   33   61   46.307   54.296 (411)
2153 Brockport St.                  0    1    6   13   46.301   54.326 (404)
2154 Newberry                       0    3   64  132   46.298   55.168 (209)
2155 Menlo                          0    2   66  108   46.258   53.090 (572)
2156 Missouri Val.                  0    4   75  135   46.234   53.197 (568)
2157 Sam Houston St.                0    3   34   86   46.211   55.248 (196)
2158 Dartmouth                      0    1   21   42   46.211   54.782 (279)
2159 Chowan                         0    2   20   39   46.195   54.386 (390)
2160 Millikin                       0    2   29   57   46.195   53.442 (539)
2161 Truman State                   0    5   82  183   46.191   54.964 (246)
2162 Georgia                        0    2   25   48   46.190   54.523 (343)
2163 Nicholls St.                   0    8   96  199   46.183   54.164 (449)
2164 Delta St.                      0    1   10   24   46.179   55.680 (125)
2165 Cent. Missouri                 0    4   67  129   46.170   53.941 (481)
2166 Stonehill                      0    2   32   82   46.169   56.354 ( 43)
2167 Arkansas St.                   0    4   73  160   46.164   55.041 (232)
2168 Alfred                         0    2   27   50   46.148   54.278 (417)
2169 Pomona-Pitzer                  0    2   23   37   46.144   53.462 (534)
2170 Wingate                        0    4   75  172   46.143   54.724 (285)
2171 Louisiana-Lafay.               0    7  103  221   46.141   54.484 (361)
2172 Clemson                        0    3   55  126   46.134   54.717 (286)
2173 Fitchburg St.                  0    3   26   52   46.129   53.525 (529)
2174 Rice                           0    3   37  104   46.107   56.098 ( 68)
2175 St. Thomas, Minn.              0    3   40   98   46.093   56.164 ( 61)
2176 N. Arizona                     0    3   43   97   46.086   55.070 (230)
2177 ble                            3    0   97   72   46.083   39.727 (832)
2178 Morgan St.                     0    7  117  300   46.069   55.527 (143)
2179 St. Anselm                     0    1   13   25   46.068   54.376 (395)
2180 E. Kentucky                    0    4   15   98   46.057   55.895 ( 89)
2181 Carnegie-Mellon                0    2   19   47   46.028   55.897 ( 86)
2182 West Virginia                  0    1   20   48   46.028   55.680 (125)
2183 Henderson St.                  0    8  151  354   46.019   55.314 (179)
2184 Memphis                        0    3   15   54   46.016   55.680 (124)
2185 Kentucky                       0    4   51  124   46.012   54.817 (274)
2186 Canisius                       0    1    0   13   46.005   56.590 ( 30)
2187 dian                           2    0   54   26   46.004   38.217 (835)
2188 Maryland                       0    4   56  137   45.987   54.269 (419)
2189 San Diego                      0    1   23   24   45.986   50.963 (619)
2190 Willamette                     0    4   56  119   45.978   54.433 (373)
2191 Findlay                        0    4   42  126   45.977   55.740 (108)
2192 Temple                         0    3   40   95   45.964   55.367 (167)
2193 Stephen F.Austin               0    3   68  127   45.960   54.419 (380)
2194 Gannon                         0    4   82  145   45.953   53.381 (548)
2195 Savannah St.                   0    6   93  198   45.952   55.135 (218)
2196 St. Joseph's, IN               0    5   66  162   45.949   55.108 (224)
2197 Aurora                         0    2   13   41   45.929   54.175 (447)
2198 Bowdoin                        0    1   11   21   45.922   54.077 (462)
2199 Emporia St.                    0    5   65  161   45.904   54.488 (353)
2200 Franklin&Marshall              0    4   40  131   45.891   54.376 (394)
2201 Millersville                   0    2   16   50   45.879   56.323 ( 45)
2202 West Alabama                   0    6  102  241   45.862   55.219 (200)
2203 MIT                            0    4   52  121   45.852   55.324 (175)
2204 Western St.,Colo.              0    4   63  140   45.846   55.082 (226)
2205 TX A&M-Commerce                0    6   69  157   45.833   54.056 (467)
2206 Mars Hill                      0    3   43  101   45.821   53.944 (480)
2207 Baldwin-Wallace                0    4   50  116   45.812   54.252 (425)
2208 Tulane                         0    3   61  142   45.795   55.292 (187)
2209 Wilkes                         0    1   21   35   45.791   53.302 (554)
2210 Methodist                      0    2   15   40   45.773   54.488 (355)
2211 Franklin                       0    2   31   50   45.760   53.450 (537)
2212 Ball St.                       0    3   31  109   45.742   56.480 ( 36)
2213 South Dakota                   0    3   41  108   45.741   56.101 ( 67)
2214 Huron                          0    2   45   82   45.736   53.732 (507)
2215 Alabama St.                    0    3   42   93   45.719   54.958 (250)
2216 Ky. Wesleyan                   0    6  135  317   45.707   54.527 (340)
2217 Bethel, Kan.                   0    2   31   71   45.700   55.607 (132)
2218 Army                           0    4   68  166   45.694   55.521 (144)
2219 NW Louisiana                   0    5   57  112   45.682   54.310 (407)
2220 Mansfield                      0    5   77  156   45.667   54.431 (377)
2221 Muhlenberg                     0    2   23   48   45.656   54.474 (365)
2222 St. Cloud St.                  0    9  144  359   45.638   55.356 (171)
2223 Idaho                          0    1   16   28   45.636   53.439 (542)
2224 Olivet Nazarene                0    2   20   78   45.618   55.873 ( 91)
2225 Morehouse                      0    2   33   70   45.596   54.789 (278)
2226 St. Xavier                     0    2   28   83   45.586   55.309 (182)
2227 Washington, MO                 0    2   17   42   45.570   53.722 (511)
2228 W. Virginia Tech               0    4   68  162   45.564   53.827 (495)
2229 Fairmont St.                   0    3   44  105   45.552   54.741 (284)
2230 Mount St. Joseph               0    1   17   19   45.534   50.841 (620)
2231 Louisiana College              0    7  105  262   45.514   55.598 (135)
2232 Bethel, Minn.                  0    1   13   41   45.496   56.923 ( 15)
2233 Urbana                         0    4   69  163   45.489   55.136 (217)
2234 Austin Col.                    0    3   14   71   45.488   56.740 ( 22)
2235 Marietta                       0    5  113  237   45.486   54.229 (428)
2236 William Jewell                 0    3   51   82   45.468   52.972 (577)
2237 Baker                          0    2   12   41   45.459   54.290 (415)
2238 Livingstone                    0    5   58  142   45.448   54.658 (296)
2239 Arkansas                       0    2   31   65   45.422   54.557 (335)
2240 Evangel                        0    3   26   60   45.384   53.751 (504)
2241 Kansas                         0    1   17   31   45.380   53.438 (543)
2242 SE Missouri                    0    6   93  230   45.371   55.564 (137)
2243 Cent. Michigan                 0    2   21   71   45.348   56.426 ( 39)
2244 Concordia, Neb.                0    3   50   80   45.347   52.722 (589)
2245 Cal Poly-SLO                   0    3   58  117   45.335   54.099 (456)
2246 Bowie St.                      0    6   95  237   45.318   54.687 (291)
2247 Gettysburg                     0    5   94  177   45.316   53.235 (565)
2248 Wayne, Neb.                    0    6   74  225   45.297   54.638 (299)
2249 Ithaca                         0    2   41   82   45.294   54.356 (399)
2250 Humboldt St.                   0    5   62  135   45.289   54.050 (468)
2251 Baylor                         0    1   22   50   45.289   54.565 (328)
2252 Buffalo St.                    0    3   41  102   45.268   54.583 (313)
2253 Jersey City St.                0    6   35  135   45.263   54.603 (302)
2254 Cal Lutheran                   0    3   89  152   45.219   53.495 (531)
2255 Clark Atlanta                  0    3   33   90   45.218   54.874 (263)
2256 Worcester Tech                 0    6  104  216   45.206   54.132 (453)
2257 Lake Forest                    0    3   52   84   45.206   53.105 (571)
2258 Nevada                         0    5   83  201   45.200   55.260 (195)
2259 Rutgers                        0    3   37  122   45.182   55.367 (167)
2260 Taylor                         0    5   68  190   45.122   54.139 (452)
2261 NewJersey-Trenton              0    4   55  131   45.106   54.482 (362)
2262 Knox                           0    4   78  128   45.074   52.902 (579)
2263 Presbyterian                   0    1   14   45   45.049   56.597 ( 26)
2264 Capital                        0    5  108  245   45.042   54.229 (430)
2265 Monmouth, N.J.                 0    3   24   73   45.008   54.868 (266)
2266 Cornell, Iowa                  0    2   34   48   45.005   52.071 (605)
2267 Nebraska Weslyn                0    3   47  121   44.991   54.485 (359)
2268 North Carolina                 0    3   62  143   44.952   53.874 (489)
2269 Frostburg St.                  0    3   32   60   44.943   53.065 (573)
2270 Citadel                        0    4   44  128   44.935   54.763 (282)
2271 W. Va. Weslyn                  0    6   94  241   44.931   54.397 (384)
2272 St. Olaf                       0    3   37  119   44.921   56.276 ( 48)
2273 Kent                           0    4   45  131   44.912   54.206 (439)
2274 Cumberland, Ky.                0    5   93  213   44.893   53.305 (552)
2275 Villanova                      0    3   81  143   44.886   53.249 (560)
2276 N.Mex.Highlands                0    6   68  206   44.881   54.306 (410)
2277 S. Dakota Mines                0    5   52  122   44.869   53.750 (505)
2278 Virginia                       0    4   59  152   44.863   54.518 (344)
2279 William & Mary                 0    3   37  116   44.858   55.426 (158)
2280 Morningside                    0    9   95  339   44.844   55.450 (155)
2281 Albion                         0    1   17   41   44.839   54.589 (311)
2282 Marist                         0    2   32   84   44.808   55.147 (215)
2283 Wake Forest                    0    5   70  174   44.806   54.178 (445)
2284 Cortland St.                   0    4   41  103   44.788   54.422 (379)
2285 Catholic U.                    0    3   64  114   44.784   52.683 (590)
2286 Duke                           0    7  107  306   44.779   54.614 (300)
2287 Northeastern                   0    4   62  109   44.773   52.841 (585)
2288 SW Oklahoma                    0    4   35  106   44.755   54.399 (382)
2289 North Greenville               0    5   62  172   44.729   54.093 (458)
2290 r (MO)                         2    0   71   55   44.729   38.552 (834)
2291 Glenville St.                  0    5   41  131   44.716   54.177 (446)
2292 Fort Lewis                     0    6   74  248   44.692   55.079 (228)
2293 Moorhead St.                   0    7   63  235   44.663   54.660 (295)
2294 Austin Peay                    0    5   57  209   44.660   54.208 (438)
2295 Beloit                         0    5   89  178   44.638   53.010 (575)
2296 Colorado Mines                 0    6   96  293   44.630   55.128 (221)
2297 Springfield                    0    1   19   48   44.609   54.589 (303)
2298 Howard U.                      0    5   73  214   44.587   55.032 (234)
2299 Buena Vista                    0    1    6   21   44.580   55.561 (138)
2300 Cumberland, Tenn.              0    3   50  109   44.578   53.835 (494)
2301 Case Reserve                   0    3   28  109   44.556   56.059 ( 75)
2302 Heidelberg                     0    5   87  233   44.545   54.229 (429)
2303 Albany, Ga.                    0    3   23   90   44.535   55.243 (198)
