Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Florida St                                 12     0     0   458   203  120.243
   2 Nebraska                                   12     1     0   442   171  117.950
   3 Virginia Tech                              11     1     0   484   162  117.776
   4 Michigan St                                10     2     0   378   245  116.567
   5 Michigan                                   10     2     0   361   247  116.497
   6 Kansas St                                  11     1     0   457   164  115.717
   7 Wisconsin                                  10     2     0   409   154  115.599
   8 Alabama                                    10     3     0   378   265  115.557
   9 Penn St                                    10     3     0   417   234  115.457
  10 Tennessee                                   9     3     0   369   194  115.092
  11 Marshall                                   13     0     0   463   137  114.651
  12 Florida                                     9     4     0   403   272  114.395
  13 Miami FL                                    9     4     0   432   220  113.684
  14 Mississippi St                             10     2     0   255   156  113.237
  15 Illinois                                    8     4     0   388   275  112.423
  16 Minnesota                                   8     4     0   368   196  112.336
  17 Southern Miss                               9     3     0   333   189  112.312
  18 Purdue                                      7     5     0   384   305  111.941
  19 Arkansas                                    8     4     0   353   214  111.823
  20 Texas                                       9     5     0   450   295  111.582
  21 Oregon                                      9     3     0   410   284  111.533
  22 Georgia Tech                                8     4     0   461   361  111.523
  23 Texas A&M                                   8     4     0   318   232  111.437
  24 Mississippi                                 8     4     0   323   228  111.218
  25 Georgia                                     8     4     0   336   310  110.863
  26 Ohio St                                     6     6     0   285   287  110.859
  27 Clemson                                     6     6     0   322   253  110.843
  28 East Carolina                               9     3     0   333   225  110.632
  29 Utah                                        9     3     0   380   210  110.377
  30 Brigham Young                               8     4     0   335   251  110.352
  31 Stanford                                    8     4     0   418   364  110.321
  32 Virginia                                    7     5     0   345   365  110.257
  33 Oklahoma                                    7     5     0   430   229  110.026
  34 Washington                                  7     5     0   331   302  109.773
  35 Louisiana Tech                              8     3     0   389   306  109.537
  36 Wake Forest                                 7     5     0   266   209  109.470
  37 Colorado St                                 8     4     0   345   269  109.462
  38 Colorado                                    7     5     0   405   311  109.425
  39 Auburn                                      5     6     0   233   236  109.263
  40 Notre Dame                                  5     7     0   348   331  109.039
  41 Oregon St                                   7     5     0   347   277  108.834
  42 Kentucky                                    6     6     0   328   343  108.784
  43 Syracuse                                    7     5     0   300   256  108.707
  44 Southern Cal                                6     6     0   348   278  108.426
  45 Louisville                                  7     5     0   443   365  108.330
  46 Wyoming                                     7     4     0   302   270  108.191
  47 Boston College                              8     4     0   297   308  108.097
  48 N.C. State                                  6     6     0   244   302  107.993
  49 Houston                                     7     4     0   254   211  107.944
  50 Arizona                                     6     6     0   339   364  107.736
  51 Boise St                                   10     3     0   430   277  107.722
  52 Arizona St                                  6     6     0   285   311  107.701
  53 Vanderbilt                                  5     6     0   252   256  107.673
  54 TCU                                         8     4     0   362   213  107.596
  55 Maryland                                    5     6     0   292   260  107.591
  56 Memphis                                     5     6     0   232   182  107.496
  57 Oklahoma St                                 5     6     0   267   274  107.394
  58 Air Force                                   6     5     0   264   218  107.316
  59 Fresno St                                   8     5     0   413   282  107.216
  60 San Diego St                                5     6     0   272   226  107.214
  61 Indiana                                     4     7     0   291   386  107.063
  62 Ga Southern                                12     2     0   671   262  106.981
  63 UAB                                         5     6     0   248   279  106.903
  64 Hawaii                                      9     4     0   371   349  106.857
  65 California                                  4     7     0   180   254  106.600
  66 UCLA                                        4     7     0   230   311  106.567
  67 Texas Tech                                  6     5     0   253   282  106.539
  68 Pittsburgh                                  5     6     0   281   278  106.316
  69 Missouri                                    4     7     0   224   371  106.227
  70 LSU                                         3     8     0   223   259  106.101
  71 Iowa St                                     4     7     0   247   272  105.731
  72 W Michigan                                  7     5     0   373   342  105.708
  73 Kansas                                      5     7     0   294   354  105.674
  74 Duke                                        3     8     0   217   363  105.461
  75 West Virginia                               4     7     0   292   289  105.439
  76 North Carolina                              3     8     0   186   272  105.362
  77 Idaho                                       7     4     0   304   283  105.359
  78 Rice                                        5     6     0   237   261  105.295
  79 Northwestern                                3     8     0   141   301  105.249
  80 Miami OH                                    7     4     0   335   264  104.924
  81 Cincinnati                                  3     8     0   275   289  104.840
  82 Illinois St                                10     3     0   446   347  104.699
  83 New Mexico St                               5     5     0   238   267  104.577
  84 Youngstown St                              10     3     0   364   341  104.431
  85 Navy                                        5     7     0   326   306  104.404
  86 Texas-El Paso                               5     7     0   306   389  104.359
  87 Washington St                               3     9     0   248   327  104.316
  88 New Mexico                                  4     7     0   240   298  104.306
  89 Toledo                                      6     5     0   293   229  104.105
  90 Furman                                      9     3     0   432   220  103.989
  91 Hofstra                                    11     2     0   419   224  103.788
  92 Akron                                       7     4     0   315   314  103.577
  93 Angelo St                                   1     0     0    14     9  103.176
  94 Utah St                                     4     7     0   234   301  103.041
  95 SMU                                         4     6     0   193   235  102.848
  96 Tulane                                      3     8     0   279   399  102.782
  97 C Florida                                   4     7     0   277   318  102.759
  98 Iowa                                        1    10     0   162   347  102.738
  99 Appalachian St                              9     3     0   369   219  102.657
 100 Temple                                      2     9     0   153   366  102.411
 101 Florida A&M                                10     4     0   583   320  102.408
 102 Massachusetts                               9     4     0   415   244  102.355
 103 Army                                        3     8     0   225   317  102.316
 104 Elon                                        7     2     0   289   162  102.265
 105 N Iowa                                      6     3     0   301   233  102.121
 106 Ohio                                        5     6     0   271   287  102.021
 107 Tennessee St                               11     1     0   426   274  101.791
 108 Arkansas St                                 4     7     0   246   332  101.778
 109 Nevada                                      3     8     0   283   418  101.768
 110 San Jose St                                 3     7     0   258   402  101.757
 111 N.C. A&T                                   11     2     0   324   202  101.749
 112 UL Monroe                                   5     6     0   186   322  101.678
 113 Troy St                                    11     2     0   362   224  101.644
 114 James Madison                               8     4     0   273   260  101.451
 115 Bowling Green                               5     6     0   296   312  101.415
 116 Montana                                     8     3     0   492   271  101.405
 117 W Illinois                                  7     4     0   383   241  101.004
 118 E Michigan                                  4     7     0   239   338  100.897
 119 South Carolina                              0    11     0    87   278  100.873
 120 UNLV                                        3     8     0   160   324  100.820
 121 N Illinois                                  5     6     0   289   289  100.659
 122 South Florida                               6     4     0   205   221  100.592
 123 Villanova                                   7     4     0   334   324  100.424
 124 Rutgers                                     1    10     0   155   427   99.833
 125 Tulsa                                       2     9     0   230   386   99.459
 126 William & Mary                              6     5     0   292   266   99.028
 127 N Arizona                                   8     4     0   409   370   98.822
 128 Portland St                                 7     3     0   351   306   98.778
 129 Baylor                                      1    10     0   137   414   98.619
 130 Lehigh                                     10     2     0   478   220   98.534
 131 S Illinois                                  5     6     0   424   432   98.487
 132 Delaware                                    6     4     0   293   260   98.471
 133 C Michigan                                  4     7     0   229   344   98.318
 134 Colgate                                    10     2     0   430   253   98.305
 135 Murray St                                   6     4     0   362   302   98.292
 136 North Texas                                 2     9     0   118   291   98.240
 137 E Washington                                6     4     0   282   322   97.942
 138 UL Lafayette                                2     9     0   203   415   97.799
 139 Yale                                        9     1     0   315   160   97.710
 140 E Kentucky                                  6     4     0   284   237   97.615
 141 Southern Univ                              11     2     0   331   237   97.574
 142 Kent                                        2     9     0   213   376   97.538
 143 SW Missouri St                              4     6     0   323   262   97.454
 144 Middle Tenn St                              3     8     0   272   379   97.409
 145 UC Davis                                    3     1     0   110    95   97.287
 146 Wofford                                     6     5     0   364   303   97.168
 147 New Hampshire                               5     6     0   325   294   97.105
 148 Indiana St                                  3     8     0   284   373   97.081
 149 S.F. Austin                                 6     3     0   265   215   97.037
 150 Central Oklahoma                            0     1     0     9    14   96.824
 151 Richmond                                    5     6     0   279   295   96.583
 152 CS Sacramento                               6     5     0   414   310   96.357
 153 Brown                                       9     1     0   324   239   96.323
 154 Jackson St                                  8     3     0   418   197   96.248
 155 Hampton                                     8     4     0   290   255   96.109
 156 W Kentucky                                  5     5     0   215   238   96.050
 157 Tennessee Tech                              5     5     0   201   177   95.840
 158 E Tennessee St                              5     5     0   211   251   95.771
 159 S Utah                                      6     3     0   319   258   95.592
 160 UT Chattanooga                              4     6     0   279   360   95.376
 161 Connecticut                                 4     7     0   255   383   95.310
 162 Maine                                       4     7     0   226   273   95.219
 163 CS Northridge                               4     6     0   260   379   95.052
 164 Samford                                     7     4     0   335   238   95.041
 165 Sam Houston St                              4     5     0   259   243   94.865
 166 Cornell                                     7     3     0   254   235   94.290
 167 Cal Poly SLO                                3     8     0   246   345   94.039
 168 Ball St                                     0    11     0   157   361   93.813
 169 McNeese St.                                 5     5     0   196   234   93.796
 170 Bethune-Cookman                             4     4     0   206   241   93.366
 171 Bucknell                                    7     4     0   320   233   93.136
 172 SE Missouri St                              3     8     0   245   359   92.968
 173 E Illinois                                  2    10     0   267   365   92.856
 174 Penn                                        5     5     0   245   215   92.772
 175 Delaware St                                 4     7     0   261   354   92.598
 176 Valparaiso                                  6     2     0   191   183   92.587
 177 Towson St                                   7     4     0   302   255   92.468
 178 Harvard                                     5     5     0   254   191   92.459
 179 Northeastern                                1     9     0   212   355   92.418
 180 Howard                                      5     6     0   323   395   92.371
 181 Northwestern St                             3     7     0   191   237   92.187
 182 Robert Morris                               8     1     0   308   124   91.837
 183 Winston-Salem St                            0     1     0     7    20   91.692
 184 North Carolina Central                      0     1     0     7    20   91.692
 185 Dayton                                      5     3     0   259   166   91.606
 186 W Carolina                                  2     8     0   201   365   91.468
 187 Morehead St                                 4     3     0   253   203   91.261
 188 Weber St                                    2     8     0   218   390   91.142
 189 Buffalo                                     0    11     0   130   426   91.047
 190 Liberty                                     2     7     0   148   258   90.996
 191 Drake                                       4     3     0   197   118   90.994
 192 SW Texas St                                 2     8     0   172   207   90.752
 193 Grambling                                   6     4     0   290   242   90.631
 194 S. Carolina St                              3     6     0   215   292   90.595
 195 Citadel                                     2     9     0   147   349   90.218
 196 Idaho St                                    1     8     0   249   398   90.156
 197 Columbia                                    3     7     0   175   301   90.019
 198 Texas Southern                              5     5     0   198   205   89.910
 199 Rhode Island                                1    10     0   168   301   89.619
 200 Montana St                                  1     8     0   184   332   89.614
 201 Alabama A&M                                 5     5     0   233   230   89.104
 202 Princeton                                   3     7     0   184   225   89.094
 203 Ark Pine Bluff                              5     5     0   182   198   88.742
 204 Morgan St                                   2     8     0   191   334   88.629
 205 Albany NY                                   6     1     0   256   118   88.264
 206 Dartmouth                                   2     8     0   138   300   87.956
 207 Lafayette                                   4     7     0   207   271   87.713
 208 Charleston So.                              2     4     0   130   161   87.280
 209 Georgetown                                  9     2     0   364   166   87.143
 210 Holy Cross                                  3     8     0   219   323   87.120
 211 St. Mary's                                  1     7     0   115   295   87.014
 212 Fairfield                                   9     2     0   408   147   86.984
 213 San Diego                                   3     4     0   126   148   86.965
