Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Tennessee                                  13     0     0   431   189  124.277
   2 Ohio St                                    11     1     0   430   144  122.724
   3 Florida St                                 11     2     0   401   161  122.140
   4 Wisconsin                                  11     1     0   382   143  120.915
   5 Florida                                    10     2     0   380   165  120.906
   6 Kansas St                                  11     2     0   610   197  120.738
   7 Texas A&M                                  11     3     0   335   214  119.844
   8 Arizona                                    12     1     0   439   236  119.776
   9 UCLA                                       10     2     0   476   340  119.655
  10 Michigan                                   10     3     0   359   235  118.598
  11 Nebraska                                    9     4     0   403   206  118.349
  12 Penn St                                     9     3     0   317   183  117.945
  13 Texas                                       9     3     0   437   337  117.842
  14 Georgia Tech                               10     2     0   426   295  117.545
  15 Missouri                                    8     4     0   334   236  117.461
  16 Air Force                                  12     1     0   468   185  117.459
  17 Arkansas                                    9     3     0   390   227  117.336
  18 Georgia                                     9     3     0   292   222  117.226
  19 Virginia Tech                               9     3     0   381   149  117.175
  20 Syracuse                                    8     4     0   478   300  117.105
  21 Virginia                                    9     3     0   358   247  117.082
  22 Miami (Florida)                             9     3     0   448   298  117.040
  23 Purdue                                      9     4     0   444   276  117.008
  24 Notre Dame                                  9     3     0   328   248  116.500
  25 Tulane                                     12     0     0   540   295  116.277
  26 Southern California                         8     5     0   346   241  116.266
  27 Oregon                                      8     4     0   473   328  115.806
  28 West Virginia                               8     4     0   410   267  115.436
  29 Colorado                                    8     4     0   302   253  115.063
  30 Kentucky                                    7     5     0   431   375  114.762
  31 Mississippi St                              8     5     0   350   256  114.469
  32 Alabama                                     7     5     0   251   287  114.413
  33 Michigan St                                 6     6     0   336   294  114.181
  34 Washington                                  6     6     0   303   343  113.882
  35 North Carolina St                           7     5     0   366   352  113.552
  36 Texas Tech                                  7     5     0   315   255  113.512
  37 Miami (Ohio)                               10     1     0   317   142  113.033
  38 LSU                                         4     7     0   337   279  112.926
  39 Oklahoma St                                 5     6     0   303   296  112.889
  40 Colorado St                                 8     4     0   345   263  112.876
  41 Wyoming                                     8     3     0   222   215  112.763
  42 North Carolina                              7     5     0   288   283  112.731
  43 Minnesota                                   5     6     0   229   249  112.424
  44 Arizona St                                  5     6     0   333   338  112.343
  45 Southern Miss                               7     5     0   384   238  112.270
  46 California                                  5     6     0   183   251  112.228
  47 Oklahoma                                    5     6     0   184   229  112.054
  48 Oregon St                                   5     6     0   286   291  112.019
  49 TCU                                         7     5     0   267   235  111.869
  50 Mississippi                                 7     5     0   280   274  111.842
  51 Auburn                                      3     8     0   166   235  111.745
  52 Marshall                                   12     1     0   405   236  111.634
  53 BYU                                         9     5     0   402   290  111.543
  54 NW Missouri St                              1     0     0    42    17  111.512
  55 Central Florida                             9     2     0   393   209  111.380
  56 San Diego St                                7     5     0   243   244  110.685
  57 Indiana                                     4     7     0   245   305  110.610
  58 Rice                                        5     6     0   235   257  110.559
