Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Oklahoma                                   11     0     0   385    60  120.379
   2 Michigan State                              9     1     0   253    83  116.233
   3 Maryland                                   10     1     0   217    77  115.760
   4 UCLA                                        9     2     0   299    74  115.235
   5 Mississippi                                10     1     0   265   110  115.202
   6 Texas Christian                             9     2     0   306   105  114.043
   7 Georgia Tech                                9     1     1   189    46  114.034
   8 Xavier                                      2     0     0    56    12  112.595
   9 Notre Dame                                  8     2     0   210   112  112.323
  10 Texas A&M                                   7     2     1   160    89  111.873
  11 Southern Mississippi                        2     0     0    47     6  111.165
  12 Vanderbilt                                  8     3     0   240    86  110.651
  13 Ohio State                                  7     2     0   201    97  110.607
  14 Auburn                                      8     2     1   224   123  110.426
  15 Michigan                                    7     2     0   179    94  110.053
  16 Miami (Florida)                             6     3     0   181    81  109.935
  17 Stanford                                    6     3     1   198   135  109.717
  18 Duke                                        7     2     1   196    95  109.590
  19 Pittsburgh                                  7     4     0   181   122  109.391
  20 Kentucky                                    6     3     1   178   131  109.342
  21 Delaware                                    1     0     0    33     7  109.271
  22 Toledo                                      1     0     0    12     7  109.219
  23 Tennessee                                   6     3     1   188    92  108.926
  24 Southern California                         6     4     0   265   158  108.734
  25 Louisiana State                             3     5     2   139   149  108.603
  26 Mississippi State                           6     4     0   173   142  108.412
  27 Texas                                       5     5     0   189   212  108.183
  28 Arkansas                                    5     4     1   126   114  108.029
  29 Navy                                        6     2     1   188    56  107.647
  30 Miami (Ohio)                                2     0     0    39    14  107.291
  31 Purdue                                      5     3     1   113   103  107.098
  32 Illinois                                    5     3     1   149   114  107.007
  33 Tulane                                      5     4     1   163   136  107.004
  34 Baylor                                      5     5     0   146   143  106.760
  35 Florida                                     4     6     0   111   126  106.684
  36 Southern Methodist                          4     6     0   118   115  106.202
  37 Syracuse                                    5     3     0   180   130  106.110
  38 Washington                                  5     4     1   141    93  106.046
  39 Iowa                                        3     5     1   166   173  105.919
  40 Wisconsin                                   4     5     0   172   166  105.378
  41 West Virginia                               8     2     0   285   104  105.274
  42 Oregon State                                6     3     0   126   120  105.190
  43 Army                                        6     3     0   256    72  104.775
  44 Texas Tech                                  7     3     1   202   166  104.436
  45 Minnesota                                   3     6     0   110   172  104.308
  46 Boston College                              5     2     1   176    79  104.251
  47 Pacific                                     5     4     0   132   121  104.247
  48 Oregon                                      6     4     0   204   158  104.233
  49 Georgia                                     4     6     0   173   170  103.615
  50 Clemson                                     7     3     0   206   144  103.334
  51 Rice                                        2     7     1   110   179  102.955
  52 Colorado                                    6     4     0   203   149  102.731
  53 Tennessee-Chattanooga                       1     3     0    20    46  102.718
  54 Houston                                     6     4     0   176   139  102.544
  55 Arizona State                               8     2     1   343   107  102.374
  56 Wichita State                               7     2     1   252   133  102.071
  57 Nebraska                                    5     5     0   127   176  101.920
  58 Colorado State                              8     2     0   175   108  101.907
  59 Texas-El Paso                               6     2     2   227   114  101.871
  60 Wyoming                                     8     3     0   225   137  101.781
  61 Utah                                        6     3     0   182   136  101.343
  62 Detroit Mercy                               5     3     1   100    62  101.258
  63 Rhode Island                                1     0     0    19     7  101.255
  64 Denver                                      8     2     0   310    89  101.050
  65 Penn State                                  5     4     0   163   150  101.008
  66 Indiana                                     3     6     0    91   150  100.965
  67 Colgate                                     6     3     0   164   107  100.726
  68 Yale                                        7     2     0   176    79  100.444
  69 San Jose State                              5     3     1   159   114  100.387
  70 Lafayette                                   2     0     0    37    20  100.343
