Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Florida St                                 14     0     0   723   170  135.190
   2 Auburn                                     12     2     0   553   346  129.641
   3 Alabama                                    11     2     0   496   181  129.623
   4 Michigan St                                13     1     0   411   185  129.100
   5 Missouri                                   12     2     0   548   323  128.819
   6 Stanford                                   11     3     0   452   266  128.624
   7 Oregon                                     11     2     0   591   266  128.351
   8 South Carolina                             11     2     0   443   264  127.855
   9 Clemson                                    11     2     0   522   288  127.399
  10 Baylor                                     11     2     0   681   306  127.140
  11 Oklahoma                                   11     2     0   427   287  127.016
  12 UCLA                                       10     3     0   480   301  126.989
  13 Arizona St                                 10     4     0   556   373  126.789
  14 Ohio State                                 12     2     0   637   317  126.713
  15 LSU                                        10     3     0   465   286  126.532
  16 Oklahoma St                                10     3     0   508   281  126.400
  17 Washington                                  9     4     0   493   297  125.701
  18 North Dakota St                            15     0     0   581   169  125.477
  19 Central Florida                            12     1     0   450   277  125.453
  20 Texas A&M                                   9     4     0   575   419  125.360
  21 Southern Cal                               10     4     0   416   297  125.032
  22 Louisville                                 12     1     0   457   158  124.915
  23 Wisconsin                                   9     4     0   453   212  124.846
  24 Georgia                                     8     5     0   477   377  124.705
  25 Notre Dame                                  9     4     0   354   291  124.444
  26 Mississippi                                 8     5     0   390   308  124.003
  27 Arizona                                     8     5     0   435   315  123.447
  28 Kansas St                                   8     5     0   432   298  123.242
  29 Vanderbilt                                  9     4     0   391   320  123.090
  30 Texas                                       8     5     0   381   336  122.960
  31 Iowa                                        8     5     0   342   246  122.558
  32 Mississippi St                              7     6     0   360   299  122.492
  33 Nebraska                                    9     4     0   415   323  122.332
  34 Duke                                       10     4     0   459   373  122.060
  35 Texas Tech                                  8     5     0   465   397  121.997
  36 Virginia Tech                               8     5     0   293   251  121.800
  37 Miami FL                                    9     4     0   440   348  121.757
  38 Oregon St                                   7     6     0   452   408  121.604
  39 Utah                                        5     7     0   350   336  121.578
  40 Brigham Young                               8     5     0   392   287  121.505
  41 Washington St                               6     7     0   403   423  121.423
  42 Georgia Tech                                7     6     0   456   297  121.363
  43 Michigan                                    7     6     0   419   349  121.294
  44 Penn State                                  7     5     0   344   314  120.662
  45 Minnesota                                   8     5     0   334   289  120.614
  46 Northern Illinois                          12     2     0   555   351  120.431
  47 Fresno St                                  11     2     0   564   394  120.178
  48 Pittsburgh                                  7     6     0   342   353  120.030
  49 Tennessee                                   5     7     0   286   348  119.968
  50 North Carolina                              7     6     0   425   318  119.826
  51 Syracuse                                    7     6     0   295   330  119.602
  52 Eastern Illinois                           12     2     0   675   319  119.568
  53 Utah St                                     9     5     0   445   239  119.455
  54 Bowling Green                              10     4     0   487   222  119.321
  55 Indiana                                     5     7     0   461   466  119.288
  56 Houston                                     8     5     0   431   283  119.284
  57 Florida                                     4     8     0   226   253  119.150
  58 Boston College                              7     6     0   360   376  119.085
  59 Navy                                        9     4     0   436   317  119.053
  60 NW Missouri St                             15     0     0   679   259  118.494
  61 Boise St                                    8     5     0   488   323  118.376
  62 East Carolina                              10     3     0   522   322  118.337
  63 Northwestern                                5     7     0   314   325  118.335
  64 TCU                                         4     8     0   301   303  118.327
  65 Rice                                       10     4     0   415   342  117.902
  66 North Texas                                 9     4     0   414   231  117.588
  67 Marshall                                   10     4     0   590   321  117.587
  68 Maryland                                    7     6     0   340   329  117.465
  69 Toledo                                      7     5     0   396   343  117.309
  70 Cincinnati                                  9     4     0   417   273  117.224
  71 Ball St                                    10     3     0   501   321  117.074
  72 Towson                                     13     3     0   585   383  117.066
  73 Colorado                                    4     8     0   305   459  116.677
  74 San Diego St                                8     5     0   387   412  116.538
  75 Illinois                                    4     8     0   356   425  116.467
  76 Texas-San Antonio                           7     5     0   307   316  116.297
  77 West Virginia                               4     8     0   316   400  116.273
  78 Louisiana-Lafayette                         9     4     0   439   344  115.863
  79 Iowa St                                     3     9     0   298   432  115.827
  80 Western Kentucky                            8     4     0   370   295  115.818
  81 Buffalo                                     8     5     0   394   317  115.799
  82 Arkansas                                    3     9     0   248   369  115.750
  83 Eastern Washington                         12     3     0   592   424  115.740
  84 San José St                                 6     6     0   389   421  115.735
  85 Wake Forest                                 4     8     0   220   289  115.657
  86 UNLV                                        7     6     0   389   414  115.157
  87 Colorado St                                 8     6     0   507   417  115.129
  88 Arkansas St                                 8     5     0   379   340  115.121
  89 Tulane                                      7     6     0   322   278  114.884
  90 SE Louisiana St                            11     3     0   538   318  114.584
  91 South Alabama                               6     6     0   353   302  114.512
  92 South Dakota St                             9     5     0   405   330  114.499
