Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Maryland                                   10     0     0   381    75  121.318
   2 Tennessee                                  10     1     0   386   116  116.937
   3 Illinois                                    9     0     1   220    83  116.170
   4 Georgia Tech                               11     0     1   295    90  115.869
   5 Michigan State                              9     0     0   270   114  115.151
   6 Wisconsin                                   7     1     1   196    53  113.787
   7 San Francisco                               9     0     0   286    79  112.804
   8 Baylor                                      8     2     1   245   131  111.884
   9 Stanford                                    9     2     0   229   181  111.720
  10 Princeton                                   9     0     0   310    82  111.451
  11 Kentucky                                    8     4     0   314   121  111.440
  12 California                                  8     2     0   307   166  111.195
  13 Texas                                       7     3     0   182   129  111.117
  14 Notre Dame                                  7     2     1   241   122  110.373
  15 Cincinnati                                  5     0     0   173    72  110.339
  16 UCLA                                        5     3     1   188   120  110.246
  17 Southern California                         7     3     0   224   168  110.125
  18 Oklahoma                                    8     2     0   321    97  110.112
  19 Mississippi                                 6     3     1   254   157  109.371
  20 Texas A&M                                   5     3     2   213   179  109.208
  21 Virginia                                    8     1     0   278   104  109.192
  22 Louisiana State                             7     3     1   128   111  109.118
  23 Ohio State                                  4     3     2   109   104  109.118
  24 Texas Christian                             6     5     0   206   183  108.865
  25 Miami (Florida)                             8     3     0   196   126  108.130
  26 Northwestern                                5     4     0   112   124  107.751
  27 Purdue                                      5     4     0   153   152  107.545
  28 Washington State                            7     3     0   280   187  107.395
  29 Michigan                                    4     5     0   135   122  107.389
  30 Rice                                        5     5     0   149   144  107.325
  31 Southern Methodist                          3     6     1   164   144  106.922
  32 Kansas                                      8     2     0   316   208  106.575
  33 Arkansas                                    5     5     0   178   162  106.163
  34 Vanderbilt                                  6     5     0   201   195  106.157
  35 Washington & Lee                            6     4     0   281   188  105.802
  36 Colorado                                    7     3     0   289   229  105.785
  37 Pennsylvania                                5     4     0   121   117  105.686
  38 Bucknell                                    2     0     0    49    27  105.475
  39 Cornell                                     6     3     0   207   139  105.408
  40 Tulsa                                       9     2     0   371   200  105.195
  41 Duke                                        5     4     1   201   157  105.159
  42 Florida                                     5     5     0   174   131  105.129
  43 Oregon State                                4     6     0   204   180  105.045
  44 Georgia                                     5     5     0   176   184  104.897
  45 Indiana                                     2     7     0   118   191  104.717
  46 Alabama                                     5     6     0   263   188  104.693
  47 Washington                                  3     6     1   273   218  104.605
  48 Tulane                                      4     6     0   143   172  104.567
  49 William & Mary                              7     3     0   172   220  104.429
  50 Clemson                                     7     3     0   196    97  104.374
  51 Villanova                                   5     3     0   174   173  104.361
  52 Holy Cross                                  8     2     0   362   117  104.267
  53 Mississippi State                           4     5     0    82   127  104.182
  54 Virginia Military Institute                 7     3     0   227   162  104.115
  55 Iowa                                        2     5     2   161   233  104.105
  56 Louisville                                  3     1     0    82    76  104.094
  57 Auburn                                      5     5     0   180   212  103.748
