Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 LSU                                        15     0     0   726   328  132.509
   2 OHIO STATE                                 13     1     0   656   192  131.130
   3 CLEMSON                                    14     1     0   659   203  130.179
   4 GEORGIA                                    12     2     0   431   176  128.178
   5 ALABAMA                                    11     2     0   614   242  127.468
   6 FLORIDA                                    10     2     0   408   181  126.981
   7 PENN STATE                                 11     2     0   465   208  126.637
   8 OREGON                                     12     2     0   495   231  126.093
   9 OKLAHOMA                                   12     2     0   590   382  125.849
  10 AUBURN                                      9     4     0   432   254  125.791
  11 NOTRE DAME                                 11     2     0   478   233  125.500
  12 WISCONSIN                                  10     4     0   477   237  125.397
  13 MICHIGAN                                    9     4     0   412   269  124.767
  14 BAYLOR                                     11     3     0   471   277  124.093
  15 UTAH                                       11     3     0   452   210  124.027
  16 IOWA                                       10     3     0   335   182  123.895
  17 MINNESOTA                                  11     2     0   443   293  123.889
  18 MEMPHIS                                    12     2     0   566   370  123.751
  19 NAVY                                       11     2     0   483   290  123.348
  20 TEXAS A&M                                   8     5     0   384   293  122.627
  21 CINCINNATI                                 11     3     0   415   288  122.263
  22 TEXAS                                       8     5     0   458   357  122.147
  23 APPALACHIAN ST                             13     1     0   543   280  121.915
  24 AIR FORCE                                  11     2     0   443   258  121.611
  25 SOUTHERN CAL                                8     5     0   422   382  121.531
  26 WASHINGTON                                  8     5     0   416   252  121.481
  27 BOISE ST                                   12     2     0   486   306  121.464
  28 OKLAHOMA ST                                 8     5     0   422   348  121.055
  29 KANSAS ST                                   8     5     0   385   278  120.925
  30 IOWA ST                                     7     6     0   418   337  120.686
  31 CENTRAL FLORIDA                            10     3     0   564   299  120.609
  32 SMU                                        10     3     0   544   434  120.489
  33 ARIZONA ST                                  8     5     0   322   291  120.203
  34 TENNESSEE                                   8     5     0   314   282  120.140
  35 NORTH DAKOTA ST                            16     0     0   596   197  119.925
  36 FLORIDA ATLANTIC                           11     3     0   510   318  119.809
  37 VIRGINIA                                    9     5     0   449   380  119.658
  38 LOUISIANA-LAFAYETTE                        11     3     0   531   276  119.632
  39 MICHIGAN ST                                 7     6     0   291   293  119.469
  40 CALIFORNIA                                  8     5     0   276   285  119.466
  41 INDIANA                                     8     5     0   413   317  119.242
  42 KENTUCKY                                    8     5     0   353   251  119.177
  43 MISSISSIPPI ST                              6     7     0   359   375  119.072
  44 LOUISVILLE                                  8     5     0   430   434  118.952
  45 SAN DIEGO ST                               10     3     0   276   165  118.773
  46 TCU                                         5     7     0   364   317  118.593
  47 NORTH CAROLINA                              7     6     0   430   308  118.474
  48 HAWAI`I                                    10     5     0   508   478  118.287
  49 SOUTH CAROLINA                              4     8     0   269   313  118.212
  50 WASHINGTON ST                               6     7     0   491   408  118.192
  51 WAKE FOREST                                 8     5     0   414   378  118.036
  52 TULANE                                      7     6     0   430   342  117.849
  53 OREGON ST                                   5     7     0   374   390  117.799
  54 VIRGINIA TECH                               8     5     0   401   321  117.719
  55 MISSOURI                                    6     6     0   304   233  117.580
  56 COLORADO                                    5     7     0   282   382  117.470
  57 WEST VIRGINIA                               5     7     0   247   346  117.462
  58 TEMPLE                                      8     5     0   342   337  117.416
  59 BRIGHAM YOUNG                               7     6     0   370   331  117.398
  60 FLORIDA ST                                  6     7     0   363   362  117.395
  61 PITTSBURGH                                  8     5     0   275   292  117.330
  62 UCLA                                        4     8     0   320   417  117.267
  63 WYOMING                                     8     5     0   330   231  117.151
  64 JAMES MADISON                              14     2     0   640   251  117.037
  65 NEBRASKA                                    5     7     0   336   333  117.028
  66 STANFORD                                    4     8     0   260   358  116.872
  67 MISSISSIPPI                                 4     8     0   319   318  116.788
  68 TEXAS TECH                                  4     8     0   366   364  116.707
  69 UTAH ST                                     7     6     0   380   399  116.704
  70 ILLINOIS                                    6     7     0   347   340  116.516
  71 WESTERN KENTUCKY                            9     4     0   330   261  116.490
  72 TULSA                                       4     8     0   317   376  116.387
  73 BOSTON COLLEGE                              6     7     0   377   418  116.359
  74 MIAMI FL                                    6     6     0   314   239  116.127
  75 MARSHALL                                    8     5     0   335   325  116.042
  76 ARIZONA                                     4     8     0   323   429  115.892
  77 PURDUE                                      4     8     0   310   367  115.853
  78 BUFFALO                                     8     5     0   409   277  115.794
  79 DUKE                                        5     7     0   303   350  115.717
  80 HOUSTON                                     4     8     0   368   408  115.693
  81 MIAMI OH                                    8     6     0   338   394  115.650
  82 LOUISIANA TECH                             10     3     0   422   284  115.621
  83 GEORGIA SOUTHERN                            7     6     0   366   366  115.534
  84 ARKANSAS ST                                 8     5     0   438   444  115.249
  85 KENT ST                                     7     6     0   380   414  114.945
  86 SYRACUSE                                    5     7     0   339   368  114.942
  87 WESTERN MICHIGAN                            7     6     0   430   337  114.929
  88 SOUTHERN MISS                               7     6     0   346   341  114.543
  89 OHIO U.                                     7     6     0   446   345  114.496
  90 NEVADA                                      7     6     0   277   415  114.486
  91 MINN ST-MANKATO                            14     1     0   712   228  114.482
  92 CENTRAL MICHIGAN                            8     6     0   426   396  114.291
  93 WEBER ST                                   11     4     0   417   312  114.240
  94 LOUISIANA-MONROE                            5     7     0   379   464  114.152
  95 NORTHWESTERN                                3     9     0   196   283  114.105
  96 FERRIS ST                                  12     1     0   473   178  114.103
  97 KANSAS                                      3     9     0   282   433  114.100
  98 FRESNO ST                                   4     8     0   360   361  114.055
  99 GEORGIA ST                                  7     6     0   406   471  114.003
 100 MONTANA                                    10     4     0   514   351  113.793
 101 SOUTH FLORIDA                               4     8     0   250   347  113.763
 102 ALABAMA-BIRMINGHAM                          9     5     0   324   302  113.689
 103 MARYLAND                                    3     9     0   303   416  113.653
 104 BALL ST                                     5     7     0   418   377  113.534
 105 SAN JOS̩ ST                                5     7     0   361   383  113.531
 106 WEST FLORIDA                               13     2     0   548   295  113.384
 107 SACRAMENTO ST                               9     4     0   464   292  113.370
 108 LIBERTY                                     8     5     0   427   365  113.273
 109 EASTERN MICHIGAN                            6     7     0   379   398  113.034
 110 MONTANA ST                                 11     4     0   490   331  113.000
 111 NORTH CAROLINA ST                           4     8     0   265   361  112.957
 112 TARLETON ST                                11     1     0   540   198  112.906
 113 TOLEDO                                      6     6     0   327   386  112.899
 114 UNC-CHARLOTTE                               7     6     0   388   421  112.860
 115 VALDOSTA ST                                10     1     0   428   204  112.771
 116 NORTHERN IOWA                              10     5     0   315   265  112.574
 117 ARMY                                        5     8     0   370   299  112.571
 118 FLORIDA INT'L                               6     6     0   318   320  112.477
 119 COLORADO ST                                 4     8     0   337   374  112.430
 120 NORTHERN ILLINOIS                           5     7     0   274   338  112.370
 121 COASTAL CAROLINA                            5     7     0   364   366  112.334
 122 VANDERBILT                                  3     9     0   198   381  112.317
 123 TROY                                        5     7     0   406   417  112.210
 124 GEORGIA TECH                                3     9     0   200   389  112.191
 125 ARKANSAS                                    2    10     0   257   442  112.101
 126 TAMU-COMMERCE                              10     3     0   428   265  112.024
 127 SOUTH DAKOTA ST                             8     5     0   386   217  111.939
 128 UNLV                                        4     8     0   290   396  111.889
 129 MIDDLE TENNESSEE ST                         4     8     0   316   359  111.382
 130 DARTMOUTH                                   9     1     0   333   124  111.154
 131 ILLINOIS ST                                10     5     0   297   240  111.129
 132 NW MISSOURI ST                             12     2     0   586   263  110.860
 133 TEXAS ST-SAN MARCOS                         3     9     0   221   391  110.833
 134 NORTH CENTRAL                              14     1     0   777   246  110.813
 135 EAST CAROLINA                               4     8     0   321   404  110.800
 136 SLIPPERY ROCK                              13     1     0   647   379  110.704
 137 COLORADO MINES                             12     1     0   525   218  110.554
 138 YALE                                        9     1     0   387   262  110.531
 139 NORTH TEXAS                                 4     8     0   367   390  110.480
 140 LENOIR-RHYNE                               13     1     0   588   244  110.420
 141 CENTRAL ARKANSAS                            9     4     0   361   346  110.393
 142 CENTRAL MISSOURI                           11     2     0   582   387  110.349
 143 COLORADO ST-PUEBLO                         11     2     0   405   195  110.315
 144 MONMOUTH NJ                                11     3     0   501   381  110.282
 145 RUTGERS                                     2    10     0   159   440  109.831
 146 MORNINGSIDE                                14     0     0   735   182  109.815
 147 WHEATON                                    12     1     0   611   116  109.795
 148 RICE                                        3     9     0   215   311  109.769
 149 KENNESAW ST                                11     3     0   530   262  109.707
 150 SOUTHERN ILLINOIS                           7     5     0   339   276  109.649
 151 NICHOLLS ST                                 9     5     0   391   381  109.632
 152 AUSTIN PEAY                                11     4     0   518   309  109.595
 153 EASTERN WASHINGTON                          7     5     0   487   415  109.579
 154 TOWSON                                      7     5     0   363   282  109.461
 155 SE LOUISIANA                                8     5     0   476   382  109.411
 156 VILLANOVA                                   8     4     0   451   325  109.381
 157 ALBANY NY                                   9     5     0   439   357  109.369
 158 FLORIDA INT'LL                              0     1     0    26    34  109.321
 159 UC-DAVIS                                    5     7     0   344   352  109.239
 160 NEW MEXICO                                  2    10     0   267   446  109.204
 161 NORTH DAKOTA                                7     5     0   319   342  109.156
 162 SE MISSOURI ST                              9     4     0   358   324  109.065
 163 NORTH CAROLINA A&T                          9     3     0   457   249  109.008
 164 TEXAS-SAN ANTONIO                           4     8     0   244   407  108.970
 165 INDIANAPOLIS                                9     2     0   518   195  108.774
 166 SOUTH ALABAMA                               2    10     0   221   368  108.745
 167 KUTZTOWN                                   11     1     0   445   225  108.720
 168 PRINCETON                                   8     2     0   322   181  108.634
 169 FORT HAYS ST                                8     3     0   455   234  108.440
 170 MUHLENBERG                                 13     1     0   537   170  108.365
 171 NEW HAMPSHIRE                               6     5     0   222   221  108.346
 172 WOFFORD                                     8     4     0   387   265  108.235
 173 BOWLING GREEN                               3     9     0   192   463  108.224
 174 FLORIDA A&M                                 9     2     0   360   301  108.194
 175 WAYNE ST MI                                 8     3     0   319   279  108.157
 176 MARIAN IN                                  12     1     0   469   146  108.124
 177 MCNEESE ST                                  7     5     0   313   311  108.011
 178 MISSOURI WESTERN                            9     3     0   495   323  108.009
 179 TRUMAN ST                                  10     2     0   430   223  107.894
 180 SOUTH DAKOTA                                5     7     0   363   389  107.827
 181 MIDDLEBURY                                  9     0     0   275   178  107.816
 182 TENNESSEE-MARTIN                            7     5     0   307   299  107.806
 183 ANGELO ST                                   8     3     0   372   163  107.774
 184 SAM HOUSTON ST                              7     5     0   383   213  107.766
 185 IDAHO                                       5     7     0   308   406  107.760
 186 ELON                                        5     6     0   276   297  107.760
 187 SOUTH CAROLINA ST                           8     3     0   331   223  107.706
 188 MAINE                                       6     6     0   352   353  107.677
 189 FURMAN                                      8     5     0   435   267  107.588
 190 ALCORN ST                                   9     4     0   437   300  107.565
 191 CARSON-NEWMAN                               9     3     0   442   266  107.470
 192 COLL OF IDAHO                              11     1     0   446   207  107.462
 193 CENTRAL CONN ST                            11     2     0   440   262  107.320
 194 YOUNGSTOWN ST                               6     6     0   365   321  107.204
 195 GRAND VALLEY ST                             8     3     0   331   187  107.070
 196 WILLIAM & MARY                              5     7     0   303   338  106.872
 197 NEW MEXICO ST                               2    10     0   260   492  106.800
 198 SAN DIEGO                                   9     3     0   462   271  106.672
 199 MOUNT UNION                                11     1     0   662   148  106.645
 200 WEST TEXAS A&M                              8     3     0   357   287  106.532
