Rank                                           Won  Lost  Tied    PF    PA   Rating
   1 Louisiana State                            11     0     0   282    53  116.763
   2 Iowa                                        8     1     1   272   146  114.973
   3 Army                                        8     0     1   264    49  114.602
   4 Wisconsin                                   7     1     1   201    77  113.555
   5 Auburn                                      9     0     1   173    62  113.208
   6 Purdue                                      6     1     2   184   102  112.732
   7 Oklahoma                                   10     1     0   300    55  112.387
   8 Ohio State                                  6     1     2   182   132  112.280
   9 Air Force                                   9     0     2   247   102  111.617
  10 Texas Christian                             8     2     1   219    78  111.439
  11 Mississippi                                 9     2     0   222    68  111.415
  12 Notre Dame                                  6     4     0   206   173  109.447
  13 Bowling Green State                         2     0     0    45    14  108.921
  14 Southern Methodist                          6     4     0   203   134  108.744
  15 Northwestern                                5     4     0   199   148  108.601
  16 Tennessee-Chattanooga                       1     1     0    22    36  108.473
  17 Rice                                        5     5     0   178   156  108.176
  18 Texas                                       7     3     0   157   152  108.127
  19 Oklahoma State                              8     3     0   201   134  107.886
  20 Syracuse                                    8     2     0   270    80  107.338
  21 Florida                                     6     4     1   174   100  106.996
  22 Southern Mississippi                        3     0     0    82    14  106.671
  23 Kentucky                                    5     4     1   136   115  106.630
  24 Georgia Tech                                5     4     1    93    91  106.545
  25 Indiana                                     5     3     1    81   141  106.352
  26 Vanderbilt                                  5     2     3   131    71  106.230
  27 South Carolina                              7     3     0   168   116  105.911
  28 Clemson                                     8     3     0   169   138  105.910
  29 Alabama                                     5     4     1   106    75  105.805
  30 Illinois                                    4     5     0   144   150  105.492
  31 Tulsa                                       7     3     0   216   100  105.208
  32 Houston                                     5     4     0   209   161  105.145
  33 Georgia                                     4     6     0   196   114  105.117
  34 North Carolina                              6     4     0   195   109  105.072
  35 Newberry                                    1     0     0    16     0  104.755
  36 Pittsburgh                                  5     4     1   163   138  104.743
  37 Tennessee                                   4     6     0    77   122  104.703
  38 Ohio                                        1     0     0    27     8  104.637
  39 North Texas                                 7     2     1   197    93  104.568
  40 Cincinnati                                  6     2     2   139   104  104.400
  41 Arkansas                                    4     6     0   147   150  104.234
  42 Duke                                        5     5     0   128   131  104.205
  43 Washington State                            7     3     0   199   117  104.157
  44 Penn State                                  6     3     1   237    97  104.020
  45 Navy                                        6     3     0   212   134  104.016
  46 Trinity (Texas)                             3     1     0   104    28  103.858
  47 Florida State                               7     4     0   218   124  103.483
  48 Cal Poly-San Luis Obispo                    1     0     0    10     6  103.306
  49 Boston College                              7     3     0   229   127  103.249
  50 Michigan State                              3     5     1   117   123  103.190
  51 Mississippi State                           3     6     0   127   129  103.186
  52 Missouri                                    5     4     1   164   141  103.105
  53 Tulane                                      3     7     0   105   189  103.053
  54 California                                  7     4     0   207   200  102.893
  55 Colorado                                    6     4     0   207   122  102.708
  56 Texas A&M                                   4     6     0   124   217  102.652
  57 Baylor                                      3     7     0   159   181  102.223
  58 Southern California                         4     5     1   151   120  102.206
  59 Hardin-Simmons                              6     5     0   141   176  101.821
  60 Michigan                                    2     6     1   132   211  101.765
  61 Holy Cross                                  6     3     0   112   104  101.737
  62 Kansas                                      4     5     1    87   175  101.547
  63 Wyoming                                     8     3     0   205   136  101.423
  64 Oregon State                                6     4     0    98   118  101.420
  65 Wichita State                               4     5     1   148   195  101.068
  66 Oregon                                      4     6     0    93    50  100.685
  67 Maryland                                    4     6     0   132   175  100.616
  68 West Virginia                               4     5     1   268   200  100.326
  69 Pacific                                     6     4     0   268   179  100.259
  70 UCLA                                        3     6     1   136   173  100.257
  71 Quantico Marines                            2     1     0    45    51   99.879
  72 Wake Forest                                 3     7     0   124   163   99.718
  73 Miami (Florida)                             2     8     0    88   195   99.546
  74 Minnesota                                   1     8     0   115   157   99.530
  75 Abilene Christian                           2     0     0    42    27   99.146
  76 Texas Tech                                  3     7     0   126   163   99.087
  77 Rutgers                                     8     1     0   301    77   99.054
  78 Miami (Ohio)                                1     2     0    48    30   98.899
  79 Arizona State                               7     3     0   271   131   98.833
  80 Nebraska                                    3     7     0    71   235   98.820
  81 Villanova                                   6     4     0   112   151   98.573
  82 Colorado State                              6     4     0   178   110   98.426
  83 Washington                                  3     7     0   102   146   98.151
  84 New Mexico                                  7     3     0   210   185   98.127
  85 Detroit Mercy                               4     4     1   131   157   97.892
  86 Kansas State                                3     7     0   110   192   97.660
  87 Brigham Young                               6     4     0   189   152   97.658
  88 Stanford                                    2     8     0    93   226   97.444
  89 Boston University                           4     5     0   168   211   97.403
  90 Montana State                               1     0     0    20     6   97.233
  91 Buffalo                                     2     0     0    40    17   97.207
  92 Catawba                                     1     0     0    22    17   96.992
  93 Virginia Tech                               5     4     1   165   196   96.884
  94 Dartmouth                                   7     2     0   182    83   96.712
  95 North Carolina State                        2     7     1   120   160   96.666
  96 Marquette                                   2     7     1   107   257   96.239
  97 San Jose State                              4     5     0   174   106   95.777
  98 Idaho                                       4     5     0   114   139   95.555
  99 Iowa State                                  4     6     0   127    88   95.511
 100 Virginia Military Institute                 6     2     2   214    99   95.502
 101 Xavier                                      1     3     0    36    65   94.915
 102 Utah                                        4     7     0   161   187   94.727
 103 Cornell                                     6     3     0   147   135   94.633
 104 Princeton                                   6     3     0   217   164   93.470
 105 Virginia                                    1     9     0    89   301   93.009
 106 Denver                                      2     8     0   135   163   92.891
 107 San Diego                                   1     0     0    24    13   92.678
 108 Tennessee Tech                              0     1     0     7    22   92.533
 109 Pennsylvania                                4     5     0   153   177   92.526
 110 Hawaii                                      1     3     0    34   151   92.403
 111 Texas-El Paso                               2     7     0    92   179   92.168
 112 Brown                                       6     3     0   211   140   92.167
 113 Richmond                                    3     7     0   169   200   92.107
 114 Utah State                                  3     7     0   123   188   92.102
 115 George Washington                           3     5     0    82   158   92.013
 116 Harvard                                     4     5     0   149    99   91.711
 117 William & Mary                              2     6     1    72   180   91.667
 118 Arizona                                     3     7     0    83   276   91.555
 119 New Mexico State                            4     6     0   172   228   91.098
 120 Davidson                                    5     4     0   159   164   90.833
 121 Dayton                                      2     8     0    60   203   90.518
 122 Citadel                                     4     6     0   130   196   90.046
 123 Furman                                      2     7     0   114   269   89.804
 124 West Chester                                0     1     0    14    28   89.740
 125 Delaware                                    0     1     0    20    37   89.535
 126 Wofford                                     1     2     0    77    67   89.480
 127 West Texas A&M                              1     9     0   125   256   89.216
 128 Tampa                                       0     2     0    12    56   89.077
 129 Lehigh                                      0     2     1    20    71   88.495
 130 Massachusetts                               0     1     0    14    28   87.393
 131 Arkansas State                              0     2     0     7    89   86.879
